song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
Walk This Way,Aerosmith,,5SZ6zX4rOrEQferfFC2MfP,75,1975-04-08,day,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,4,220400,"[Instrumental Intro]\n[Verse 1]\nBackstroking lover, always hiding 'neath the covers\n'Til I talked to my daddy, he say\nHe said, ""You ain't seen nothing 'til you're down on a muffin\nThen you're sure to be a-changing your ways.""\nI met a cheerleader, was a real young bleeder\nAll the times I could reminisce\n'Cause the best things of loving with her sister and her cousin\nOnly started with a little kiss, like this\n[Solo]\n[Pre-Chorus]\nSee-saw swinging with the boys in the school\nWith your feet flying up in the air\nSinging ""Hey, diddle-diddle with your kitty in the middle\nOf the swing like I didn't care.""\nSo I took a big chance at the high school dance\nWith a missy who was ready to play\nWasn't me she was fooling 'cause she knew what she was doing\nAnd I knew love was here to stay when she told me to\n[Chorus]\n""Walk this way, talk this way""\n""Walk this way, walk this way""\n""Walk this way, walk this way""\n""Walk this way, talk this way""\nAh, just give me a kiss\nLike this\n[Solo]\n[Verse 2]\nSchoolgirl sweetie with the classy kinda sassy\nLittle skirt's climbing way up her knee\nThere was three young ladies in the school gym locker\nWhen I noticed they was looking at me\nI was a high school loser, never made it with a lady\n'Til the boys told me something I missed\nThen my next door neighbor with a daughter had a favor\nSo I gave her just a little kiss, like this"
Bodyheat (Part 1),James Brown,,,,,,,,,,,,,,,,,,,"[Intro]\nUnh, yeah\n(Body heat)\nYeah\n(Yeah)\n[Verse 1]\nWhen your body gets down from aggravation\nAnd you need some love from fascination\n[Chorus]\nWhat's that? (Body heat)\nWhat's that? (Body heat)\n[Verse 2]\nWhen your body won't do what you want it to\nAnd you don't do it because you know you're through\n[Chorus]\nWhat's that? (Body heat)\nWhat's that? (Body heat)\n[Verse 3]\nWhen you can't get your body please\nAnd you need some love for your tension ease\n[Chorus]\nWhat's that? (Body heat)\nWhat's that? (Body heat)\nHa, ah, payback\n[Bridge]\nHa, ah, got to go to church, y'all\nGot to go to church, y'all\nGot to go to church, y'all\nGot to go to church, y'all\nYou got to cut off the heat, take off that pressure\nCut off the heat, take off that pressure\nTurn off the heat, take off that pressure\nTurn off the heat, take off that pressure\nGimme some air, I can't go nowhere\nI gotta go to church, y'all\nI'm having bad luck, I'm having bad luck\nI'm having bad luck, I'm having bad luck\nGot to release the funk\nI'm having bad luck, I'm having bad luck\nI got to release the pressure\nI got to go to church, y'all\nGot to go to church, y'all\nGot to go to church, y'all\nTake me"
Theme From Rocky (Gonna Fly Now),Rhythm Heritage,,6lLScAaYXs7dFKhntpeMaZ,14,1977,year,0.625,0.85,9,-5.817,0,0.0402,0.152,0.224,0.0604,0.868,96.848,4,214733,
I Just Can't Say No to You,Parker McGee,,1tOFoFOeDpLo0j9ysPO496,4,1976,year,0.282,0.35,2,-13.695,1,0.0328,0.181,2.33e-05,0.0941,0.393,173.06,4,192733,
You Don't Have to Be a Star (To Be In My Show),Marilyn McCoo,Billy Davis Jr.,2JurHS80N98Yt3CdIBYz9M,45,1976,year,0.475,0.556,6,-8.388,0,0.0321,0.312,0,0.216,0.917,200.033,4,279587,"[MARILYN MCCOO]\nYou don't have to be a star\n[BILLY DAVIS JR]\nBaby, come as you are\nWith just your heart\nAnd I'll take you in\nYou're rejected and hurt\nTo me you're worth\nWhat you have within\n[MARILYN MCCOO]\nNow, I don't need no superstar\n'Cause I'll accept you as you are\nYou won't be denied\n'Cause I'm satisfied\nWith the love you inspire\n[BOTH]\nYou don't have to be a star, baby, to be in my show\nYou don't have to be a star, baby, to be in my show\n[BILLY DAVIS JR]\nSomebody nobody knows\nCould steal the tune\nThat you want to hear\nSo stop your running around\n'Cause now you've found\nWhat was cloudy is clear\nOh honey\n[MARILYN MCCOO]\nThere'll be no cheering from the crowd\n[BILLY DAVIS JR]\nJust two hearts beating out loud"
Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,,10LRRKPmx8uHcSxLVWK0ct,55,1976,year,0.551,0.514,11,-12.617,1,0.0524,0.336,0.125,0.382,0.721,136.547,3,237120,"[Verse 1]\nStay away from my window\nStay away from my back door too\nDisconnect the telephone line\nRelax baby and \ndraw that blind\n[Verse 2]\nKick off your shoes and sit right down\nLoosen off that pretty French gown\nLet me pour you a good long drink\nOoh, baby, don't you hesitate 'cause\n[Chorus]\nTonight's the night\nIt's gonna be alright\n'Cause I love you girl\nAin't nobody gonna stop us now\n[Verse 3]\nC'mon, angel, my hearts on fire\nDon't deny your man's desire\nYou'd be a fool to stop this tide\nSpread your wings and let me come inside 'cause\n[Chorus]\nTonight's the night\nIt's gonna be alright\n'Cause I love you girl\nAin't nobody gonna stop us now\n[Saxophone Solo]\n[Verse 4]\nDon't say a word my virgin child\nJust let your \ninhibitions\n run wild\nThe secret is about to unfold\nUpstairs before the night's too old"
I'll Always Call Your Name - 2010 Digital Remaster,Little River Band,,5nLfgOFkgi1EOde4LQDcc8,28,1975,year,0.54,0.382,7,-11.194,1,0.0311,0.457,9.03e-06,0.102,0.53,128.717,4,291053,"And I know if I don't go\nI'll never ever be like a rolling stone\nI know I'm leaving you today\nThere were times when I coulda done\nI didn't feel as ready as I shoulda done\nI feel the time is right\nNow and then when I'm on my own\nAnd can't get used to being all this way from home\nMy heart feels kinda sad\nIt's a time when I am not sure\nWhich way my crazy life is pulling me towards\nI know I'll always call your name\nI'll always call your name\nI'll always call your name\nI'll always call your name\nI'll always call your name\nSometimes I get the feeling\nI'm acting like a fool\nBut then I get ambition\nAnd it tends to overrule\nAnd even when I'm down\nThe feeling's just the same\nAin't nothing gonna hurt me\nI'll always call your name, name, name\nAnd you've shown me good times and bad\nAnd right from wrong whenever I confuse my head\nI still regard you as my home\nJust the same if fortune and fame\nShould come along and take me down a lonely lane\nYou know I'll always call your name"
"Theme From ""King Kong"" (Pt. II) - Single Version",The Love Unlimited Orchestra,,2omRsJ043TB77Vu4EYKsb6,3,2019-03-29,day,0.716,0.514,11,-14.327,0,0.0362,0.0185,0.925,0.0717,0.831,122.959,4,364987,
Too Hot To Stop (Pt. 1),The Bar-Kays,,1pZlO1V8RgQFHUKDLOPguT,45,1993-01-01,day,0.757,0.645,7,-13.641,1,0.0726,0.116,0.00157,0.148,0.859,102.76,4,384640,"Yeah, hey, hey, oh yeah\nI'd been having\nMy eyes on you for awhile\nGirl, it's something about your act\nAnd I sure do like your style\nMaybe it's the way\nThat you carry yourself\nMaybe it's the way\nThat you ride around\nYou move with the feeling\nAnd you sure know how\nGirl, I'm out to get your love\nAnd I'm too hot to stop now\nYeah, yeah, yeah\nI don't mind if I'm considered uncool\n'Cause I believe to each his own\nI don't play that rule\nWhen you find the special one\nThat really drives you wild\nYou owe it to yourself to try\n'Cause soon they might be gone\nGetting next to you is what I want to do\nGirl, I wanna get it somehow\n'Cause I'm too hot to stop now\nYeah, hey, hey, yeah\nGetting next to you is what I want to do\nGetting next to you is what I want to do\nGetting next to you is what I want to do\nGetting next to you is what I want to do\nYeah, hey, hey, yeah"
Reaching For The World,Harold Melvin & The Blue Notes,,5ydD69Y6DBBu6VFJmsu4BB,19,1996-09-09,day,0.597,0.768,0,-7.047,1,0.0466,0.236,0,0.292,0.812,121.445,4,266107,I've been a lucky fella\nBeen around everywhere\nNever known pain or sorrow\nNever had to care\nWell\nGot me a lovely lady\nShe makes it so nice to belong\nWell\nMakes a man's home a castle\nAnd his life a song\nOh we fall\nAll I got I still need a way\nTo reach for things I swear I don't have today\nI need to be what I'm not\nAll the time All the time All the time\nMy life has just been a masquerade\nI swear a part I wish I wished I had never played\nWhen will I learn that every dream\nCan't be mine\nCan't be mine\nI'm reaching for the world\nSwear I am baby\nReaching for the world\nYes I am I swear I am\nReaching for the world\nReaching for the world\nI wake up every morning\nSame as life life before well\nBreakfast on my table\nPaper at my front door\nYou see\nBeen a lucky fella\nI've been around around everywhere\nNever known pain or sorrow\nNever had to care
Sorry/That's The Trouble,Grace Jones,,,,,,,,,,,,,,,,,,,
Here Is Where Your Love Belongs,The Sons Of Champlin,,49eyTpRAFSKUSMQa4ymL6Y,11,1976-07-17,day,0.624,0.586,1,-8.506,0,0.0795,0.081,3.58e-05,0.0923,0.498,81.713,4,216227,
Fancy Dancer,Commodores,,5U5HnMPCg1NJpLsAo2HxrP,25,1976-01-01,day,0.565,0.613,8,-12.612,1,0.176,0.147,2.17e-06,0.139,0.912,199.365,4,264467,"Have you found yourself in love before\nTell me ain't it a different kind of thang\nSo much lovin' such a real good feelin' child\nThe kind of feelin' good lovin' brings yeah With your head on my shoulder\nMy head's a spinnin' round and around yeah\nI hear the sound of sweet funky music\nOh even when there ain't no sound yeah\nVisions of you my love dancin' in my head\nThe star in my life girl\nOnly one thing can be said\nThat you're my fancy dancer yeah (Fancy dancer)\nYou're my fancy dancer yeah (Fancy dancer)\nYou're my fancy dancer yeah (Fancy dancer)\nYou're my fancy dancer yeah ooh\nYou're the only thing on my mind\nYou fancy dancer oh ha\nLook'a here the way you move is such a freaky thrill\nBaby it's the way you do your thing\nI love the way you twist and turn your body girl\nYou're like a puppet on a string yeah\nShake it baby, shake it baby\nJust like a fox strollin' down the block in L.A. oh\nDrive me crazy sexy lady\nYou're so bad there's only one thing I can say yeah\nOnly one thing can be said\nThat you're my fancy dancer yeah (fancy dancer)\nYou're my fancy dancer yeah (fancy dancer)\nYou're my fancy dancer yeah (fancy dancer)\nYou're my fancy dancer yeah ooh\nYou're the only thing on my mind\nYou fancy dancer oh ha\nGirl you blow my mind you're so fine\nMy fancy dancer"
Dance Little Lady Dance,Danny White,,,,,,,,,,,,,,,,,,,
After The Lovin',Engelbert Humperdinck,,7N25xNY1ap5wrSKzlbXd0B,43,2005-01-01,day,0.218,0.549,0,-7.903,1,0.0353,0.59,4.61e-05,0.128,0.351,76.867,4,234373,"So I sing you to sleep\nAfter the lovin'\nWith a song I just wrote yesterday\nAnd I hope you can hear\nWhat the words and the music have to say\nIt's so hard to explain\nEverything that I'm feelin'\nFace to face, I just seem to go dry\nBut I love you so much\nThat the sound of your voice can get me high\nThanks for taking me (thanks for taking me)\nOn a one way trip to the sun (one way trip to the sun)\nAnd thanks for turning me (turning me)\nInto a someone (someone)\nSo I sing you to sleep\nAfter the lovin'\nI brush back the hair from your eyes\nAnd the love on your face\nIs so real that it makes me want to cry\nAnd I know that my song isn't saying anything new\nOh, but after the lovin'\nI'm still in love with you\nSo I sing you to sleep\nAfter the lovin'\nI brush back the hair from your eyes (after the lovin')\nAnd the love on your face\nIs so real that it makes me want to cry (your love is real, it makes me cry)\nAnd I know that my song isn't saying anything new\nOh, but after the lovin' (after the lovin')\nI'm still in love with you\nYes, after the lovin' (after the lovin')\nI'm still in love with you\nHmm, after the lovin'\nI'm still in love with you"
Jeans On,David Dundas,,0uN4g8yIAUpbyjcLhn79t7,51,1977-01-01,day,0.864,0.549,7,-9.741,1,0.0555,0.781,0.0143,0.0996,0.718,105.045,4,199933,"When I wake up in the morning light\nI pull on my jeans and I feel all right\nI pull my blue jeans on\nI pull my old blue jeans on (cha-cha)\nI pull my blue jeans on\nI pull my old blue jeans on (cha-cha)\nIt's the weekend, and I know that you're free\nSo pull on your jeans and come on out with me\nI need to have you near me\nI need to feel you close to me (cha-cha)\nI need to have you near me\nI need to feel you close to me\nYou and me, we'll go motorbike ridin'\nIn the sun and the wind and the rain\nI got money in my pocket\nGot a tiger in my tank\nAnd I'm king of the road again\nI'll meet ya in the usual place\nI don't need a thing, 'cept your pretty face\nAnd I need to have you near me\nI need to feel you close to me (cha-cha)\nI need to have you near me\nI need to feel you close to me (cha-cha)\nI need to have you near me\nI need to feel you close to me"
Saturday Nite,"Earth, Wind & Fire",,1XCt27nKEY66dBkvBWBmnV,42,1976-09,month,0.663,0.729,4,-10.704,1,0.0556,0.117,0.0138,0.672,0.963,106.213,4,242067,
Stand Tall,Burton Cummings,,14IKLtPlsqWL077svIJYey,45,1976,year,0.463,0.396,7,-10.128,1,0.0304,0.0243,7.23e-05,0.173,0.365,80.753,4,272293,"Never been this blue\nNever knew the meaning of a heartache\nBut then again, I've never lost at love before\nSomewhere down the road\nMaybe all these years will find some meaning\nI just can't think about it now, or live 'em out anymore\nChorus\nStand Tall, don't you fall oh, don't go and do something foolish\nYou're feeling it like everyone, it's silly human pride\nStand Tall, don't you fall. don't go do something you'll regret later\nYou're feeling it like everyone, it's silly human pride\nNever lasted so long\nOr through so much - or through so many\nI just can't believe I could throw it all away\nSometimes late at night\nWhen there's nothing here except my old piano\nI'd almost give my hands to make you see my way\nChorus\nStand Tall, don't you fall oh, don't go and do something foolish\nYou're feeling it like everyone, it's silly human pride;\nYou got me down on my knees for ya, mama\nStand Tall, don't you fall. donn't go do something you'll regret later\nYou're feeling it like everyone, it's silly human pride"
Baby Don't You Know,Wild Cherry,,,,,,,,,,,,,,,,,,,"One more time\nWell we play that funky music\nAnd we were looking so good yeah\nElectrified funky feeling\nWas coming down like I thought it was\nSo we went out on the road yeah\nTry to get ourselves ahead\nAnd on the way I was surprised to discover\nThat all those funky people\nHad been mislead they were selling out\nBlack now, white right oh what a sight\nI really didn't know the suckers was white\nBaby don't you know, Baby don't you know\nBaby don't you know, Baby don't you know\nThat the honkey's got soul\nBaby don't you know, Baby don't you know\nBaby don't you know, Baby don't you know\nThat the honkey's got soul\nYeah yeah yeah\nWhen we flew into motor city\nThere was a riot going on\nThere was fighting in the street\nLet me tell you I was afraid we was gone\nThen they gave the introduction\nAnd so we took it to the stage\nI heard the brothers and the sisters\nShout something in a rage\nThey were screaming to me\nBlack now, white right oh what a sight\nI really didn't know the suckers was white\nBaby don't you know, Baby don't you know\nBaby don't you know, Baby don't you know\nThat the honkey's got soul\nBaby don't you know, Baby don't you know\nBaby don't you know, Baby don't you know\nThat the honkey's got soul down in Memphis, Atlanta, and Philly too\nThe word is coming down, yeah\nIf you listen to this message\nYou'll hear when we hit town\nDancing and singing\nMoving to the grovin too\nAnd then we'll all join in together\nTo tear the roof of the sucker"
Look into Your Heart,Aretha Franklin,,6XoMz45RoRfRKGZmlwfbIn,23,1976,year,0.719,0.317,2,-13.501,1,0.0416,0.487,0,0.117,0.585,99.491,4,244867,"[Intro]\nOh, oh, woo-hoo\nOh baby, hey baby, woo-hoo, woo, baby, mhm\nDoo doo doo hoo ooh\nDoo doo doo hoo hoo\nDoo doo hoo hoo hoo hoo\nDoo doo doo hoo, yeah\n[Chorus]\nIf you look into your heart\nWith a positive mind\nTake some inventory\nOf your woman and your glory\nLeave the bad things behind\n[Verse 1]\nEverybody's got a story, yes they do\nAbout love and the good things\nBut all the spices of your life\nYou have got to pay the price\nIf you know what I mean, yeah\n[Pre-Chorus]\nI'm telling everybody I know\nHow a girl becomes so proud\nWhen I thought that there was nothing left\nI do believe I found myself\nAnd I wanna give it to you, baby\nYeah, yeah, yeah baby\n[Chorus]\nSo if you look into your heart\nWith a positive mind\nGo and take some inventory\nOf your woman and your glory\nLeave the bad things behind\n[Verse 2]\nOoh, I know my man, he really loves me\nWe don't have that every day\nI know my man really needs me\nAnd whatever he wanna do, I wanna do it with you, baby\nHey hey, yeah"
Ashes And Sand,Johnny Rivers,,,,,,,,,,,,,,,,,,,
Feel The Beat (Everybody Disco),Ohio Players,,1Vuva7i6K8XibDiQDeS28C,9,1976-10-13,day,0.633,0.847,9,-13.562,1,0.0571,0.000791,0.77,0.0781,0.681,126.459,4,192387,"Music has a freedom\nThat will set your body to freedom\nYeah, yeah, yeah\nMusic has a groove your arms out\nStand there and look\nEverybody disco, everybody disco\nEverybody disco, everybody disco\nEverybody disco, everybody disco\nEverybody disco, everybody disco\nGo on hater I know you know\nEverybody disco let's dance across the floor\nFeel the beat, get on down\nYeah, yeah, yeah, yeah, yeah, yeah (everybody disco)\nYeah, yeah everybody disco down the floor\nCause I'm hot yeah get in the groove\nI want to make you groove fell the body\nThe storm yeah! one more time"
Ritzy Mambo,The Salsoul Orchestra,,2xRq05v4VaOwy489OnvXgY,8,1975,year,0.751,0.811,4,-9.453,0,0.042,0.301,0.34,0.0889,0.815,120.625,4,463600,
In The Mood,Henhouse Five Plus Too,,,,,,,,,,,,,,,,,,,
Livin' Thing,Electric Light Orchestra,,2hdNya0b6Cc2YJ8IyaQIWp,70,1976-09-01,day,0.549,0.651,0,-7.097,1,0.0323,0.583,0,0.121,0.368,122.818,4,212307,"[Verse 1]\nSailin' away\nOn the crest of a wave\nIt's like magic\nOh, rollin' and ridin'\nAnd slippin' & slidin'\nIt's magic\n[Pre-Chorus]\nAnd you and your sweet desire\nYou took me, oh, higher and higher, baby\n[Chorus]\nIt's a livin' thing\nIt's a terrible thing to lose\nIt's a given thing\nWhat a terrible thing to lose\n(I'm taking a dive, dive)\n[Verse 2]\nMaking believe\nThis is what you conceived\nFrom your worst day\n (I'm taking a dive)\nOh, moving in line\nThen you look back in time\nTo the first day\n (I'm taking, I'm taking)\n[Pre-Chorus]\nAnd you and your sweet desire\n (Don't you do it, don't you do it)\nYou took me, oh, higher and higher, baby\n[Chorus]\nIt's a livin' thing\nIt's a terrible thing to lose\nIt's a given thing\nWhat a terrible thing to lose\n(\nI'm taking a dive on the slide, hey\n)"
Love So Right,Bee Gees,,2rVxsVGLFssDfM5B9BUL0K,55,1976-01-01,day,0.575,0.405,4,-13.346,1,0.0279,0.345,5.91e-05,0.645,0.558,80.983,4,215493,"[Verse 1]\nShe came on like the night\nAnd she held on tight\nAnd the world was right when she made love to me\nWe were free\nShe moved in like a friend\nStarted loving me\nAnd I thought I'd found my heaven in her arms\nBut the morning when I woke up\nI was here and she was gone\nNow I'm hanging on\nMaybe you can tell me\n[Chorus]\nHow a love so right\nCan turn out to be so wrong\nOh, my darling (Oh, my darling)\nHow a love so right\nCan turn out to be so wrong\n[Verse 2]\nWhere did she go\nWhen I need her close to me?\nAnd the perfect story ended at the start\nI thought you came forever\nAnd you came to break my heart\nNow I'm hanging on\nOn the chance that you'll come back to me, oh, my love\n[Chorus]\nHow a love so right\nCan turn out to be so wrong (So wrong)\nOh, my darling (Oh, my darling)\nHow a love so right (A love so)\nCan turn out to be so wrong (So wrong)\nOh, my darling\n[Bridge]\nI could take it in my stride\nStart living for the moment\nMaybe half the things we sought were never there\nSimply open up our eyes\nAnd break it down to size\nIt isn't really fair"
Daddy Cool,Boney M.,,3WMbD1OyfKuwWDWMNbPQ4g,72,1976,year,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,4,208600,"[Intro]\nShe's crazy like a fool\nWild about Daddy Cool\n[Chorus]\nShe's crazy like a fool\nWild about Daddy Cool\nI'm crazy like a fool\nWild about Daddy Cool\n[Hook]\nDaddy, Daddy Cool\nDaddy, Daddy Cool\nDaddy, Daddy Cool\nDaddy, Daddy Cool\n[Chorus]\nShe's crazy like a fool\nWild about Daddy Cool\nI'm crazy like a fool\nWild about Daddy Cool\n[Hook]\nDaddy, Daddy Cool\nDaddy, Daddy Cool\nDaddy, Daddy Cool\nDaddy, Daddy Cool\n[Verse 1 (spoken)]\n""She's crazy 'bout her daddy\nOh, she believes in him\nShe loves her daddy""\n[Chorus]\nShe's crazy like a fool\nWild about Daddy Cool\nI'm crazy like a fool\nWild about Daddy Cool\n[Hook]\nDaddy, Daddy Cool\nDaddy, Daddy Cool\nDaddy, Daddy Cool\nDaddy, Daddy Cool"
Ain't Nothing Like The Real Thing,Donny & Marie Osmond,,3s0D8NiqXmaZdINIojlvJF,18,1976-11-27,day,0.631,0.801,5,-4.964,0,0.0454,0.669,0,0.053,0.837,96.851,4,142240,
Dreamboat Annie,Heart,,7IyuwRPPNq6gYI1vzqKsrU,55,1975,year,0.497,0.409,0,-15.649,1,0.0335,0.142,0.000141,0.185,0.649,114.823,4,121707,"Heading out this morning, into the sun\nRiding on the diamond waves, little darlin' one\nWarm wind caress her, her lover it seems\nOh Annie, dreamboat Annie\nShip of dreams\nOh Annie, dreamboat Annie\nLittle ship of dreams\nGoing down the city sidewalk\nAlone in the crowd\nNo one knows the lonely one\nWhose head's in the clouds\nSad faces painted over with those magazine smiles\nHeading out to somewhere\nWon't be back for a while\nWon't be back for a while\nWon't be back for a while\nWon't be back for a while"
