song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
"Theme From New York, New York",Frank Sinatra,,3QksrtI9VFCBHWA4rgvcV8,63,1980-03-26,day,0.408,0.414,2,-11.083,1,0.0297,0.282,0.0,0.153,0.576,107.469,4,206067,"[Verse 1]\nStart spreadin' the news\nI'm leavin' today\nI want to be a part of it\nNew York, New York\n[Verse 2]\nThese vagabond shoes\nAre longing to stray\nRight through the very heart of it\nNew York, New York\n[Bridge]\nI want to wake up\nIn a city that doesn't sleep\nAnd find I'm king of the hill\nTop of the heap\n[Verse 3]\nThese little-town blues\nAre melting away\nI'll make a brand new start of it\nIn old New York\nIf I can make it there\nI'll make it anywhere\nIt's up to you\nNew York, New York\nNew York, New York\n[Bridge]\nI want to wake up in a city\nThat never sleeps\nAnd find I'm ""A"" number one\nTop of the list\nKing of the hill, ""A"" number one...\n[Verse 4]\nThese...little town.... blues\nAre...melting away\nI'm gonna make a brand new start of it\nIn old New York"
Stomp! - Single Version,The Brothers Johnson,,3EG65y2LtxWjfydabHdItb,61,2003-01-01,day,0.859,0.782,10,-8.344,1,0.0369,0.154,0.0297,0.0693,0.931,119.518,4,247133,"[Verse 1]\nSteppin' out, the weekend's open wide\nFill it up, let's blast the jams and ride\nWhile we're cruisin' around in the street\nListen up for the party in feet\nSlap me five that's the place we've arrived, it's alive\n[Chorus]\nEverybody take it to the top\nWe're gonna stomp, all night\nIn the neighborhood\nDon't it feel alright?\nGonna stomp, all night\nWanna party, 'til the morning light\nMmm, runnin', runnin', runnin'\n[Verse 2]\nThe set is hot, there's people wall to wall\nOld ones, young things, short ones standing tall\nSo grab the one with the smile on her face\nAnd hit the floor and stay right on the case\nThe heat is on and the funk just won't leave us alone\n[Chorus]\nEverybody take it to the top\nWe're gonna stomp, all night\nIn the neighborhood\nDon't it feel alright?\nGonna stomp, all night\nWanna party, 'til the morning light\nGonna stomp, all night\nIn the neighborhood\nDon't it feel alright?\nGonna stomp, all night\nWanna party, 'til the morning light\nStomp!\n[Bridge]\nStomp, step down in it\nPut your foot where you feel the fit\nStomp, you don't wanna quit\nPut your heels where you're feeling it"
For Those Who Like to Groove,Ray Parker Jr.,Raydio,0gwCCQd6Kfq0sl64pmSumf,28,1980,year,0.831,0.502,2,-13.76,1,0.0405,0.174,0.802,0.287,0.955,113.898,4,271880,
Stop Your Sobbing - 2006 Remaster,Pretenders,,6pZ8rAXwqJSRPDBvPPINvi,34,1980-01-11,day,0.6,0.713,0,-6.025,1,0.0292,0.0249,0.0259,0.312,0.543,121.668,4,158053,"It is time for you to stop all of your sobbing\nYes, it's time for you to stop all of your sobbing, oh, oh, oh\nThere's one thing you gotta do\nTo make me still want you\nGotta stop sobbing now (Gotta stop sobbing now)\nYeah, yeah, stop it, stop it, stop it, stop it\nIt is time for you to laugh instead of crying\nYes, it's time for you to laugh, so keep on trying, oh, oh, oh\nThere's one thing you gotta do\nTo make me still want you\nGotta stop sobbing now (Gotta stop sobbing now)\nYeah, yeah, stop it, stop it, stop it, stop it\nEach little tear that falls from your eyes\nMakes, makes me want\nTo take you in my arms and tell you\nTo stop all your sobbing\nThere's one thing you gotta do\nTo make me still want you\nAnd there's one thing you gotta know\nTo make me want you so\nGotta stop sobbing now (Gotta stop sobbing now)\nYeah, yeah, stop it, stop it, stop it, stop it\nGotta stop sobbing now (Gotta stop sobbing now)\nStop, stop, stop, stop\nGotta stop sobbing now (Gotta stop sobbing now)\nStop, stop, stop, stop\nGotta stop sobbing now (Gotta stop sobbing now)\nStop, stop, stop sobbing, sobbing, sobbing\nStop it, stop it, stop sobbing, stop sobbing\nStop, stop, stop, stop\nGotta stop sobbing (Gotta stop sobbing)\nStop, stop, stop, stop\nGotta stop sobbing now (Gotta stop sobbing now)\nStop, stop, stop, stop\nGotta stop sobbing now (Gotta stop sobbing now)"
I'm Happy Just To Dance With You,Anne Murray,,37VVC5u7gZNE8QF15bF9Hi,12,1980,year,0.568,0.337,6,-12.948,1,0.0282,0.239,1.95e-05,0.0672,0.618,76.915,4,227307,"I don't wanna kiss or hold your hand\nIf it's funny, try and understand\nThere is really nothing else I'd rather do\n'Cause I'm happy just to dance with you\nI don't need to hug or hold you tight\nI just wanna dance with you all night\nIn this world there's nothing I would rather do\nI'm happy just to dance with you\nJust to dance with you\nWhoa, is everything I know\nBefore this dance is through\nI think I'll love you, too\nI'm so happy when you dance with me\nIf somebody tries to take my place\nLet's pretend we just can't see her face\nIn this world there's nothing I would rather do\nI'm happy just to dance with you\nJust to dance with you\nWhoa, is everything I know\nBefore this dance is through\nI think I'll love you, too\nI'm so happy when you dance with me\nIf somebody tries to take my place\nLet's pretend we just can't see her face\nIn this world there's nothing I would rather do\nI'm happy just to dance\nHappy just to dance\nHappy just to dance with you"
Somethin' 'Bout You Baby I Like - Remastered,Glen Campbell,Rita Coolidge,3UK0kgXfuWt6gZjQNYmknO,11,2019-06-21,day,0.847,0.886,2,-9.301,1,0.0304,0.16,0.0106,0.0657,0.964,119.233,4,166200,"I see you every day\nWalking down the avenue\nI'd like to get to know you\nBut all I do is smile at you\nOh, baby\nWhen it comes to talking\nMy tongue gets so tight\nThis sidewalk love affair\nHas got me high as a kite\nYeah, yeah, there's something\nBout you, baby, I like\nWell, I'm a slow walker\nBut, girl, I'd race a mile for you\nJust to get there in time\nFor my peek-a-boo rendezvous\nWell, maybe it's the way you\nWear you're blue jeans so tight\nI can't put my finger on\nWhat you're doing right\nYeah, yeah, there's something\nBout you, baby, I like\nYeah, yeah, there's something\nBout you, baby, I like\nWell, I'm standing on a corner\nSmiling by a telephone\nI'd just love to check you over\nGet to know you like\nA fine tooth comb\nOh, now when I go home\nI turn out the light\nAnd you come strolling through\nMy dreams every night"
Atomic,Blondie,,5QIbR39hAEDIOkr4ggh4xc,58,1979-09-28,day,0.596,0.824,4,-4.893,0,0.0361,0.0504,0.129,0.0586,0.786,135.171,4,280324,"[Chorus]\nUh-huh, make me tonight\nTonight, make it right\nUh-huh, make me tonight\nTonight\nTonight\nOh, uh-huh, make it magnificent\nTonight\nRight\n[Verse 1]\nOh, your hair is beautiful\nOh, tonight\nAtomic\n[Chorus]\nTonight, make it magnificent\nTonight, make me tonight\nYour hair is beautiful\nOh, tonight\n[Outro]\nAtomic\nOh-oh, atomic\nOh-oh\nOh-oh, atomic\nOh-oh, atomic\nOh-oh"
Clones (We're All),Alice Cooper,,5ikKQMNDzPRPLTXRWemIAc,39,1980-04-25,day,0.685,0.728,7,-8.987,1,0.0371,0.0553,2.25e-06,0.0801,0.899,121.882,4,171133,"I'm a clone\nI know it and I'm fine\nI'm one and more are on the way\nI'm two, doctor\nThree's on the line\nHe'll take incubation another day\nI'm all alone, so are we all\nWe're all clones\nAll are one and one are all\nAll are one and one are all\nWe destroyed the government\nWe're destroying time\nNo more problems on the way\nI'm through doctor\nWe don't need your kind\nThe other ones, ugly ones\nStupid boys, wrong ones\nI'm all alone, so are we all\nWe're all clones\nAll are one and one are all\nAll are one and one are all\nSix is having problems adjusting to his clone status\nHave to put him on a shelf\n""Please don't put me on a shelf""\nAll day long we hear him crying so loud\nI just wanna be myself\nI just wanna be myself\nI just wanna be myself, be myself, be myself\nI'm all alone, so are we all\nWe destroyed the government\nWe're destroying time\nNo more problems on the way\nI'm through doctor\nWe don't need your kind\nThe other ones, ugly ones\nStupid boys, wrong ones"
Brass In Pocket (I'm Special),Pretenders,,,,,,,,,,,,,,,,,,,
Lost In Love,Air Supply,,6MfVSA5iKBPHzo6RGARjL0,61,1980-02-25,day,0.583,0.316,7,-19.292,1,0.0315,0.425,5.67e-05,0.11,0.436,114.362,4,233867,[Verse 1]\nI realize the best part of love is the thinnest slice\nAnd it don't count for much\nBut I'm not letting go\nI believe there's still much to believe in\n[Verse 2]\nSo lift your eyes if you feel you can\nReach for a star and I'll show you a plan\nI figured it out\nWhat I needed was someone to show me\n[Pre-Chorus]\nYou know you can't fool me\nI've been lovin' you too long\nIt started so easy\nYou want to carry on (Carry on)\n[Chorus]\nLost in love and I don't know much\nWas I thinkin' aloud and fell out of touch?\nBut I'm back on my feet\nAnd eager to be what you wanted\n[Verse 2]\nSo lift your eyes if you feel you can\nReach for a star and I'll show you a plan\nI figured it out\nWhat I needed was someone to show me\n[Pre-Chorus]\nYou know you can't fool me\nI've been lovin' you too long\nIt started so easy\nYou want to carry on (Carry on)\n[Chorus]\nLost in love and I don't know much\nWas I thinkin' aloud and fell out of touch?\nBut I'm back on my feet\nAnd eager to be what you wanted
Wondering Where The Lions Are,Bruce Cockburn,,0v1lnGbN08YjocXp3SvJXP,55,1987,year,0.694,0.287,4,-16.902,1,0.0396,0.673,0.00209,0.0757,0.824,79.111,4,223827,"[Verse 1]\nSun's up, mmm hmm, looks okay\nThe world survives into another day\nAnd I'm thinking about eternity\nSome kind of ecstasy got a hold on me\n[Verse 2]\nI had another dream about lions at the door\nThey weren't half as frightening as they were before\nBut I'm thinking 'bout eternity\nSome kind of ecstasy got a hold on me\n[Verse 3]\nWalls windows trees, waves coming through\nYou be in me and I'll be in you\nTogether in eternity\nSome kind of ecstasy got a hold on me\n[Verse 4]\nUp among the firs where it smells so sweet\nOr \ndown in the valley where the river used to be\nI got my mind on eternity\nSome kind of ecstasy got a hold on me\n[Chorus]\nAnd I'm wondering where the lions are\n(Wondering where the lions are)\nI'm wondering where the lions are\n(Wondering where the lions are)\nI'm wondering where the lions are, uh huh\n(Wondering where the lions are)\nI'm wondering where the lions are\n(Wondering where the lions are)\nI'm wondering where the lions are\n(Wondering where the lions are)\nMmm, wondering where the lions are\n(Wondering where the lions are)\nUh huh\nUh huh"
Answering Machine,Rupert Holmes,,5Qo14bQqTK9iGbf2g6JUjL,40,1979-01-01,day,0.775,0.488,0,-15.044,1,0.123,0.24,0.0,0.0368,0.961,81.158,4,215200,"A little while ago I went and placed a call\nTo tell this girl I know that she could have it all\nThe wedding, the ring, the whole dumb thing\nI was willing to tie the knot\nSo I called her up, and this is the answer I got\n""I'm so sorry you have just reached my answering machine\nI'm not in at present, I'm sure you know this whole routine\nLeave your name and number\nAnd I'll try and get back to you\nYou have thirty seconds to talk to me before you're through""\nAnd I said, ""Baby, let's go get married\nWell, I need to know you're mine\nI am hangin' on, I am hangin' on\nI am hangin' on this line\nAnd if I can leave one message\nBefore you go to bed\nI would say to you...""\nAnd the phone went dead\nSo I stepped out to buy some dog food for the cat\nOf course she called about three minutes after that\nWould she be my wife and share my life?\nWell, of course you can write the plot\n'Cause she called me up, and this is the answer she got\n""I'm so sorry you have just reached my answering machine\nI'm not in at present, I'm sure you know this whole routine\nLeave your name and number\nAnd I'll try and get back to you\nYou have thirty seconds to talk to me before you're through""\nAnd she said, ""Baby, I got your message\nWell, I'm answering your call\nI have thought it out, I have thought it out\nAnd I think that all-in-all\nIf you ask if we can marry, and make it for all time\nThen my answer is...""\nAnd the phone went"
Hurt so Bad,Linda Ronstadt,,3c0Ys2ie05I4Csansv7Jhi,40,1980,year,0.63,0.432,7,-9.454,0,0.0275,0.371,7.11e-05,0.11,0.604,99.889,4,196000,"Written by Teddy Randazzo, Bobby Wilding, Bobby Hart\n© 1965 Vogue Music (BMI)\nI know you\nDon't know what I'm going through\nStanding here looking at you\nWell let me tell you that it hurts so bad\nIt makes me feel so sad\nIt makes me hurt so bad to see you again\nLike needles and pins\nPeople say ""you've been making out okay\nHe's in love don't stand in his way""\nWell let me tell you that it hurts so bad\nIt makes me feel so sad\nIt's gonna hurt so bad if you walk away\nWhy don't you stay and let me make it up to you\nI'll do anything you want me to\nYou loved me before please love me again\nI can't let you go back to her\nPlease don't go\nPlease don't go\nPlease don't go\nPlease don't go\nHurt so bad\nCome back it hurts so bad\nDon't make it hurt so bad\nI'm begging you please\nOooooh oh oh oh\nCome back it hurts so bad\nCome back it hurts so bad\nI'm begging you please\nOh! No!\nNoooooo!"
Angel Say No,Tommy Tutone,,5LdNW6fDrsFW0PDWEowVaX,16,1980-12-04,day,0.876,0.498,4,-11.526,1,0.0546,0.0225,0.000298,0.211,0.973,118.154,4,190893,"Angel I love you, you know I love you, but what can I say\nYou're not really here anymore and I know it\nIt's getting late they're waiting outside you're gonna run away\nOne more time, it might be-e too la-a-ate\nAngel say no\nYou're better on your own\nAngel say no no no\nBaby don't you know-ow\nDon't try to tell me, baby don't tell me, I already know\nYou got that look in your eyes that shows me (hey)\nI can't take it, I just can't take it, when you start to go-o\nWell any American boy would fe-el the same way-ay\nAngel say no\nYou're better on your own\nAngel say no no no\nBaby don't you know-ow\nCause you know I'm right\nIt's another night\nYou're gonna take that ride\n(yeah) No no no no!\nAngel say no\nYou're better on your own\nAngel say no no no\nBaby don't you know, baby don't you know\nAngel say no no no\n(angel don't you know)\nAngel say no no no\n(angel!)\nAngel say no no no\n(ah-ee-ah-ee-ah-ee baby don't you want want want want want want)\nAngel say no no no\n(angel don't you wan't)\nAngel say no no no\n(you better run now)\nAngel say no no no\n(you better run now)\nAngel say no no no\n(yeah, you better run for your life they're gonna get you babe\nThey got a needle and a hound\nAh-ee-ah-ee-ah-angel say no-o)\nAngel say no no"
Time for Me to Fly,REO Speedwagon,,0cO7JEo8deKuQMWpDyjenY,62,1978-03-16,day,0.463,0.629,2,-7.075,1,0.0269,0.0524,0.0,0.176,0.459,81.797,4,221387,"I've been around for you\nI've been up and down for you\nBut I just can't get any relief\nI've swallowed my pride for you\nI've lived and lied for you\nBut you still make me feel like a thief\nYou got me stealin' your love away\n'Cause you never give it\nPeeling the years away\nAnd we can't relive it\nI make you laugh\nAnd you make me cry\nI believe it's time for me to fly\nYou said we'd work it out\nYou said that you had no doubt\nThat deep down we were really in love\nOh, but I'm tired of holding on\nTo a feeling I know is gone\nI do believe that I've had enough\nI've had enough of the falseness\nOf a worn out relation\nEnough of the jealousy\nAnd the intoleration\nI make you laugh\nAnd you make me cry\nI believe it's time for me to fly\nTime for me to fly\nOh, I've got to set myself free\nTime for me to fly\nAnd that's just how it's got to be\nI know it hurts to say goodbye\nBut it's time for me to fly\nOh, don't you know it's\nTime for me to fly\nOh, I've got to set myself free\nTime for me to fly\nAnd that's just how it's got to be\nI know it hurts to say goodbye\nBut it's time for me to fly"
We Live For Love,Pat Benatar,,1TE4S9kqvml9o8JpPR8kBf,38,1979-01-01,day,0.565,0.672,6,-12.446,1,0.0325,0.0474,0.00248,0.125,0.743,134.932,4,237400,[Verse 1]\nYour love's contagious\nOne kiss is dangerous\nBut I have more to risk than you lose\n[Verse 2]\nI feel passion growin'\nI know that love is only\nJust one inch away strikin' us\n[Chorus]\nWe live for love\nWe live for love\n[Verse 3]\nWhen we get tired\nAnd watch the summer fade away\nWill you think of romance? What will we do?\n[Verse 4]\nIs there a place where we can go\nWhere time stands still for those who know?\n'Til eternity we'll fulfill our desire\n[Chorus]\nWe live for love\nWe live for love\nWe live for love\nWe live for love\n[Instrumental Break]\n[Verse 5]\nI never planned to win the race\nBut you convinced me face to face\nThere was never a chance of losin' at all\n[Chorus]\nWe live for love\nWe live for love\nWe live for love\nWe live for love
And the Cradle Will Rock... - 2015 Remaster,Van Halen,,4MM0jT9z9m7VFiusFrGJ8C,52,1980-03-26,day,0.509,0.928,2,-5.833,1,0.0329,0.189,1.41e-06,0.269,0.736,107.921,4,213150,"[Verse 1]\nWell, they say it's kinda fright'nin' how this younger generation swings\nYou know, it's more than just some new sensation\nWell, the kid is into losin' sleep and he don't come home for half the week\nYou know, it's more than just an aggravation\n[Chorus]\nAnd the cradle will rock\nYes, the cradle will rock\nAnd I say, rock on!\nRock on!\n[Verse 2]\nAnd when some local kid gets down, they try and drum him out of town\nThey say, ""You coulda least faked it, boy.""\nAt an early age he hits the street and winds up tied with who he meets, and he's unemployed\n[Chorus]\nAnd the cradle will rock\nYeah, the cradle will rock\nAnd I say, rock on!\nRock on!\nHave you seen Junior's grades?\n[Verse 3]\nAnd when some local kid gets down, they try and drum him out of town\nThey say, ""You coulda least faked it, boy.""\nFaked it, boy\nAt an early age he hits the street and winds up tied with who he meets, and he's unemployed\nHis folks are overjoyed\n[Chorus]\nAnd the cradle will rock\nYeah, the cradle will rock\nAnd I say, rock on!\nRock on!\nRock on!\nRock on!"
Twilight Zone/Twilight Tone,The Manhattan Transfer,,1xvnkFmCKDDEe19pxV6P0E,34,1979-10-31,day,0.816,0.517,2,-12.277,0,0.0546,0.0517,0.0228,0.13,0.757,127.542,4,366373,"With a key, you unlock a door to imagination\nBeyond it is another dimension\nA dimension of sight\nA dimension of sound\nA dimension of mind\nYou're moving through a land of both shadow and substance\nOf things and ideas\nGuiding you through this wondrous journey\nIs the hypnotic sound of the twilight tone\nWhen I hear this melody\nThis strange illusion takes over me\nThrough a tunnel of the mind\nPerhaps a present or future time oh, oh\nOut of nowhere comes this sound\nThis melody that keeps spinning 'round & 'round\nPyramidal locomotion\nFrom a mystic unknown zone\nHearin' the twilight\nHearin' the twilight, twilight tone\nUnpretentious girl from Memphis\nSaw the future through her third eye\nPeople came with skepticism\nPicking, testing her precision, no, wo, oh, oh\nSuddenly they heard this sound\nThis melody that keeps spinning 'round & 'round\nA signpost up ahead is calling\nThrough the mystic unknown zone\nHearin' the twilight\nTwilight swept away, feelin' the rhythm\nHearin' the twilight\nTwilight swept away, ba da, loo da, ba da loo da\nHearin' the twilight\nTwilight tone"
Another Brick In The Wall (Part II),Pink Floyd,,,,,,,,,,,,,,,,,,,"[Intro]\n[Verse 1: Roger Waters & David Gilmour]\nWe don't need no education\nWe don't need no thought control\nNo dark sarcasm in the classroom\nTeacher, leave them kids alone\nHey! Teacher! Leave them kids alone!\n[Chorus: Roger Waters & David Gilmour]\nAll in all, it's just another brick in the wall\nAll in all, you're just another brick in the wall\n[Verse 2: Islington Green School Students]\nWe don't need no education\nWe don't need no thought control\nNo dark sarcasm in the classroom\nTeachers, leave them kids alone\nHey! Teacher! Leave us kids alone!\n[Chorus: Islington Green School Students]\nAll in all, you're just another brick in the wall\nAll in all, you're just another brick in the wall\n[Guitar Solo]\n[Outro: Roger Waters]\nWrong, do it again! (*Children playing*)\nWrong, do it again!\nIf you don't eat your meat, you can't have any pudding!\n(Wrong, do it again!)\nHow can you have any pudding if you don't eat your meat?\n(Wrong, do it again!)\nYou! Yes! You behind the bike sheds! Stand still, laddie!\n(If you don't eat your meat, you can't have any pudding!\nHow can you have any pudding if you don't eat your meat?)\n(You! Yes! You behind the bike sheds! Stand still, laddie!)\n*Children playing*\n*Phone beeping sound*"
Back Together Again (feat. Donny Hathaway),Roberta Flack,Donny Hathaway,065o5Vhiq7Dx6JXF0e33S8,45,1990-04-03,day,0.776,0.937,1,-5.477,0,0.0743,0.183,0.000977,0.293,0.91,111.027,4,290973,"[Verse 1: Donny Hathaway & \nRoberta Flack\n]\nSeems we've weathered\nHard times we've been through\nIn silence I've waited\nI missed you (\nI missed you, too\n)\n[Chorus: Roberta Flack & Donny Hathaway]\n'Cause you, you and I-I-I back together again\nGot the world in a spin\n'Cause you, you and I-I-I back together again\nGot the world in a spin\n[Verse 2: Roberta Flack]\nIt's all come together\nProblems we've defeated\nAnd I'm in here heart in hand\nYou take all that I got and you need it, baby\n[Chorus: Roberta Flack & Donny Hathaway]\n'Cause you, you and I-I-I back together\nGot the world in a spin\nYou, you and I-I-I back together\nGot the world in a spin\n[Bridge: Roberta Flack & Donny Hathaway]\nLove will last forever (\nForever\n)\nWe can make it real (\nGot to be real\n)\nSay you'll leave me never (\nNo, no, never\n)\nWe can truly feel (\nWhat you feel\n)\nI feel like you\nBack together\nYeah, yeah, yeah\n[Verse 3: Donny Hathaway & \nRoberta Flack\n]\nYounger and wiser\nTime has shown the way\nWe've come full circle\nTo stay (\nBaby\n)"
Ride Like the Wind,Christopher Cross,,7gUMShP1l20tC0xf17Zplk,67,1979,year,0.669,0.707,0,-13.66,0,0.0478,0.347,0.000716,0.0997,0.806,124.335,4,275507,[Verse 1]\nIt is the night\nMy body's weak\nI'm on the run\nNo time to sleep\nI've got to ride\nRide like the wind\nTo be free again\n[Chorus]\nAnd I've got such a long way to go\nTo make it to the border of Mexico\nSo I'll ride like the wind\nRide like the wind\n[Verse 2]\nI was born the son of a lawless man\nAlways spoke my mind with a gun in my hand\nLived nine lives\nGunned down ten\nGonna ride like the wind\n[Chorus]\nAnd I've got such a long way to go\nTo make it to the border of Mexico\nSo I'll ride like the wind\nRide like the wind
Dancing with the Mountains,John Denver,,7qJtJu59zWH3Z5G1zPbFPe,19,1980-02-01,day,0.651,0.606,2,-12.032,1,0.0293,0.0421,1.29e-05,0.046,0.886,113.75,4,233827,Everybody's got the dancin' fever\nEverbody'd love to rock and roll\nPlay it loud and baby play it better\nFunky music gotta stretch your soul\nJust relax and let the rhythm take you\nDon't you be afraid to lose control\nIf your heart has found some empty spaces\nDancin's just a thing to make you whole\nI am one who dances with the mountains\nI am one who dances with the wind\nI am one who dances on the ocean\nMy partner's more than pieces more than friends\nWere you there the night they lost the lightning\nWere you there the day the earth stood still\nDid you see the famous and the fighting\nDid you hear the prophet tell his tale\nWe are one when dancing with the mountains\nWe are one when singing in the wind\nWe are one when thinking of each other\nMore than partners much more than pieces more than friends
Sexy Eyes,Dr. Hook,,3i5lBv18B3RBnzjdxh9oFR,59,2007-01-01,day,0.757,0.662,9,-9.751,0,0.0448,0.305,2.38e-05,0.0391,0.927,102.49,4,209133,"[Verse 1]\nI was sitting all alone, watching people getting off, with each other\nThey were dancing 'cross the floor, turning movement back and forth, they were lovers\nOne more lonely night for me, I looked up what did I see\n[Chorus]\nSexy eyes, moving 'cross the floor, couldn't want for more, sexy eyes\nSexy eyes, getting down with you, I wanna move with you, sexy eyes\n[Verse 2]\nI got up and took your hand and we both began to dance to the music\nOoh your magic cast a spell, it didn't take long 'til we fell and we knew it\nNo more lonely nights for me, this is how its gonna be\n[Chorus]\nSexy eyes, moving 'cross the floor, couldn't want for more, sexy eyes\nSexy eyes, getting down with you, I wanna move with you, sexy eyes\nNo more lonely nights for me, this is how its gonna be\nSexy eyes, moving 'cross the floor, couldn't want for more, sexy eyes\nSexy eyes, getting down with you, I wanna move with you, sexy eyes\nSexy eyes, getting down with you, I wanna move with you, sexy eyes\nSexy eyes, getting down with you, I wanna move with you, sexy eyes"
Shotgun Rider,Joe Sun,,4hUUSOTGACAq8yUpDiZ077,2,1979-11-09,day,0.694,0.47,4,-11.822,1,0.0304,0.219,0.0,0.351,0.551,120.28,4,205227,
Power,The Temptations,,4tsvwzVibxw9uIbkbUQX5s,22,1980-01-01,day,0.832,0.756,1,-13.407,1,0.0941,0.262,0.013,0.197,0.763,125.105,4,367093,"[Intro: Melvin Franklin]\nPower, boom boom\nPower, boom boom boom\nPower, boom boom\nPower, boom boom boom\nPower, boom boom boom\nPower, boom boom\nPower, boom boom boom\nPower, boom boom\nPower, boom boom boom\nPower\n[Verse 1: Richard Street & \nDennis Edwards\n]\nMy hands are clean\nMy heart is so pure\nThe world is sick\nI am the cure\nI don't want no money, gold or gifts\nGive me your minds and souls to lift\nPut you faith and trust in me\nI'll move your mountains\nPart your sea\n[Pre-Chorus: The Temptations & \nMelvin Franklin\n]\nAll you poor, all you needy\nAll you're doin' is givin' to the greedy\nAll you poor, all you needy\nAll you're doin' is givin' to the greedy\nGet off your knees, believe in me\nI'll set you free\nAll I need's a little more\n[Chorus: The Temptations & (Dennis Edwards)]\nPower (Must have it)\nPower (Power)\nPower (Power)\nPower (Power)"
We Were Meant To Be Lovers,Jim Photoglo,,7jivEWEmRyPFkHkf2LADhC,24,2011-04-27,day,0.716,0.536,10,-10.081,1,0.0319,0.53,2.74e-05,0.046,0.765,120.102,4,245747,
Breakdown Dead Ahead,Boz Scaggs,,5FvXMfGmOvqbkEYRtcKUzE,42,1997,year,0.597,0.753,7,-9.845,1,0.041,0.147,0.00103,0.327,0.438,146.321,4,273867,I call ya\nYou ain't in\nWhat's this cold reaction\nWhere you been?\nOoh baby\nLayin' it on the line\nIf this is last call\nAnd you say that's all you can take\nIt's fine\nI'm sorry but\nIt don't make sense\nYou'd be a fool\nIf you just run out on first offense\nOoh baby play it smart\nBefore you go south with your big mouth\nBetter check your heart\nDanger there's a breakdown dead ahead\nMaybe you're in way above your head\nI may burn.. might upset you\nBut you know I'd never let you down\nI told ya\nNo more lying\nNo more tears a falling\nStop your cryin'\nOoh baby\nI'm your man\nBefore you go back to your side track\nBaby understand\nDanger there's a breakdown dead ahead\nAnd just maybe you're in way above your head\nI may burn.. might upset you\nBut you know I'd never let you down\nNo no no\nNo no no no\nNo no no no no no no\nDanger there's a breakdown dead ahead\nAnd just maybe you're in way above your head\nI may burn.. might upset you\nBut you know I'd never let you down\nNo no no
New Romance - It's A Mystery,Spider,,6mRcTcQxjHByzX6eMWv13T,16,1980,year,0.608,0.671,4,-12.549,1,0.0358,0.126,1.31e-06,0.091,0.76,133.894,4,189475,"I fell in love today\nNever thought I'd feel this way\nBeen so tired of one-night stands\nNow I'm ready for a new romance\nOoh, it's a mystery, do you know\nI can't figure it out\nOoh, it's a mystery, do you know\nWhat I'm talking about\nDo you love me?\nDo you want me?\nMaybe it's crazy, give it a chance\nI think I like this new romance\nIt was only yesterday\nThat love felt so far away\nThen you smiled and asked me to dance\nNow I'm ready for a new romance\nOoh, it's a mystery, do you know\nI can't figure it out\nOoh, it's a mystery, do you know\nWhat I'm talking about\nDo you love me?\nDo you want me?\nMaybe it's crazy, give it a chance\nI think I like this new romance"
Is This Love,Pat Travers Band,,6bpImvIKBxcNT8eAslInnN,19,1980-01-01,day,0.665,0.396,1,-13.893,1,0.101,0.0319,0.0,0.0862,0.576,123.88,4,328467,
Lady,The Whispers,,7sPLPOIORz3sLE2oNbpndr,43,1987,year,0.495,0.393,9,-8.634,0,0.0593,0.353,3.42e-05,0.138,0.71,67.953,4,307507,"You say you love me, lady\nGirl, I hope you do\nOnly you can save me\nMy life equals you\nKiss me, drive me crazy\nWould you do that for me, lady\nYou hear me?\n(Lady) You say you want my babies\nGirl, if that's a fact\n(Lady) Then melt into me, lady, as though we were wax\nErase all my maybes\nWould you do that for me, lady\nOh, oh, oh, oh, oh, oh\nYour body's designed by the wisdom of time\nAnd I couldn't live without you without losing my mind\nYou're the answer to my prayers and just like fresh air\nYou keep me alive\nYou cannot be spared\n(Lady) I love you, oh, I love you\nSaid I love you, lady\n(Lady) And no power on this earth to keep us apart\nYou're engraved in my heart\nDo you hear me, pretty lady?\nWant you to hear every word I'm saying, yeah, yeah\n(Organ solo)\nOh, whoa, whoa\nYour body's designed by the wisdom of time\nAnd I couldn't live without you, girl, without losing my mind\nYou're the answer to my prayers and just like fresh air\nYou keep me alive\nYou cannot be spared\nDon't you ever go nowhere\n(Lady) You see, I love you, lady\nReally, really love you, lady\n(Lady) And no power, no power on this earth can keep us apart\nYou're engraved in my heart\nDo you hear me, pretty lady?\nDo you hear me, baby?"
