song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
"America - From ""The Jazz Singer"" Soundtrack",Neil Diamond,,5mY04rUWixYG9amFzMJDhI,50,1980-11-10,day,0.548,0.488,0,-14.834,1,0.0318,0.00974,0.000205,0.187,0.269,126.446,4,257600,"Far\nWe've been traveling far\nWithout a home\nBut not without a star\nFree\nOnly want to be free\nWe huddle close\nHang on to a dream\nOn the boats and on the planes\nThey're coming to America\nNever looking back again\nThey're coming to America\nHome, don't it seem so far away\nOh, we're traveling light today\nIn the eye of the storm\nIn the eye of the storm\nHome, to a new and a \nshiny\n place\nMake our bed, and we'll say our grace\nFreedom's light burning warm\nFreedom's light burning warm\nEverywhere around the world\nThey're coming to America\nEvery time that flag's unfurled\nThey're coming to America\nGot a dream to take them there\nThey're coming to America\nGot a dream they've come to share\nThey're coming to America\nThey're coming to America\nThey're coming to America\nThey're coming to America\nThey're coming to America\nToday\nToday\nToday\nToday"
Pay You Back With Interest,Gary O',,,,,,,,,,,,,,,,,,,
Secrets,Mac Davis,,,,,,,,,,,,,,,,,,,"Can't be no secrets\nIf we're going to last\nCan't keep anything from me\nFuture, present or past\nUnanswered questions\nAnd shades of gray\nLead to suspicion\nThat ain't the way\nSecrets\nThere should never be\nSecrets\nBetween you and me\nHidden truth or fantasy\nGot nothing to hide\nCome on and open up for me\nLet me come inside\nWhat I don't haunts me\nWhat you don't say burns\nThere's nothing you can show me that'll shock me\nNothing I don't want to learn\nSecrets\nThere should never be\nSecrets\nBetween you and me\nOh\nSecrets\nThere should never be\nSecrets\nBetween you and me\nOh\nBetween you and me\nThere should never be (secrets)\nSecrets (secrets)\nNever be secrets (secrets)\n(secrets secrets)"
Sukiyaki - Remastered,A Taste Of Honey,,4FwOQZ6L39ZyHYwmPwlJZw,41,1980-08-01,day,0.552,0.387,3,-10.147,1,0.031,0.85,1.65e-05,0.113,0.227,135.874,4,225067,"[Verse]\nIt's all because of you I'm feelin' sad and blue\nYou went away, now my life is just a rainy day\nI love you so, how much you'll never know\nYou've gone away and left me lonely\nUntouchable memories seem to keep haunting me\nOf love so true, that once turned all my gray skies blue\nBut you disappeared, now my eyes are filled with tears\nI'm wishin' you were here with me\nSoft with love are my thoughts of you\nNow that you're gone, oh, I don't know what to do\n[Chorus]\nIf only you were here, you'd wash away my tears\nThe sun would shine, and once again you'd be mine, all mine\nBut in reality, you and I will never be\n'Cause you took your love away from me, oh\nIf only you were here, you'd wash away my tears\nThe sun would shine, and once again you'd be mine, all mine\nBut in reality, you and I will never be\n'Cause you took your love away from me\nOh, baby, you took your love away from\nMe\n[Outro]\nSayonara"
Summer '81 medley,The Cantina Band,,,,,,,,,,,,,,,,,,,
Stronger Than Before,Carole Bayer Sager,,2udjGvdchrDPVGk2TCpcl2,20,1981-09-09,day,0.51,0.318,5,-15.371,0,0.0525,0.502,0.0,0.138,0.48,77.929,4,214617,"If you don't believe what I say\nYou won't believe I'm not that way\nAnd I never meant to turn the hurt around\nI would be a fool to lose the love I'd found\nAnd if you take me back, I'll let you know\nI'll be stronger than before, I will love you even more\nOh, I'll take you back, if you come back\nI'll take you anywhere you ever want to be\nYou're the light inside of me\nOh, I'll take you back, if you come back to me\nIf you heard the whole thing before\nThen once again, I'll tell you more\nI would be a fool to ever let you go\nOh I had to go away to finally know\nHow much I need you back, I need your love\nI'll be stronger than before, I will love you even more\nOh, I'll take you back, if you come back\nI'll take you anywhere you ever want to be\nYou're the light inside of me\nOh, I'll take you back, if you come back\nI'll take you anywhere you ever want to be\nYou're the light inside of me\nOh, I'll take you back, if you come back to me\nCome back to me, come back to me\nI'll take you back, if you come back to me\nCome back to me\nIf you come back to me\nCome back to me, come back to me\nI'll take you back\nIf you come back to me, come back to me\n(Stronger, stronger) Stronger than before\nI will love you even more\nOh, I'll take you back, if you come back\nI'll take you anywhere you ever want to be (Stronger, stronger)\nYou're the light inside of me\nOh, I'll take you back if you come back to me\nCome back to me, come back to me"
A Life of Illusion,Joe Walsh,,19P4fwkPhE6yVAXApFWDoF,62,1981,year,0.692,0.613,2,-10.735,1,0.0282,0.0407,0.0652,0.094,0.93,120.901,4,210533,"[Verse 1]\nSometimes I can't help the feeling that I'm\nLiving a life of illusion\nAnd oh, why can't we let it be\nAnd see through the hole in this wall of confusion\nI just can't help the feeling I'm\nLiving a life of illusion\n[Verse 2]\nPow! Right between the eyes\nOh, how nature loves her little surprises\nWow! It all seems so logical now\nIt's just one of her better disguises\nAnd it comes with no warning\nNature loves her little surprises\nContinual crisis\n[Solo]\n[Verse 3]\nHey, don't you know it's a waste of your day\nCaught up in endless solutions\nThat have no meaning, just another hunch\nBased upon jumping conclusions\nCaught up in endless solutions\nBacked up against a wall of confusion\nLiving a life of illusion"
Winning,Santana,,1NT76WD8FONQqTXKZ4MIRT,51,1981-04-29,day,0.664,0.521,2,-13.251,1,0.031,0.0935,0.000493,0.0502,0.746,86.142,4,209733,"[Instrumental Intro]\n[Verse 1]\nOne day I was on the ground\nWhen I needed a hand\nAnd it couldn't be found\nI was so far down\nThat I couldn't get up\nYou know and\nOne day I was one of life's losers\nEven my friends were my accusers\nAnd in my head\nLost before I'd begun\n[Chorus 1]\nI had a dream\nBut it turned to dust\nWhat I thought was love\nThat must have been lust\nI was living in style\nWhen the walls fell in\nWhen I played my hand\nI looked like a joker\nTurned around\nFate must have woke her\nBecause lady luck she was\nWaiting outside the door\n[Chorus 2]\nI'm winning\nI'm winning\nI'm winning\nI'm winning\nI'm winning\nAnd I don't intend on losing again\n[Verse 2]\nToo bad it belonged to me\nIt was the wrong time\nAnd I meant to be\nIt took a long time\nAnd I knew for now\nI can see the day\nThat I breathe for\nFriends agree, there's a need\nTo play the game\nAnd to win again"
Is It You,Lee Ritenour,,5eWTNSMTX5BxuYYuOU4vYq,53,1981-01-01,day,0.715,0.384,10,-16.362,1,0.0458,0.588,0.00753,0.285,0.818,82.367,4,269653,"Someone's just outside, knocking at my door\nA stranger, somebody unknown\nSomeone's in my dreams, can't get it off my mind, yeah\nI'm tired of being alone\nSomeone's trying to find an easy way inside\nCome on, I'm right here at home, right at home\nIs it you?\nIs it you?\nIs it you?\nIs it you, you, you?\nWho's that deep inside me, sneaking around my heart?\nAre you somebody in love?\nShow me what you're doing and tell me who you are\nHey, I'm ready for love, for love\nIs it you?\nIs it you?\nIs it you?\nIs it you, you, you?\nIf it's you, come out in the open\nYou don't need to hide your love\nIf it's you, you know I'm hoping\n'Cause it's way too late to run away\nDon't run away from love, my love\nIs it you?\nIs it you, knocking at my door?\nIs it my imagination?\nIs it you, I can't get off my mind?\nIs it you, you, you?\nIs it you, sneaking around my heart?\nIs it my imagination?\nIs it you, I can`t get off my mind?\nYou, you, you?"
Fantasy Girl,38 Special,,2YnONzNDNwNELVLOS7wIgZ,50,1980-01-01,day,0.418,0.775,4,-9.591,1,0.0333,0.0531,0.00125,0.0932,0.845,123.524,4,247267,"[Verse 1]\nLately, I'm learnin'\nThat so many yearnings are never to be\nChildhood illusions\nAre merely delusions of a girl that I see\n[Chorus]\nIn my mind's eye\nI see clearly a vision of how it could be\nMe and my fantasy girl\nHold on to me\nBe my fantasy girl\nDon't set me free\n[Verse 2]\nNow, I've had my share\nBut sometimes, I swear that I've had me enough\nYou end up in sorrow\nBroken tomorrows, love can be tough\n[Chorus]\nBut my mind's eye\nSees a vision of true love and how it should be\nMe and my fantasy girl\nHold on to me\nBe my fantasy girl\nDon't set me free\nBe my fantasy\n[Outro]\nYeah, yeah, yeah\nI see clearly a vision of how it could be, yeah\nBe my fantasy\nYeah, yeah, yeah\nYeah, yeah, yeah\nBe my fantasy girl\nHold on to me\nYou're my fantasy girl\nDon't set me free\nBe my fantasy girl\nHold on to me\nYou're my fantasy girl\nDon't set me free\nYeah\nFrom this fantasy"
Suzi Found a Weapon,Randy VanWarmer,,0UeheV0rsZNa2bfOaSWLcL,16,2017-04-17,day,0.721,0.592,5,-12.377,1,0.0308,0.18,0.0977,0.178,0.931,132.435,4,189587,
What Are We Doin' In Love!,Dottie West,Kenny Rogers,6e0L79FUuff6OSzHO2Ixvb,29,1981-02-01,day,0.562,0.379,1,-8.785,1,0.0293,0.673,0.0,0.0921,0.306,129.596,4,184458,"[Verse 1]\nWe're like summer and winter\nWe're not one bit alike\nWe're like satin and cinders\nI'm definitely not your type\n[Chorus]\nWell, then what are we doin' in love?\nWhat are we doin' in a mess like this?\nWhat are we doin' in love?\nWhy were you someone I couldn't resist?\nWhat are we doin' in love?\n[Verse 2]\nWe're like paper and matches\nWe'll probably have our share of fights\nWe're like roses and switches\nIt's gonna be hard but we've got to try\n[Chorus]\nSo what are we doin' in love?\nWhat are we doin' in a mess like this?\nWhat are we doin' in love?\nAnd what are we gonna tell all our friends?\n[Bridge]\nYou don't have to like someone to love someone\nThat rule was made to be broken\nBut if we have to say goodbye to a life we've gotten used to\nWhat are we doin' in love then?\n[Verse 3]\nWe're like sun up and sun down\nPeople say we're never gonna last\nLike uptown and downtown\nYou like it slow, but I like it fast\n[Chorus]\nWhat are we doin' in love?\nWhat are we doin' in a mess like this?\nWhat are we doin' in love?\nWhat are we gonna tell all our friends?\nWhat are we doin' in love?\nWhat are we doin' in a mess like this?\nWhat are we doin' in love?\nYou were just someone I couldn't resist"
"Two Hearts - 12"" Remix",Stephanie Mills,Teddy Pendergrass,2xLF3ahtZH8YBBTFYkByuQ,32,2006-01-01,day,0.696,0.81,1,-6.331,1,0.0481,0.508,0.0208,0.103,0.617,107.141,4,359440,"[Verse 1: Stephanie Mills & \nTeddy Pendergrass\n]\nCame into my life a stranger\nYou captured my heart\nNow I've got to face the danger\nI'm ready to start\nThought that I could make it on my own\nAll alone\nI tried too hard to fake it\nNow the truth must be known\n[Chorus: Stephanie Mills & Teddy Pendergrass]\nTwo hearts are always better\nTogether forever\nTwo hearts are always better\nTrue romance we'll treasure\n[Post-Chorus: Stephanie Mills, \nTeddy Pendergrass\n, \nBoth\n]\nYou've given me so much of yourself\n'Til I don't need nobody else\nAnd with each passing day\nMy love for you grows strong in every way\nYou are my life\n[Verse 2: Stephanie Mills & \nTeddy Pendergrass\n]\nNever thought that love could touch me\nMove me this way\nDon't you ever leave me, baby\nPromise you'll stay\nI'm so glad I got you, girl\nTurnin' my world all around\nWe won't let nobody change\nThis love that we, we found\n[Chorus: Stephanie Mills & Teddy Pendergrass]\nTwo hearts are always better\nTogether forever\nTwo hearts are always better\nTrue romance we'll treasure"
Fool In Love With You,Jim Photoglo,,4XKrWQcCNHFIMyxE11OMzl,40,2011-04-27,day,0.73,0.515,1,-9.262,0,0.0496,0.564,9.09e-06,0.0465,0.909,84.011,4,226080,"When you said goodbye\nI didn't need to cry\nCause I was not in love with you\nOh but now that we have parted\nI just can't get started\nI'm just a fool in love with you\nI'm a fool in love with you, with youo\nDarlin, darlin when a fool has got it\nThat's when he don't want it\nThat's a game I played with you\nNow that I ain't got it\nGirl you know I want it\nI'm just a fool in love with you\nFool in love with you\nGirls I know that phone me\nThey all want to own me\nWhat am I supposed to do\nCause when my heart's on fire\nBurnin with desire\nAll I think about is you\nI'm a fool in love with you, with youo\nDarlin, darlin when a fool has got it\nThat's when he don't want it\nThat's a game I played with you\nNow that I ain't got it\nGirl you know I want it\nI'm just a fool in love with you\nFool in love with you"
Being With You,Smokey Robinson,,5khAYmr8HHFwI3sp0Lw9wp,56,1981-01-01,day,0.649,0.434,0,-9.529,0,0.0267,0.764,2.44e-06,0.0822,0.572,108.754,4,246960,"[Chorus]\nI don't care what they think about me and\nI don't care what they say\nI don't care what they think, if you're leaving\nI'm gonna beg you to stay\nI don't care if they start to avoid me\nI don't care what they do\nI don't care about anything else\nBut being with you, being with you\n[Verse 1]\nHoney don't go, don't leave this scene\nBe out of the picture and off of the screen\nDon't let them say ""we told you so""\nThey tell me you'll love me and then let me go\n[Pre-Chorus]\nI've heard the warning voice\nFrom friends and my relations\nThey tell me all about your heart-break reputation\n[Chorus]\nI don't care what they think about me and\nI don't care what they say.. no\nI don't care what they think, if you're leaving\nI'm gonna beg you to stay\nI don't care if they start to avoid me\nI don't care what they do\nI don't care about anything else\nBut being with you, being with you\n[Verse 2]\nPeople can change, they always do\nHaven't they noticed the changes in you?\nOr can it be, that like love I am blind?\nDo I want it so much 'til it's all in my mind?\n[Pre-Chorus]\nOne thing I know for sure\nIs really really real\nI never felt before the way you make me feel"
Living Inside Myself,Gino Vannelli,,6IAh4MjV3GRkvIHrCbUFWY,49,1981-07-01,day,0.409,0.428,11,-13.195,1,0.0412,0.462,8.22e-05,0.0687,0.04,119.941,4,263227,"In my life\nI've felt so self assured\nBut suddenly it's all changed\nShe's a cloud\nThat hangs above my world\nAnd I find myself wandering in the rain\nAnd now I can't go on\n'Cause I am lost\nLiving inside myself\nLiving inside this shell\nLiving outside your love\nI am lost\nSomewhere inside my own dreams\nAfraid of what life really means\nLiving without your love\nI need her guiding light\nTo shine on my darkest days\nI was young, and time was on my side\nBut like a fool I let it slip away\nAnd now those days are gone\nAnd I am lost\nLiving inside myself\nLiving inside this shell\nLiving outside your love\nI am lost\nSomewhere inside my own dreams\nAfraid of what life really means\nLiving without your love\nIn my life\nI've felt so self-assured\nBut oh how the seasons change\nAnd now I'm not that strong\n'Cause I am lost\nLiving inside myself\nLiving inside this hell\nLiving outside your love\nI am lost\nSomewhere inside my own dreams\nAfraid of what life really means\nLiving without your love"
Nobody Wins - Remastered 2003,Elton John,,2fnEJ2Lltacut4fcIwsOcj,27,1981-01-01,day,0.639,0.688,10,-9.671,0,0.0542,0.0725,0.000776,0.272,0.403,118.158,4,219493,"[Verse 1]\nThey must have loved each other once\nBut that was many years ago\nAnd by the time I came along\nThings were already going wrong\nI felt the pain in their pretense\nThe side they tried hard not to show\nBut through the simple eyes of youth\nIt wasn't hard to see the truth\n[Chorus]\nAnd in the end nobody wins\nWhen love begins to fall apart\nAnd it's the innocent who pay\nWhen broken dreams get in the way\nThe game begins, the game nobody wins\n[Verse 2]\nThey must have loved each other once\nBefore the magic slipped away\nAnd as their life became a lie\nWhat love remained began to die\nI used to hide beneath the sheets\nI prayed that time would find a way\nBut with the passing of the years\nI watched as laughter turned to tears\n[Chorus]\nAnd in the end nobody wins\nWhen love begins to fall apart\nAnd it's the innocent who pay\nWhen broken dreams get in the way\nThe game begins, the game nobody wins\n[Verse 3]\nWe used to love each other once\nWith all the passion we possessed\nBut people change as time goes by\nSome feelings grow while others die\nBut if we learn from what we see\nAnd face the truth while we still can\nThen though the passion may be gone\nSome kind of love can still live on"
Take It On the Run,REO Speedwagon,,5gys5nzVQIYhgHIfiOJYva,69,1980,year,0.371,0.758,7,-5.679,1,0.036,0.0958,0.0,0.116,0.452,77.81,4,239680,"[Verse 1]\nHeard it from a friend who\nHeard it from a friend who\nHeard it from another\nYou been messin' around\n[Verse 2]\nThey say you got a boyfriend\nYou're out late every weekend\nThey're talkin' about you\nAnd it's bringin' me down\n[Verse 3]\nBut I know the neighborhood\nAnd talk is cheap when the story is good\nAnd the tales grow taller on down the line\n[Pre-Chorus]\nBut I'm telling you, babe\nThat I don't think it's true, babe\nAnd even if it is keep this in mind\n[​Chorus]\nYou take it on the run baby\nIf that's the way you want it baby\nThen I don't want you around\nI don't believe it\nNot for a minute\nYou're \nunder the gun\nSo you take it on the run\n[Verse 3]\nYou're thinking up your white lies\nYou're puttin' on your bedroom eyes\nYou say you're coming home\nBut you won't say when\n[Pre-Chorus]\nBut I can feel it comin'\nIf you leave tonight keep runnin'\nAnd you need never look back again"
The Real Thing,The Brothers Johnson,,0RG7C6pVHVPChgVVXsB3aC,34,1981,year,0.8,0.768,9,-9.058,0,0.0272,0.0845,0.000845,0.32,0.963,126.934,4,235733,"So glad we've got a good thing\nYou know you make my heart sing\nYou are the real thing\nYou know you make my heart sing\nI've longed to have this chance\nWith you, I feel romance\nIt's all for love and I want it bad\nSeeing you, it's just a turn-on\nAnd loving you, I want to hold on\nThere's a feelin' in my heart that just won't let you go\n(Ya, ya, ya, ya, ya, ah, hey)\nI'll hold on, I'll keep on (I'm holding on)\nI'll keep on, I'll hold on (I'm holding on)\nI'll hold on, I'll keep on\nI'll hold on to your love\nSo glad we've got a good thing\nYou know you make my heart sing\nYou are the real thing\nYou know you make my heart sing\nSo glad we've got a good thing\nYou know you make my heart sing\nYou are the real thing\nYou know you make my heart sing"
It Didn't Take Long,Spider,,79b3gEFmD4SKMHZknn5LSE,1,1981,year,0.481,0.521,0,-13.779,1,0.0516,0.0494,0.0,0.0894,0.594,118.762,3,232840,"Said you'd always be my friend\nNever let me down again\nWell you did 'cause baby it's over\nI'm not about to play your game\nI don't want you to feel the pain, the way I did\nBut that doesn't matter\n'Cause it didn't take long, for it all to happen\nAnd it didn't take long, for our love to change\n'Cause it didn't take long, for it all to happen\nAnd it didn't take long, for our love to break\nAbout a hundred times we try\nSo go and cry a little more\nSave your tears\nFor some other lover\nTry and lay your guilt on me\nI wish you'd finally try and see\nYou were the one\nWho killed all our chances\n'Cause it didn't take long, for it all to happen\nAnd it didn't take long, for our love to change\n'Cause it didn't take long, for it all to happen\nAnd it didn't take long, for our love to break\n'Cause it didn't take long, for it all to happen\nAnd it didn't take long, for our love to change\nYou know it didn't take long, for it all to happen\nAnd it didn't take long, for our love to break"
The Kid Is Hot Tonite,Loverboy,,7rOLhbPgZtlghYVXmKRDgh,51,1980,year,0.567,0.697,11,-12.855,0,0.0405,0.0286,7.05e-05,0.106,0.696,142.559,4,268960,"We just heard of a brand new wave\nAnd we hope it's here to stay\nWe'll have to wait and see\nIf it's half of what they say\nWe heard he opened up a brand new door\nWell, you know that's what I'm looking for\nWe'll have to wait and see\nIf it makes you shout for more\nHow do you like him so far?\nHow do you like his show?\nHow do you like the way he rocks and the way he rolls?\nHow do you like his image?\nHow do you like his style?\nHow do you like the way he looks and the way he smiles?\nThe kid is hot tonite\nWhoa, so hot tonite\nBut where will he be tomorrow?\nThe kid is hot tonite\nWhoa, so hot tonite\nBut where will he be tomorrow?\nAnd we just heard of a brand new fad\nAnd they say it's gonna drive you mad\nWe'll have to wait and see\nIf it's the best you ever had\nAnd we just heard of a brand new wave\nWe heard it's heading for an early grave\nWe'll have to wait and see\nIf there's anything we can say\nHow do you like him so far?\nHow do you like his show?\nHow do you like the way he rocks and the way he rolls?\nHow do you like his image?\nHow do you like his style?\nHow do you like the way he looks and the way he smiles?\nThe kid is hot tonite\nWhoa, so hot tonite\nBut tell me, where will he be tomorrow?\nThe kid is hot tonite\nWhoa, so hot tonite\nBut where will he be tomorrow?"
Love Light,Yutaka,,,,,,,,,,,,,,,,,,,
Shaddap You Face,Joe Dolce,,7fgS7jlaRkpbUVYCe2Mt7i,45,2010-03-08,day,0.762,0.705,4,-5.082,1,0.099,0.441,0.0,0.118,0.772,119.439,4,193160,"'Allo, I'm-a Giuseppe\nI got-a something special-a for you, ready?\nUno, duo, tre, quatro!\nWhen I was a boy just about the eighth-a grade\nMama used to say: ""Don't stay out-a late with the bad-a boys\nAlways shoot-a pool, Giuseppe going to flunk-a school!""\nBoy it make-a me sick all the t'ing I gotta do\nI can't-a get-a no kicks always got to follow rules\nBoy it make-a me sick just to make-a lousy bucks\nGot to feel-a like a fool\nAnd-a mama used to say all-a time:\nWhat's-a matter you? Hey! Gotta no respect\nWhat-a you t'ink you do? Why you look-a so sad?\nIt's-a not so bad, it's-a nice-a place\nAh shaddap-a you face!\nThat's-a my mama. I can remember!\nBig accordion solo!\nAh-ha ! Play dat thing! Really nice, really nice!\nSoon-a come-a day, gonna be a big-a star\nDen I make-a T.V. shows and-a movies\nGet-a myself a new car but still I be myself\nI don't want-a to change a t'ing\nStill a-dance and a-sing\nI think about-a mama, and she used to say:\nWhat's-a matter you? Hey! Gotta no respect\nWhat-a you t'ink you do? Why you look-a so sad?\nIt's-a not so bad, it's-a nice-a place\nAh shaddap-a you face!\nMama, she said it all-a da time!\nWhat's-a matter you? Hey! Gotta no respect\nWhat-a you t'ink you do? Why you look-a so sad?\nIt's-a not so bad, it's-a nice-a place\nAh shaddap-a you face!\nThat's-a my mama!"
