song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
The Little White Cloud That Cried,Wayne Newton,,0K9rCgAphtxLGHOVbGUD82,4,2021-08-06,day,0.372,0.208,0,-9.341,1,0.0285,0.658,0.0,0.258,0.268,68.047,4,154671,
Ain't Nothing You Can Do - Single Version,"Bobby ""Blue"" Bland",,30sO6VEV1pUt7jFk4ieA90,34,1994-04-26,day,0.614,0.571,4,-8.677,1,0.148,0.0871,0.0,0.203,0.662,114.93,4,158427,
She Loves You - Mono / Remastered,The Beatles,,6nEkxYIEnrbYH7h1hJ8Xn6,65,2000-11-13,day,0.377,0.916,4,-3.199,0,0.0481,0.26,0.0,0.074,0.912,75.533,4,140920,"[Chorus: Paul McCartney & John Lennon]\nShe loves you,\n \nyeah, yeah, yeah\nShe loves you,\n \nyeah, yeah, yeah\nShe loves you,\n \nyeah, yeah, yeah, yeah\n[Verse 1: Paul McCartney & John Lennon]\nYou think you've lost your love\nWell, I saw her yesterday\nIt's you she's thinking of\nAnd she told me what to say\n[Refrain: Paul McCartney & John Lennon]\nShe says she loves you\nAnd you know that can't be bad\nYes, she loves you\nAnd you know you should be glad\n[Verse 2: Paul McCartney & John Lennon]\nShe said you hurt her so\nShe almost lost her mind\nBut now she said she knows\nYou're not the hurting kind\n[Refrain: Paul McCartney & John Lennon]\nShe says she loves you\nAnd you know that can't be bad\nYes, she loves you\nAnd you know you should be glad, ooh\n[Chorus: Paul McCartney & John Lennon]\nShe loves you,\n \nyeah, yeah, yeah\nShe loves you,\n \nyeah, yeah, yeah\nWith a love like that\nYou know you should be glad\n[Verse 3: Paul McCartney & John Lennon]\nYou know it's up to you\nI think it's only fair\nPride can hurt you, too\nApologise to her"
I'll Only Miss Him When I Think Of Him,Brenda Lee,,2A1nMRmn1Z9FVSPjsX4hrl,1,1967-10-16,day,0.258,0.275,0,-10.189,1,0.0331,0.803,0.0117,0.153,0.1,114.063,3,225253,"Think, before you leave me, for somebody new\nMake sure with your heart\nYour mind's not fooling you\nThink if there's another\nI won't come between\nBut don't let careless kisses\nTake away all our dreams\nI think, you know darling\nThat I'm human too\nIf there's a chance for me\nTake time before you choose\nCause I'll live a lifetime just loving you\nSo darling think, darling think\nCause I'll live a lifetime just loving you\nSo darling think, darling think"
Make Me Forget,Bobby Rydell,,6DbFaoM3IQzZpZyiNuZJca,1,1964-01-01,day,0.368,0.864,6,-5.926,1,0.172,0.185,0.0,0.249,0.689,170.335,4,140000,
All My Loving - Remastered 2009,The Beatles,,4joiWvli4qJVEW6qZV2i2J,68,1963-11-22,day,0.416,0.563,1,-8.724,0,0.0298,0.207,0.0,0.343,0.9,77.56,4,127853,"[Verse 1]\nClose your eyes and I'll kiss you\nTomorrow I'll miss you\nRemember I'll always be true\nAnd then while I'm away\nI'll write home every day\nAnd I'll send all my loving to you\n[Verse 2]\nI'll pretend that I'm kissing\nThe lips I am missing\nAnd hope that my dreams will come true\nAnd then while I'm away\nI'll write home every day\nAnd I'll send all my loving to you\n[Chorus 1]\nAll my loving I will send to you\nAll my loving, darling, I'll be true\n[Verse 3]\nClose your eyes and I'll kiss you\nTomorrow I'll miss you\nRemember I'll always be true\nAnd then while I'm away\nI'll write home every day\nAnd I'll send all my loving to you\n[Chorus 2]\nAll my loving I will send to you\nAll my loving, darling, I'll be true\nAll my loving, all my loving, ooh\nAll my loving I will send to you"
"T'Ain't Nothin' to Me - Live at the Apollo Theater, New York",The Coasters,,7z72UdscXF0hhNUUYWLqUN,8,1975,year,0.421,0.131,9,-21.036,1,0.0608,0.503,4.95e-05,0.75,0.268,87.1,4,267027,
I Should Care,Gloria Lynne,Marty Paich,2e5EMfbehH4bjvFCg5806Y,12,1963,year,0.195,0.258,7,-12.117,1,0.0321,0.969,0.122,0.0617,0.0801,169.654,4,174907,"I know I should pity me\nBut I don't because, you see\nI have loved and I have learned\nAnd as far as I'm concerned\nI should care\nI should go around weeping\nI should care\nI should go without sleeping\nStrangely enough I sleep well\n'Cept for a dream or two\nBut, then, I count my sheep well\nFunny how sheep can lull you to sleep\nI should care\nI should let it upset me\nI should care\nBut it just doesn't get me\nMaybe I should find\nSomeone as lovely as you\nBut I should care\nAnd I do"
Come to Me,Otis Redding,,25rfcLcczxo0vJHRaFwCkX,38,1965-03,month,0.464,0.233,10,-14.399,1,0.0432,0.84,4.62e-06,0.145,0.562,176.22,3,167907,"[Verse 1]\nCome to me for I'm lonely\nCome to me for I'm lonely, darling\nCome to me and be my girl\nFor I love, love you so\n[Verse 2]\nCome to me forget the past\nThink of life we have ahead, my my my my baby\nCome to me and be my girl\nFor I love, love, love you so, oh now\n[Bridge]\nDay are getting so lonely, yeah now\nLife's so heavy, so blue\nTime has come for you and I\nTo get together and we'll make two, my my my my baby\n[Verse 3]\nCome to me for I'm begging\nCome to me for I'm begging, darling\nCome to me and be my girl\nFor I love, love, love you so, yeah\n[Outro]\nCome on now, baby\nBaby, I'm down\nSaid I'm down my knees, oh\nI need me someone now\nSaid I need some love\nJust to stand right by me, oh\nYou know that these arms of mine\nThey have been lonely, lonely so long\nBut I know, but I know, I know what my heart needs\nI know just what my heart needs, oh"
Little Boxes,The Womenfolk,,,,,,,,,,,,,,,,,,,
Gee,The Pixies Three,,1FKzZ9Z2mlXlxOp3FDteKr,1,2016-04-26,day,0.617,0.494,0,-13.96,1,0.0325,0.637,0.0,0.0857,0.92,92.474,4,143387,"Do do-do-do do-do-do do-do-do-do\nDo do-do-do do-do-do do-do-do-da-do\nDo do-do-do do-do-do do-do-do-da-do\nWhy I love that boy\nO-O-O-Oh Gee\nMy O-Gee\nWell O-Gee\nWhy I love that boy (Love that boy)\nO-O-O-Oh Gee\nListen to me\nHear my plea\nWhy I love that boy (Love that boy)\nHold me baby squeeze me\nNever let me go\nI'm not taking chances\nBecause I love him, I love him so\nO-O-O-Oh Gee\nYes I love him\nYes I need him\nWhy I love that boy (Love that boy)\nDo do-do-do do-do-do do-do-do-do\nDo do-do-do do-do-do do-do-do-da-do\nDo do-do-do do-do-do do-do-do-da-do\nWhy I love that boy\n[sax solo]\nHold me baby squeeze me\nNever let me go\nI'm not taking chances\nBecause I love him, I love him so\nO-O-O-Oh Gee\nI said Gee\nWell O-Gee\nWhy I love that boy (Love that boy)"
Where Does Love Go,Freddie Scott,,,,,,,,,,,,,,,,,,,"Whatever happens to all those butterflies inside\nWhen you're running down the street to the arms that open wide\nWhere does love go?\nWhere does it fly?\nWe must find ourselves helplessly waiting to say goodbye\nRemember the days spring was a state of mind\nWhen you'd only touch my hand and I'd leave the world behind\nWhere does love go?\nWhy must it die?\nWhy must it end this way for you and I\nOh, darling, where does love go?"
I Want To Hold Your Hand - Remastered 2015,The Beatles,,4pbG9SUmWIvsROVLF0zF9s,72,2000-11-13,day,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,4,145747,"[Verse 1: Paul McCartney & John Lennon]\nOh, yeah, I'll tell you something\nI think you'll understand\nWhen I'll say that something\nI wanna hold your hand\n[Chorus: Paul McCartney & John Lennon]\nI wanna hold your hand\nI wanna hold your hand\n[Verse 2: Paul McCartney & John Lennon]\nOh, please, say to me\nYou'll let me be your man\nAnd please, say to me\nYou'll let me hold your hand\n[Chorus: Paul McCartney & John Lennon]\nNow let me hold your hand\nI wanna hold your hand\n[Post-Chorus: Paul McCartney & John Lennon]\nAnd when I touch you\nI feel happy inside\nIt's such a feeling that, my love\nI can't hide\nI can't hide\nI can't hide\n[Verse 3: Paul McCartney & John Lennon]\nYeah, you\nGot that something\nI think you'll understand\nWhen I'll\nSay that something\nI want to hold your hand\n[Chorus: Paul McCartney & John Lennon]\nI wanna hold your hand\nI wanna hold your hand\n[Post-Chorus: Paul McCartney & John Lennon]\nAnd when I touch you\nI feel happy inside\nIt's such a feeling that, my love\nI can't hide\nI can't hide\nI can't hide"
Please Please Me - Remastered 2009,The Beatles,,6EHuOufBeL6vk3TvVJB5qo,59,1963-03-22,day,0.527,0.48,4,-9.61,1,0.028,0.334,0.0,0.0702,0.706,139.388,4,120853,"[Verse 1]\nLast night, I said these words to my girl\nI know you never even try, girl\n[Chorus]\nCome on (Come on), come on (Come on)\nCome on (Come on), come on (Come on)\nPlease please me, whoa yeah, like I please you\n[Verse 2]\nYou don't need me to show the way, love\nWhy do I always have to say, love?\n[Chorus]\nCome on (Come on), Come on (Come on)\nCome on (Come on), Come on (Come on)\nPlease please me, whoa yeah, like I please you\n[Bridge]\nI don't want to sound complaining\nBut you know there's always rain in my heart (In my heart)\nI do all the pleasing with you it's so hard to reason\nWith you, whoa yeah, why do you make me blue?\n[Verse 3]\nLast night, I said these words to my girl\nI know I never even try girl\n[Chorus]\nCome on (Come on) Come on (Come on)\nCome on (Come on) Come on (Come on)\nPlease, please me, whoa yeah, like I please you\nMe, whoa yeah, like I please you\nMe, whoa yeah, like I please you"
My Heart Belongs to Only You,Bobby Vinton,,2ZLVZFxbt5y0jXj1Ljcm2d,41,1964,year,0.421,0.465,11,-7.447,1,0.0298,0.76,0.0,0.21,0.502,71.723,4,166827,My heart belongs to only you\nI've never loved as I love you\nYou've set a flame within me burning\nA flame to stay within me yearning\nIt's just for you I want to live\nIt's just to you my heart I give\nI'll always be your slave my darling\nThrough the coming years\nThere were sometimes when I was doubtful\nOf this new love affair\nBut now my mind is no more doubtful\nI've found my heaven with the help of a prayer\nYou are the song within my soul\nA melody that can't grow old\nI've known for long\nMy heart belongs to only you\nYou are the song within my soul\nA melody that can't grow old\nI've known for long\nMy heart belongs to only you
Stay,Frankie Valli & The Four Seasons,,72rQqO217uRMY46c7K8Ws6,41,1963-03-01,day,0.736,0.75,10,-7.592,1,0.0762,0.565,3.39e-06,0.104,0.736,117.39,4,117333,
The Hippy Hippy Shake,The Swinging Blue Jeans,,3rV13eMQR0G93DEYhpB09B,55,1993-05-04,day,0.551,0.686,4,-11.969,1,0.0536,0.348,0.0,0.33,0.982,70.959,4,106067,
"Fun, Fun, Fun (Mono)",The Beach Boys,,5L0L3RyON6g8avnI20uubN,58,1964-03-02,day,0.517,0.796,3,-6.313,1,0.0341,0.195,0.0,0.097,0.97,155.532,4,138907,"[Verse 1]\nWell, she got her daddy's car\nAnd she cruised through the hamburger stand, now\nSeems she forgot all about the library\nLike she told her old man, now\nAnd with the radio blasting\nGoes cruising just as fast as she can now\n[Chorus]\nAnd she'll have fun, fun, fun till her daddy takes the T-bird away\n(Fun, fun, fun, 'till her daddy takes the T-bird away)\n[Verse 2]\nWell, the girls can't stand her\n'Cause she walks, looks and drives like an ace, now\n(You walk like an ace now, you walk like an ace)\nShe makes the Indy 500 look like a Roman chariot race, now\n(You look like an ace now, you look like an ace)\nA lot of guys try to catch her\nBut she leads them on a wild goose chase, now\n[Chorus]\nAnd she'll have fun, fun, fun till her daddy takes the T-bird away\n(Fun, fun, fun, 'till her daddy takes the T-bird away)\n[Verse 3]\nWell, you knew all along\nThat your dad was getting wise to you, now\n(You shouldn't have lied now, you shouldn't have lied)\nAnd since he took your set of keys\nYou've been thinking that your fun is all through, now\n(You shouldn't have lied now, you shouldn't have lied)\nBut you can come along with me\n'Cause we've got a lot of things to do, now\n(You shouldn't have lied now, you shouldn't have lied)"
Dawn (Go Away),Frankie Valli & The Four Seasons,,7tAwfqQWDA1dLKiLvn8EgH,41,2003-01-14,day,0.63,0.598,9,-6.057,1,0.0355,0.509,1.39e-06,0.0802,0.851,133.756,4,167760,
I Can't Stand It,The Soul Sisters,,3LY9qYimjPrLSaoOxmliaV,36,1994-01-01,day,0.611,0.569,5,-10.858,1,0.0893,0.137,0.31,0.054,0.714,172.764,4,164693,
Ain't Gonna Tell Anybody,Jimmy Gilmer And The Fireballs,,,,,,,,,,,,,,,,,,,
You Can't Do That - Remastered 2009,The Beatles,,5b9G4dtK3Tdguuy9BO3Nwo,48,1964-07-10,day,0.612,0.788,0,-6.251,1,0.0335,0.367,0.0,0.382,0.961,129.161,4,154893,"[Verse 1]\nI got something to say that might cause you pain\nIf I catch you talking to that boy again\nI’m going to let you down\nAnd leave you flat\nBecause I told you before\nOh, you can’t do that\n[Verse 2]\nWell, it’s the second time I’ve caught you talking to him\nDo I have to tell you one more time, I think it’s a sin\nI think I'll let you down (Let you down)\nAnd leave you flat (Going to let you down and leave you flat)\nBecause I told you before\nOh, you can’t do that\n[Bridge]\nEverybody's green\n'Cause I'm the one who won your love\nBut if they'd seen\nYou talking that way\nThey'd laugh in my face\n[Verse 3]\nSo please listen to me if you want to stay mine\nI can’t help my feelings, I go out of my mind\nI'm going to let you down (Let you down)\nAnd leave you flat (Going to let you down and leave you flat)\nBecause I told you before\nOh, you can’t do that!\n[Guitar Solo]\n(You can't do that)\n(You can't do that)\n(You can't do that)\n(You can't do that)\n(You can't do that)\n[Bridge]\nEverybody's green\n'Cause I'm the one who won your love\nBut if they'd seen\nYou talking that way\nThey'd laugh in my face"
Castles In The Sand,Little Stevie Wonder,,,,,,,,,,,,,,,,,,,
Book Of Love,The Raindrops,,,,,,,,,,,,,,,,,,,
Our Everlasting Love,Ruby And The Romantics,,1QKoN8bfkLOr5RTIX0iQIV,9,1966-04-24,day,0.412,0.518,10,-6.778,1,0.0416,0.78,0.0,0.141,0.491,107.932,4,144800,The ever winding stream\nThe ever blowing breeze\nThe ever shining stars\nOver the ever growing trees\nThose drifting clouds above us (clouds above us)\nNever will outlive\nOur everlasting love (our everlasting love)\nThe ever whispering wind (the ever whispering wind)\nThe ever rolling sea (the ever rolling sea)\nThe shifting desert sand\nUnder the sun eternally\nThat endless sky high above (sky high above)\nNever will outlive\nOur everlasting love (our everlasting love)\nMy life was so wrong\nTill you came along\nAnd then with one kiss\nYou changed all the sadness\nTo joy and pleasure\nSo let the hands of time (so let the hands of time)\nKeep ticking as they do (keep ticking as they do)\nThey'll only find that I'm\nThat I'm still side by side with you\nAs long as there's a heaven above (heaven above)\nNever will outlive (never will outlive)\nOur everlasting love (our everlasting love)\nOur everlasting love (our everlasting love)\nOur everlasting love (our everlasting love)
Mexican Drummer Man,Herb Alpert's Tijuana Brass,,,,,,,,,,,,,,,,,,,
Be Anything (But Be Mine),Gloria Lynne,,,,,,,,,,,,,,,,,,,
When Joanna Loved Me,Tony Bennett,,09YTaXc5Sk0rOQ6ighuEaV,18,1964,year,0.247,0.247,3,-10.847,1,0.0327,0.885,0.0,0.0915,0.106,81.393,3,185373,"Today is just another day, tomorrow is a guess\nBut yesterday, oh, what I'd give for yesterday\nTo relive one yesterday and its happiness\nWhen Joanna loved me\nEvery town was Paris\nEvery day was Sunday\nEvery month was May\nWhen Joanna loved me\nEvery sound was music\nMusic made of laughter\nLaughter that was bright and gay\nBut when Joanna left me\nMay became December\nBut, even in December, I remember\nHer touch, her smile, and for a little while\nShe loves me\nAnd once again it's Paris\nParis on a Sunday\nAnd the month is May"
Zuviel Allein (I'm the Lonely One),Cliff Richard & The Shadows,,6yN6cfVYHI8SXQjW8H5cSo,2,2010-03-29,day,0.508,0.697,0,-7.189,1,0.0367,0.449,0.0,0.266,0.906,109.248,5,139400,"Well, you don't know how much you mean to me\nI said goodbye, I left you there to cry\nWell, you don't know how much I miss you so\nBut now it's done, now I'm the lonely one\nYou heard me say upon that rainy day\n""Please set me free 'cos I don't want to know!""\nWell, you don't know how much you mean to me\nI said goodbye, I left you there to cry\nWell you don't know how much you mean to me\nI love you so, baby, come on home\nI hope and pray that you'll come back someday\nI'll have my fun, now I'm the lonely one\nWell, you don't know how much you mean to me\nI said goodbye, I left you there to cry\nWell, you don't know how much I miss you so\nBut now it's done, now I'm the lonely one\nYou heard me say upon that rainy day\n""Please set me free 'cos I don't want to know!""\nWell, you don't know how much you mean to me\nI said goodbye, I left you there to cry\nWell you don't know how much you mean to me\nI love you so, baby, come on home\nI hope and pray that you'll come back someday\nI'll have my fun, now I'm the lonely one\nI'll have my fun, now I'm the lonely one"
I'm Confessin' That I Love You,Nino Tempo & April Stevens,,0oR4XiH7xD3rEaJcQSeS2c,23,1964,year,0.669,0.476,0,-12.922,1,0.028,0.713,0.0,0.564,0.933,130.719,4,129080,
Hi-Heel Sneakers,Tommy Tucker,,0C8P9haQocLi6CmEwEgAUT,49,1964-01-01,day,0.593,0.521,5,-7.736,1,0.0497,0.549,0.000409,0.0565,0.761,81.415,4,168907,"[Verse 1]\nPut on your red dress, baby\nLord, we goin' out tonight\nPut on your red dress, baby\nLord, we goin' out tonight\nAnd wear some boxin' gloves\nIn case some fool might wanna fight\n[Verse 2]\nPut on your hi-heel sneakers\nWear your wig hat on your head\nPut on your hi-heel sneakers\nWear your wig hat on your head\nAnd I'm pretty sure now, baby\nDon't you know you know you gonna knock 'em dead\nHey-ah\n[Instrumental Verse]\nGo ahead\n[Verse 3]\nI got my Old Crow liquor\nAnd my paycheck in my hand\nI got my Old Crow liquor\nI got my paycheck in my hand\nBig John's bootleg whiskey\nCost much more than I can stand\nAh, ah-ha\nHey-ya-hey\n[Guitar Solo]\nOh, yeah\nOh, yeah\n[Verse 4]\nPut on your hi-heel sneakers\nWear your wig hat on your head\nPut on your hi-heel sneakers\nWear your wig hat on your head\nKnow you're gonna be your [?]\nI'm pretty sure you're gonna knock 'em dead"
Tell It on the Mountain,"Peter, Paul and Mary",,06VuCrLHmfdgdUXSQCX6us,33,1963,year,0.619,0.261,2,-10.632,1,0.0357,0.757,0.0,0.259,0.658,116.379,4,178240,[Chorus]\nGo tell it on the mountain\nOver the hill and everywhere\nGo tell it on the mountain\nTo let my people go\n[Verse 1]\nWho's that yonder dressed in red?\nLet my people go\nMust be the children that Moses led\nLet my people go\nWho's that yonder dressed in red?\nMust be the children that Moses led\nGo tell it on the mountain\nTo let my people go\n[Chorus]\nGo tell it on the mountain\nOver the hill and everywhere\nGo tell it on the mountain\nTo let my people go\n[Verse 2]\nWho's that yonder dressed in white?\nLet my people go\nMust be the children of the Israelite\nLet my people go\nWho's that yonder dressed in white?\nMust be the children of the Israelite\nGo tell it on the mountain\nTo let my people go\n[Chorus]\nGo tell it on the mountain\nOver the hill and everywhere\nGo tell it on the mountain\nTo let my people go\n[Verse 3]\nWho's that yonder dressed in black?\nLet my people go\nMust be the hypocrites turnin' back\nLet my people go\nWho's that yonder dressed in black?\nMust be the hypocrites turnin' back\nGo tell it on the mountain\nTo let my people
Java,Al Hirt,,5MdHvAvlmQJ3JHIvIK9uXz,40,2005-11-08,day,0.679,0.721,1,-10.36,1,0.0535,0.803,0.893,0.088,0.963,92.43,4,119133,
Kissin' Cousins,Elvis Presley,,6kSg0raJ0yEoHPZIVMeSmj,28,1964-04-01,day,0.61,0.612,6,-9.242,1,0.0401,0.589,0.0,0.298,0.962,84.858,4,134107,"[Intro]\nWell, I've got a gal, she's as cute as she can be\nShe's a distant cousin, but she's not too distant with me\n[Chorus 1]\nWe'll kiss all night\nI'll squeeze her tight\nBut we're kissin' cousins, and that's what makes it all right\nAll right, all right, all right\n[Bridge]\nOh, I've got a girl, and she taught me how to live\nShe can give a lot and she's got a lot to give\n[Chorus 1]\nWe'll kiss all night\nI'll squeeze her tight\nBut we're kissin' cousins, and that's what makes it all right\nAll right, all right, all right\n[Chorus 2]\nYes we're all cousins, that's what I believe\nBecause we're children of Adam and Eve\nI got a girl, and she wants a lot of love\nThat's the kind of trouble I need plenty of\n[Chorus 1]\nWe'll kiss all night\nI'll squeeze her tight\nBut we're kissin' cousins, and that's what makes it all right\nAll right, all right, all right\n[Chorus 2]\nYes we're all cousins, that's what I believe\nBecause we're children of Adam and Eve\nI got a girl, and she wants a lot of love\nThat's the kind of trouble I need plenty of\n[Chorus 1]\nWe'll kiss all night\nI'll squeeze her tight\nBut we'll be kissing cousins and that'll make it all right\nAll right, all right, all right\nWe'll be Kissing cousins that'll make it all right\nAll right, all right, all right\nWe'll be kissing cousins that's what makes it all right\nAll right, all right, all right"
We Love You Beatles,The Carefrees,,,,,,,,,,,,,,,,,,,
I Saw Her Standing There - Remastered 2009,The Beatles,,3KiexfmhxHvG5IgAElmTkd,68,1963-03-22,day,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,4,173947,"[Intro: Paul McCartney]\nOne, two, three, four!\n[Verse 1: Paul McCartney, \nMcCartney & John Lennon\n]\nWell, she was just seventeen and you know what I mean\nAnd the way she looked was way beyond compare\nSo how could I dance with another?\n (\nOh\n)\nWhen I saw her standing there?\n[Verse 2: Paul McCartney, \nMcCartney & John Lennon\n]\nWell, she looked at me, and I, I could see\nThat before too long, I'd fall in love with her\nShe wouldn't dance with another\n (\nWoah\n)\nWhen I saw her standing there\n[Bridge: Paul McCartney & John Lennon]\nWell, my heart went ""boom"" when I crossed that room\nAnd I held her hand in mine\n[Verse 3: Paul McCartney, \nMcCartney & John Lennon\n]\nWell, we danced through the night, and we held each other tight\nAnd before too long, I fell in love with her\nNow, I'll never dance with another\n (\nWoah\n)\nSince I saw her standing there\n[Guitar Solo: George Harrison]"
You Lied To Your Daddy,The Tams,,1htnmqG4C26nDLr7Hx50aR,13,1995-01-01,day,0.786,0.373,10,-14.547,1,0.0743,0.615,0.0,0.305,0.865,120.807,4,133800,
It's All Right (You're Just In Love),The Tams,,3eo1eOOEkNU7Xst5lKimfF,16,1995-01-01,day,0.714,0.408,0,-14.462,1,0.0495,0.204,2.91e-06,0.699,0.932,113.249,4,131040,
