song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
Running Back,Urgent,,,,,,,,,,,,,,,,,,,"I'm not gonna fall in love anymore\nI don't wanna hear that word anymore, anymore\nEasier said than done\nEasier said than done\nI keep sayin' to myself, ""It's only love""\nWho needs all that stupid stuff anyway, anyway?\nEasier said than done\nEasier said than done\nI keep runnin' back\nRunnin' back\nRunnin' back\nRunnin' back for more, for more\nI keep runnin' back\nRunnin' back\nRunnin' back\nRunnin' back for more, for more\nEasier said than done\n(Easier said than done)\nEasier said than done\nI keep runnin' back\nRunnin' back\nRunnin' back\nRunnin' back for more, for more\nI keep runnin' back\nRunnin' back\nRunnin' back\nRunnin' back for more, for more\nRunnin' back\n(I'm not gonna fall in love anymore)\nRunnin' back\nRunnin' back\nRunnin' back for more, for more\nRunnin' back\n(I don't want to hear that word anymore)\nRunnin' back\nRunnin' back\nRunnin' back for more, for more"
Some People,Belouis Some,,5Tj5OBsNWNQov8FJRzCrdw,35,1988-05-03,day,0.71,0.799,0,-12.001,1,0.0492,0.475,0.753,0.0811,0.859,114.731,4,236840,"Some people dance cheek to cheek\nSome people dance\nLife was so simple then, a kind of playtime\nYou made it easy then, we had a great time\nI try not to talk too fast\nLike you do when you fall in love\nBut some people let their passion scream\nAnd some people understand their dream\nLife was so simple then, a kind of playtime\nYou made it easy then, we had a great time\nSome people dance cheek to cheek\nSome people dance\nLife was so simple then, a kind of playtime\nYou made it easy then, we had a great time\nI take you somewhere different\nIt's only me can see the change\n‘Cause some people are tied to emotion\nAnd some people understand their dream\nLife was so simple then, a kind of playtime\nYou made it easy then, we had a great time\nSome people dance cheek to cheek\nSome people dance\nLife was so simple then, a kind of playtime\nYou made it easy then, we had a show time\n…Could you, hold you\nKind of will…"
Voices Carry,'Til Tuesday,,0ZYf6N5eBeXStMri0mf3DZ,59,1985-06-01,day,0.583,0.574,0,-9.044,1,0.0239,0.0282,2.14e-06,0.114,0.578,104.995,4,263573,"[Verse 1]\nI'm in the dark, I'd like to read his mind\nBut I'm frightened of the things I might find\nThere must be something he's thinking of to tear him away\nWhen I tell him that I'm falling in love, why does he say\n[Chorus]\nHush hush, keep it down now\nVoices carry\nHush hush, keep it down now\nVoices carry\n[Verse 2]\nI try so hard not to get upset\nBecause I know all the trouble I'll get\nOh, he tells me tears are something to hide and something to fear\nAnd I try so hard to keep it inside so no one can hear\n[Chorus]\nHush hush, keep it down now\nVoices carry\nHush hush, keep it down now\nVoices carry\nHush hush, keep it down now\nVoices carry"
19,Paul Hardcastle,,4YNyU0vEEC5grHkHnO9lhF,49,1996-07-22,day,0.753,0.897,11,-8.54,1,0.073,0.00282,0.73,0.351,0.937,117.933,4,210853,"In 1965, Vietnam seemed like\nJust another foreign war\nBut it wasn't, it was\nDifferent in many ways\nAs so were those\nWho did the fighting\nIn World War II\nThe average age of the\nCombat soldier was twenty-six\n[Chorus]\nIn Vietnam, he was nineteen\nIn Vietnam, he was nineteen\nIn Vietnam, he was nineteen\nIn Vietnam, he was nineteen\nN-n-n-n-nineteen\nThe heaviest fighting\nOf the past two weeks\nContinued today twenty-five\nMiles northwest of Saigon\nI really wasn't sure\nWhat was going on\n[Chorus]\nN-n-n-n-nineteen, nineteen\nN-nineteen, nineteen\nIn Vietnam, the combat soldier\nTypically served a twelve month tour of duty\nBut was exposed to hostile fire almost everyday\n[Chorus]\nN-n-n-n-nineteen\nN-n-n-n-nineteen\nN-n-n-n-nineteen\nN-n-n-n-nineteen"
Information,Eric Martin,,4eAbPM05UqNYKhOuJZCxMV,8,1985-01-01,day,0.668,0.632,11,-14.534,0,0.0324,0.206,0.0,0.0393,0.947,100.915,4,231467,"I'm still tracin' over lines\nThat you used on me, yeah\nI should forget\nBut I can't shake the memory\nIn the dead of night\nDreams come alive\nHow you left me alone\nAnd you pushed me aside\nNothin' I could do to try to make you see\nMake up your mind, yeah\nMake up your mind\nBaby, my heart is pumpin' for information\nPlan your moves on me\nSomewhere, somehow, some time\nYou're gonna realize\nJust what you mean to me\nI tracked you down like a hunter\nBreakin' you undеr my spell\nBlastin' like thunder\nCallin' out your namе\nIn the heat of night\nDreams come alive\nHow you left me alone\nAnd pushed me aside\nNothin' I could do to try to make you see\nMake up your mind, yeah\nMake up your mind\nBaby, my heart is pumpin' for information\nPlan your moves on me\nSomewhere, somehow, some time\nYou're gonna realize\nJust what you mean to me\nIn the heat of the night\nDreams come alive\nHow you left me alone\nAnd pushed me aside\nNothin' I could do\nTo try to make you see\nMake up your mind\nMake up your mind"
Only for Love,Limahl,,4eZF5WW8YnSPMpLWa2d80F,26,2009-09-25,day,0.739,0.594,11,-14.543,0,0.0416,0.149,0.000529,0.0512,0.96,140.237,4,236427,If that's your problem don't let it show\nYou will find itself deceiving love can be unsure\nKeep a level head maintain your pride\nThen you can face the situation straight in the eye\nAnd especially when she comes on strong\nWhen she smiles that smile that leads you on\nTry to see it through playing out your part\nMaking certain when you give your heart it's\nOnly for love\nOnly for love\nOnly for love\nLove was never planned ever before\nSome have spent their whole life searching cold and insecure\nBut as suddenly as that love will arrive\nAnd you'll recognize the feeling ooh you're on fire\nAnd especially as she moves in close\nWhen she moves that move there's no suppose\nYou'll find you're hunting when you're apart\nBut when you give your heart it's\nOnly for love\nOnly for love\nOnly for love\nWhen you give your heart it should be\nOnly for love\nOnly for love\nOnly for love\nOnly for love\nOnly for love\nOnly for love
Sussudio - 2016 Remaster,Phil Collins,,4qM461TqtpnP4GLRIXwEnW,67,1985-01-25,day,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,4,263107,"[Verse 1]\nThere's a girl that's been on my mind\nAll the time, \nSus-Sussudio\n, oh, oh\nNow, she don't even know my name\nBut I think she likes me just the same, \nSus-Sussudio\n, oh, oh\n[Chorus 1]\nAh, if she called me I'd be there\nI'd come running anywhere, she's all I need, all my life\nI feel so good if I just say the word, \nSus-Sussudio\nJust say the word, oh, \nSus-Sussudio\n[Verse 2]\nNow I know that I'm too young\nMy life has just begun, \nSus-Sussudio\n, oh, oh\nOoh, give me a chance, give me a sign\nI'll show her anytime, \nSus-Sus-Sussudio\n, oh, oh\n[Chorus 2]\nAh, I've just got to have her, have her now\nI've got to get closer but I don't know how\nShe makes me nervous and makes me scared\nI feel so good if I just say the word, \nSus-Sussudio\nJust say the word, oh, \nS-Sus-Sussudio\n, oh\n[Horns Solo]\n[Chorus 3]\nAh, she's all I need, all of my life\nI feel so good if I just say the word, \nSus-Sussudio\nI just say the word, oh, \nS-Sus-Sussudio\nI just say the word, oh, \nSus-Sussudio\nI'll say the word, oh, \nS-Sus-Sussudio\n, oh, oh, oh\n[Outro]\nJust say the word\nOoh, just-just-just say the word, ooh\nJust say the word"
Through the Fire,Chaka Khan,,7gh2v4IHnxdiwSgA6xluhe,62,1984,year,0.563,0.593,8,-7.099,1,0.0322,0.192,1.85e-05,0.145,0.428,130.744,4,288653,"[Verse 1]\nI look in your eyes and I can see\nWe've loved so dangerously\nYou're not trusting your heart to anyone\nYou tell me you're gonna play it smart\nWe're through before we start\nBut I believe that we've only just begun\nWhen it's this good, there's no saying no\nI want you so, I'm ready to go\n[Chorus]\nThrough the fire, to the limit, to the wall\nFor a chance to be with you\nI'd gladly risk it all\nThrough the fire\nThrough whatever, come what may\nFor a chance at loving you\nI'd take it all the way\nRight down to the wire\nEven through the fire\n[Verse 2]\nI know you're afraid of what you feel\nYou still need time to heal\nAnd I can help if you'll only let me try\nYou touch me and something in me knew\nWhat I could have with you\nNow I'm not ready\nTo kiss that dream goodbye\nWhen it's this sweet, there's no saying no\nI need you so, I'm ready to go\n[Chorus]\nThrough the fire, to the limit, to the wall\nFor a chance to be with you\nI'd gladly risk it all\nThrough the fire\nThrough whatever, come what may\nFor a chance at loving you\nI'd take it all the way\nRight down to the wire\nEven through the fire\n[Bridge]\nThrough the test of time\n[Chorus]\nThrough the fire, to the limit, to the wall\nFor a chance to be with you\nI'd gladly risk it all\nThrough the fire\nThrough whatever, come what may\nFor a chance at loving you\nI'd take it all the way\nRight down to the wire\nEven through the fire"
Just as I Am,Air Supply,,20WC5ZN72x0552U3EwCalR,53,1985-01-01,day,0.392,0.503,2,-8.865,1,0.0248,0.169,0.0,0.14,0.484,74.662,4,284147,"I've had a lot of big dreams\nI've made a lot of bad moves\nI know you could walk away\nBut you never do\nI've met a lot of cold hearts\nI've learned to smile and deceive\nI know I'm hard to be around\nBut you never leave\nI'm not easy to understand\nBut you hold out your hand\nAnd you say you love me\nJust as I am\nYou always treat me\nThe best that you can\nYou say you want me, need me\nLove me, baby\nJust as I am, just as I am\nI've made a lot of heartaches\nI've found a lot of closed doors\nWhen all the others turn away\nYou love me more\nYou love me more\nI'm not easy to understand\nBut you hold out your hand\nAnd you say you love me\nJust as I am\nYou always treat me\nThe best that you can\nYou say you want me, need me\nLove me, baby\nJust as I am, just as I am\nI want to love forever\nTo keep our world together\nAnd be the best that I can be\nBaby, every time the world caves in on me"
Find A Way,Amy Grant,,0szU1fWxpXgr47uB6ezphl,24,1985,year,0.72,0.876,10,-4.828,0,0.0339,0.186,0.0,0.313,0.489,129.464,4,208400,You tell me your friends are distant\nYou tell me your man's untrue\nYou tell me that you've been walked on\nAnd how you feel abused\nSo you stand here an angry young woman\nTaking all the pain to heart\nI hear you saying that you want to see changes\nBut you don't know how to start\nLove will find a way\n(How do you know?)\nLove will find a way\n(How can you see?)\nI know it's hard to see\nThe past and still believe\nLove is gonna find a way\nI know that love will find a way\n(A way to go)\nLove can make a way\n(Only love can know)\nLeave behind the doubt\nLove's the only out\nLove will surely find a way\nI know this life is a strange thing\nI can't answer all the whys\nTragedy always finds me\nTaken again by surprise\nI could stand here an angry young woman\nTaking all the pain to heart\nBut I know that love can bring changes\nAnd so we've got to move on\nLove will find a way\n(How do you know?)\nLove will find a way\n(How can you see?)\nI know it's hard to see\nThe past and still believe\nLove is gonna find a way\nI know that love will find a way\n(A way to go)\nLove can make a way\n(Only love can know)\nLeave behind the doubt\nLove's the only out\nLove will surely find a way\nIf our God His Son not sparing\nCame to rescue you\nIs there any circumstance\nThat He can't see you through?
It's Getting Late,The Beach Boys,,,,,,,,,,,,,,,,,,,
Would I Lie to You? - Remastered Version,Eurythmics,"Annie Lennox,Dave Stewart",1lJZSsMoWEbrgaY6CxPMf8,51,1985-04-29,day,0.613,0.912,2,-4.638,1,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,4,268240,"Would I lie to you? (oh yeah)\nWould I lie to you honey? (oh, no, no no)\nNow would I say something that wasn't true?\nI'm asking you sugar, would I lie to you?\nMy friends know what's in store\nI won't be here anymore\nI've packed my bags\nI've cleaned the floor\nWatch me walking\nWalking out the door\n(Believe me) I'll make it, make it\n(Believe me) I'll make it, make it\nWould I lie to you?\nWould I lie to you honey? (oh honey, would I lie to you?)\nNow would I say something that wasn't true?\nI'm asking you sugar, would I lie to you?\nTell you straight, no intervention\nTo your face, no deception\nYou're the biggest fake\nThat much is true\nHad all I can take\nNow I'm leaving you\n(Believe me) I'll make it, make it (oh yes, I will)\n(Believe me) I'll make it, make it (make it, make it)\nWould I lie to you?\nWould I lie to you honey?\nNow would I say something that wasn't true?\nI'm asking you sugar, would I lie?\nWould I lie to you?\nWould I lie to you honey?\nNow would I say something that wasn't true?\nI'm asking you sugar\nWould I lie to you?"
Your Love Is King,Sade,,1j2LuIf7mv15ZVug1Xy5qz,65,1984-07-16,day,0.742,0.42,9,-6.797,1,0.031,0.562,4.12e-05,0.0402,0.594,134.624,3,219427,"[Chorus 1]\nYour love\n \nis king, crown you in my heart\nYour love is king, never need to part\nYour kisses ring, round and round and round my head\nTouching the very part of me, it's making my soul sing\nTearing the very heart of me, I'm crying out for more\n[Chorus 2]\nYour love is king, crown you in my heart\nYour love is king, you're the ruler of my heart\nYour kisses ring, round and round and round my head\nTouching the very part of me, it's making my soul sing\nI'm crying out for more, your love is king\n[Verse 1]\nI'm coming on\nI'm coming\nYou're making me dance\nInside\n[Chorus 1]\nYour love is king, crown you in my heart\nYour love is king, never need to part\nYour kisses ring, round and round and round my head\nTouching the very part of me, it's making my soul sing\nTearing the very heart of me, I'm crying out for more\n[Post-Chorus]\nTouching the very part of me, it's making my soul sing\nI'm crying out for more, your love is king\n[Verse 2]\nThis is no blind faith\nThis is no sad and sorry dream\nThis is no blind faith\nYour love, your love is real\n[Chorus 3]\nGotta crown me with your heart\n(Your love is king)\nNever, never need to part\n(Your love is king)\nTouch me\n(Your love is king)\nI'm coming\n(Your love is king)\nIt's making me dance\n(Your love is king)\nNever letting go\n(Your love is king)\nNever letting go of your love\n(Your love is king)\nNever gonna give it up\n(Your love is king)"
Call Me,Go West,,1QFJpg154LuFMYfTryKadD,52,1985-01-01,day,0.56,0.864,8,-8.871,1,0.0365,0.396,7.39e-06,0.0386,0.925,162.755,4,252973,"[Verse 1]\nFace to face\nMy reflection in your eyes\nI was scared to say too much\nPerfect strangers in perfect worlds apart\nAlmost close enough to touch\nStaring at my shoes\nFeeling so confused\nShot down without a gun\nVictim of a hit-and-run\n[Chorus]\nWon't you call me, call me?\nNo time to hesitate, oh, we must communicate, yeah\nCall me, call me\nWon't you call this number now?\n[Verse 2]\nMesmerised\nI go back to where we met\nA reconstruction of the crime\nI can't track you down\nNowhere to be found\nNow my one shot at success\nIs the power of the press\n[Chorus]\nWon't you call me, call me?\nNo time to hesitate, oh, we must communicate, yeah\nCall me, call me\nWon't you call this number now?\n[Bridge]\nCall me\nI want you to call me\nCall me, call me, call me\n(Worlds apart, we are worlds apart)"
Heaven,Bryan Adams,,7Ewz6bJ97vUqk5HdkvguFQ,77,1984-11-05,day,0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,4,243360,"[Verse 1]\nOh, thinkin' about our younger years\nThere was only you and me\nWe were young and wild and free\nNow nothin' can take you away from me\nWe've been down that road before\nBut that's over now\nYou keep me comin' back for more\n[Chorus]\nBaby, you're all that I want\nWhen you're lyin' here in my arms\nI'm findin' it hard to believe\nWe're in Heaven\nAnd love is all that I need\nAnd I found it there in your heart\nIt isn't too hard to see\nWe're in Heaven\n[Verse 2]\nOh, once in your life you find someone\nWho will turn your world around\nBring you up when you're feelin' down\nYeah, nothin' could change what you mean to me\nOh, there's lots that I could say\nBut just hold me now\nCause our love will light the way\n[Chorus]\nAnd baby you're all that I want\nWhen you're lyin' here in my arms\nI'm finding it hard to believe\nWe're in Heaven\nYeah, love is all that I need\nAnd I found it there in your heart\nIt isn't too hard to see\nWe're in Heaven, yeah\n[Bridge]\nI've been waitin' for so long\nFor somethin' to arrive\nFor love to come along\nNow our dreams are comin' true\nThrough the good times and the bad\nYeah, I'll be standin' there by you"
Abadabadango,Kim Carnes,,37eMGFTYhBZKeH2YcDNwyf,22,1985-05-05,day,0.6,0.951,2,-5.79,1,0.039,0.000224,0.000149,0.0891,0.728,128.066,4,237667,"Abadabadango, can you hear\nIt's the rhythm of the heart\nThat beats for a million years\nWe all have to use\nSome kind of magic\nSome of the time\nBetween the laughter and the tears\nA place to draw the line\nWhen they say that you can't\nSay that you won't\nSo don't even give it a try\nI know, hard as it seems\nTo take all your dreams\nAnd give 'em just one more time\nAbadabadango, can you hear\nIt's the rhythm of the heart\nThat beats for a million years\nAbadabadango\nGetting loud and clear\nIf you listen close to the voice inside\nThat you wait to hear"
Crazy In The Night (Barking At Airplanes),Kim Carnes,,5UMWmHdI90c1w7Vx7Rorne,45,1985-05-05,day,0.636,0.813,5,-6.79,1,0.0326,0.0983,3.17e-05,0.0576,0.819,117.058,4,213413,Sometimes I really think\nI'm going crazy in the night\nWhen I hide down in the covers\nAnd I won't turn out the light\nI think nothing's gonna get me\nBut then again it might\nWhat can I do to keep from going\nCrazy in the night\nI need a drink of water\nBut I swallow hard instead\n'Cause it's hard to move a muscle\nWhen you're frozen in your bed\nIf I could make it to the phone\nBefore I die of fright\nWhat can I do to keep from going\nCrazy in the night\nSometimes she really thinks\nShe's going crazy in the night\nWhen she hides down in the covers\nAnd she won't turn on the light\nShe says nothing's gonna get to her\nBut then again it might\nWhat can she do to keep from going\nCrazy in the night\nThere's a monster on my ceiling\nThere's a monster on the wall\nThere are thousands in the closet\nNow they're coming down the hall\nI'm so hidden they can't find me\nBut then again they might\nWhat can I do to keep from going\nCrazy in the night\nSometimes she really thinks\nShe's going crazy in the night\nWhen she hides down in the covers\nAnd she won't turn out the light\nShe says nothing's gonna get to her\nBut then again it might\nWhat can she do to keep from going\nCrazy in the night
Things Can Only Get Better,Howard Jones,,1RbOObDFn7GOseR1w529Zj,58,1985,year,0.752,0.743,7,-6.083,1,0.0331,0.0314,0.000117,0.128,0.832,108.254,4,235827,"[Verse 1]\nWe're not scared to lose it all, security thrown through the wall\nFuture dreams we have to realise\nA thousand sceptic hands won't keep us from the things we plan\nUnless we're clinging to the things we prize\n[Chorus]\nAnd do you feel scared? I do\nBut I won't stop and falter\nAnd if we threw it all away\nThings can only get better\n[Post-Chorus]\nWhoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh\n(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)\nWhoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh\n(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)\n[Verse 2]\nTreating today as though it was the last, the final show\nGet to 60 and feel no regret\nIt may take a little time, a lonely path, an uphill climb\nSuccess or failure will not alter it\n[Chorus]\nAnd do you feel scared? I do\nBut I won't stop and falter\nAnd if we threw it all away\nThings can only get better\n[Post-Chorus]\nWhoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh\n(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)\nWhoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh\n(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)\n[Chorus]\nAnd do you feel scared? I do\nBut I won't stop and falter\nAnd if we threw it all away\nThings can only get better\nAh!"
Let Him Go,Animotion,,59p7eFF87B2vy8lcJV9HRF,20,1996-01-01,day,0.496,0.654,9,-11.235,0,0.0351,0.15,1.16e-06,0.165,0.74,137.344,4,267933,"You're holding him so tight\nThat he can't move\nIf you never give him room\nYou're gonna lose\nHe's feeling like he's\nTied up in a knot\nEvery time he comes home late\nHe's on the spot\nTrust him to be\nThe kind of man he wants to be\nYou aren't gonna keep him long\nIf you give him the third degree\nLet him go, let him go\nDo the things he's got to do\nGive him the freedom that he needs\nEven though it worries you\nLet him go, let him go\nHave the faith that he'll be true\nIt's the only way you can be sure\nHe'll come back to you\nYou want your life with him\nTo work so well\nYou forget the love you need\nTo give yourself\nI understand your desire\nTo keep him near\nBut you poison love when\nYou mix it up with fear\nTrust yourself to be the woman\nThat you want to be\nIf you both have room to grow\nThen you'll live in harmony\nLet him go, let him go\nDo the things he's got to do\nGive him the freedom that he needs\nEven though it worries you"
Sweet Sweet Baby (I'm Falling),Lone Justice,,78KpKa4Z7GEDkbJ6hdKI1a,26,1985-01-01,day,0.658,0.666,0,-10.728,1,0.0317,0.366,0.000114,0.436,0.713,127.781,4,250427,
Everybody Wants To Rule The World,Tears For Fears,,4RvWPyQ5RL0ao9LPZeSouE,88,1985-02-25,day,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4,251489,"[Verse 1]\nWelcome to your life\nThere's no turning back\nEven while we sleep\nWe will find you\n[Chorus]\nActing on your best behaviour\nTurn your back on Mother Nature\nEverybody wants to rule the world\n[Verse 2]\nIt's my own design\nIt's my own remorse\nHelp me to decide\nHelp me make the\n[Chorus]\nMost of freedom and of pleasure\nNothing ever lasts forever\nEverybody wants to rule the world\n[Bridge]\nThere's a room where the light won't find you\nHolding hands while the walls come tumbling down\nWhen they do, I'll be right behind you\n[Chorus]\nSo glad we've almost made it\nSo sad they had to fade it\nEverybody wants to rule the world\n[Instrumental Interlude]\n[Chorus]\nI can't stand this indecision\nMarried with a lack of vision\nEverybody wants to rule the—\nSay that you'll never, never, never, never need it\nOne headline, why believe it?\nEverybody wants to rule the world\nAll for freedom and for pleasure\nNothing ever lasts forever\nEverybody wants to rule the world"
"The Goonies 'r' Good Enough - From ""The Goonies"" Soundtrack",Cyndi Lauper,,1hY60LJWE6B9gHV1Oi9kE5,53,1985-01-09,day,0.71,0.807,1,-8.97,0,0.0378,0.25,1.88e-05,0.0744,0.946,139.551,4,218440,"[Verse 1]\nHere we are\nHanging onto strains of greed and blues\nBreak the chain then we break down\nOh, it's not real if you don't feel it\nUnspoken expectations\nIdeals you used to play with\nThey've finally taken shape for us\n[Chorus]\nWhat's good enough for you\nIs good enough for me\nIt's good enough\nIt's good enough for me\nYeah, yeah, yeah, yeah, yeah\n[Verse 2]\nNow you'll say\nYou're startin' to feel the push and pull\nOf what could be and never can\nYou mirror me stumblin' through those\n[Pre-Chorus]\nOld fashioned superstitions\nI find too hard to break\nOh, maybe you're out of place\n[Chorus]\nWhat's good enough for you\nIs good enough for me\nIt's good enough\nIt's good enough for me\nYeah, yeah, yeah, yeah, yeah\n(Good Enough) for you\nIs good enough for me\nIt's good, it's good enough\nIt's good enough for me\nYeah, yeah, yeah, yeah, yeah\n[Pre-Chorus]\nOld fashioned superstitions\nI find too hard to break\nOh maybe you're out of place"
People Get Ready,Jeff Beck,Rod Stewart,1Qd3CUBmJMBOmapxPYY6pZ,50,1985-07,month,0.502,0.352,2,-14.362,1,0.0276,0.437,5.84e-05,0.293,0.358,143.685,4,292693,"[Verse 1]\nPeople get ready, there's a train a-coming\nYou don't need no baggage, you just get on board\nAll you need is faith to hear the diesels humming\nDon't need no ticket, you just thank the Lord\n[Verse 2]\nPeople get ready for the train to Jordan\nPicking up passengers from coast to coast\nFaith is the key, open the doors and board 'em\nThere's room for all among the loved the most\n[Guitar Solo]\n[Verse 3]\nThere ain't no room for the hopeless sinner\nWho would hurt all mankind just to save his own\nHave pity on those whose chances are thinner\n'Cause there's no hiding place from the Kingdom's throne\n[Verse 1]\nSo people get ready for the train a-coming\nYou don't need no baggage, you just get on board\nAll you need is faith to hear the diesels humming\nDon't need no ticket, you just, you just thank the Lord\n[Guitar Solo]\nYeah, wooo!\nYeah\n[Outro]\nI'm getting ready\nI'm getting ready\nThis time I'm ready\nThis time I'm ready"
Fright Night,The J. Geils Band,,,,,,,,,,,,,,,,,,,"Fright (fright, fright, fright)\nNight (night, night, night)\nFright (fright, fright, fright)\nNight (night, night, night)\nPeople say I'm crazy and I make no sense\nBut they don't understand the man's got influence\nHe's a gigolo, a liar, a man of many faces\nSo don't be fooled by what you think you see\nHe's gonna make his move on you and me\nFright Night (Fright Night)\nWho's it gonna be tonight\nLock your doors and windows tight\nSoon you'll all believe I'm right\nWe're all in for a most frightening night\nIntuition tells me that it's time to blow\nBut my sense of danger tells me no\nI've got to find a weakness to put an end to this\nCan't you see he's tearing us apart?\nI've got to drive a stake right through his heart\nFright Night (Fright Night)\nWho's it gonna be tonight\nLock your doors and windows tight\nSoon you'll all believe I'm right\nWe're all in for a most frightening night\nFright Night (Fright Night, Fright Night)\nI look into the mirror and it's as black as night\nI see it fall to pieces as my heart ignites\nJust waiting for the moment for that connecting thrill\nDon't make a move, we've got to keep real still\nWe're waiting here and we're dressed up to kill (watch out)"
Possession Obsession,Daryl Hall & John Oates,,5EqXvbkJoWMfJHbAs97jRb,37,1984,year,0.749,0.623,7,-6.427,0,0.0271,0.127,3.13e-06,0.104,0.897,114.814,4,276773,
Black Kisses Never Make You Blue,Curtie,,,,,,,,,,,,,,,,,,,
Tough All Over,John Cafferty & the Beaver Brown Band,,5u9hEzSlbzmZpwopPn1j9G,29,1993-07-08,day,0.609,0.799,9,-10.352,1,0.0349,0.0188,1.01e-05,0.0779,0.505,132.961,4,277533,
Suddenly,Billy Ocean,,65h7Qhxl2WfW31Bl6sjWAI,59,1984-09-12,day,0.496,0.338,10,-9.512,0,0.0316,0.733,0.0,0.115,0.202,129.486,4,234707,"I used to think that love was just a fairy tale\nUntil that first hello, until that first smile\nBut if i had to do it all again\nI wouldn't change a thing\nCause this love is everlasting\nSuddenly, life has new meaning to me\nThere's beauty up above\nAnd things we never take notice of\nYou wake up, and suddenly you're in love\nOoh yeah\nGirl you're everything a man could want and more\nOne thousand words are not enough\nTo say what I feel inside\nHolding hands as we walk along the shore\nNever felt like this before\nNow you're all I'm living for\nSuddenly, life has new meaning to me\nThere's beauty up above\nAnd things we never take notice of\nYou wake up, and suddenly you're in love\nEach day I pray, this love affair would last forever\nOh hoh\nSuddenly, Life has new meaning to me\nThere's beauty up above\nAnd things we never take notice of\nYou wake up, suddenly you're in love\nOoh\nThere's beauty up above\nAnd things we never take notice of\nYou wake up, suddenly you're in love\nOoh..."
Angel,Madonna,,7ov1nZ2QZc3LIuCXXERZP0,52,1984-11-12,day,0.754,0.618,7,-13.66,1,0.0357,0.298,0.000207,0.345,0.836,133.237,4,236133,"[Verse 1]\nWhy am I standing on a cloud\nEvery time you're around?\nAnd my sadness disappears\nEvery time you are near\n[Pre-Chorus]\nYou must be an angel\nI can see it in your eyes\nFull of wonder and surprise\nAnd just now, I realize\n[Chorus]\nOoh, you're an angel\nOoh, you're an angel\nOoh, you're an angel\nIn disguise, I can see it in your eyes\n[Verse 2]\nWalking down a crowded avenue\nOther faces seem like nothing next to you\nAnd I can't hear the traffic rushing by\nJust the pounding of my heart and that's why\n[Pre-Chorus]\nYou must be an angel\nI can see it in your eyes\nFull of wonder and surprise\nAnd just now, I realize\n[Chorus]\nOoh, you're an angel\nOoh, you're an angel\nOoh, you're an angel\nIn disguise, I can see it in your eyes\nOoh, you're an angel\nOoh, you're an angel\nOoh, you're an angel in disguise\nI can see it in your eyes"
Black Cars,Gino Vannelli,,6RL5nRfZ2ubP8wIiPOjOSr,37,1985,year,0.652,0.944,9,-4.725,1,0.051,0.142,0.00482,0.119,0.673,129.031,4,188600,"Ooh!\nUnder the cover of night\nShe crawls into sight\nHer skin is cold, china white\nShe's a dark angel wearing dark glasses\nDark shadows under long false lashes\nHey!\nThe light exposes the cracks\nShe wears her makeup like wax\nOoo, to hide every scratch\n'Cause she a dark angel riding dark horses\nSitting pretty in her dim lit corners ...\nI say\nBlack cars look better in the shade\nBlack cars\nShe smears her lipstick on right before she sleeps\nFor all those phantom lovers in her dreams\nShe smokes them French cigarettes\nIn cocktail gloves and a strapless dress\nShe cuts a perfect silhouette\nBut she's a dark angel wearing dark glasses\nA fading beauty as the night time passes\nI say\nBlack cars look better in the shade\nBlack cars\nBlack cars look better in the shade\nBlack cars\nBlack cars look better in the\nBlack cars\nBlack cars look better in the Hey!\nShade\nShade\nHey, hey, hey\nHey hey\nHey hey"
