song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
Under The Influence,Vanity,,,,,,,,,,,,,,,,,,,"Some habits are too hard to break\nYou give in\nThen you're hooked on what you take\nWhy don't you come close?\nI need an overdose\nBecause you've got me\nYou got me\nUnder the influence\nOf a four-letter word on my mind\nYou got me\nUnder the influence\nAnd \nI'll do anything anytime\nMy empty nights, you fill them up\nI don't know when to say I've had enough\nIntoxicate me\nWith every kiss you've got\nI know I must be\nI must be under the influence\nOf a four-letter word on my mind\nYou got me under the influence\nAnd I'll do anything anytime\nI must be under the influence\nOf a love that is sweeter than wine\nYou got me under the influence\nAnd \nmy willpower's so hard to find\nI must be under the influence\nOf a four-letter word on my mind\nYou got me under the influence\nAnd I'll do anything anytime\nI must be under the influence\nOf a love that gets sweeter than wine\nYou got me under the influence\nAnd my willpower's so hard to find\n(Repeat 1st chorus until fade)"
Secret Lovers,Atlantic Starr,,4nKPgKXfFiPW7cNex5oDtt,52,1986,year,0.339,0.379,0,-15.08,1,0.0528,0.653,3.56e-06,0.219,0.429,74.142,4,330667,"Here we are\nThe two of us together\nTaking this crazy chance\nTo be all alone\nWe both know that\nWe should not be together\nCause if we're found out\nIt could mess up both our happy homes\nI hate to think about us\nAll meeting up together\nCause soon as I\nLooked at you\nIt would show on my face\nThen they'll know that\nWe've been loving each other\nThey can never know\nNo, no, no\nWe can't leave a trace\nSitting at home\nI do nothing all day\nBut think about you\nAnd hope that you're okay\nHoping you'll call\nBefore anyone gets home\nI'll wait anxiously\nAlone by the phone\nHow could something so wrong\nBe so right?\nI wish we didn't have to\nKeep our love out of sight, yeah\nLiving two lives\nJust ain't easy at all\nBut we gotta hang on in there\nOr fall"
So Far Away,Dire Straits,,3pGBIgFdfdnjtHDJR4nbrR,53,1985-05-13,day,0.689,0.463,4,-11.716,1,0.0285,0.249,0.18,0.0589,0.702,114.455,4,312133,"[Verse 1]\nHere I am again in this mean old town\nAnd you're so far away from me\nAnd where are you when the sun go down?\nYou're so far away from me\n[Chorus]\nYou're so far away from me\nYou're so far I just can't see\nYou're so far away from me\nYou're so far away from me, alright\n[Verse 2]\nI'm tired of being in love and being all alone\nWhen you're so far away from me\nI'm tired of making out on the telephone\nCause you're so far away from me\n[Chorus]\nYou're so far away from me\nYou're so far I just can't see\nYou're so far away from me\nYou're so far away from me, alright\n[Verse 3]\nAnd I get so tired when I have to explain\nWhen you're so far away from me\nSee, you've been in the sun, and I've been in the rain\nAnd you're so far away from me\n[Chorus]\nYou're so far away from me\nYou're so far I just can't see\nYou're so far away from me\nYou're so far away from me, take it down\n[Outro]\nYou're so far away from me\n(You're so far)\nOh, you're so far away from me\nYeah, you're so far away from me\nSo far away from me\n(You're so far)\nAnd you're so far away from me\nSo far away from me\n(You're so far)\nSo far away from me\nOh, so far away from me\nYou're so far away from me\nSo far away from me\n(You're so far)\nSo far away from me, yeah\nSo far away from me\n(You're so far), right\n(You're so far)\nYou're just so far away from me"
These Dreams,Heart,,22wWxHGHRH8gZXNDXRgSqY,64,1985-07-06,day,0.535,0.532,11,-9.865,1,0.0291,0.508,0.0,0.0868,0.3,79.106,4,254476,"[Verse 1]\nSpare a little candle, save some light for me\nFigures up ahead moving in the trees\nWhite skin in linen, perfume on my wrist\nAnd the full moon that hangs over these dreams in the mist\n[Verse 2]\nDarkness on the edge, shadows where I stand\n(\nShadows where I stand\n)\nI search for the time on a watch with no hands\nI want to see you clearly, come closer than this\n(\nAll that I remember\n)\nBut all I remember are the dreams in the mist\n[Chorus]\nThese dreams go on when I close my eyes\nEvery second of the night, I live another life\nThese dreams that sleep when it's cold outside\nEvery moment I'm awake, the further I'm away\n(\nThe further I'm away\n)\n[Verse 3]\nIs it cloak and dagger, could it be spring or fall?\nI walk without a cut through a stained-glass wall\n(\nWeaker in my eyesight\n)\nWeaker in my eyesight, the candle in my grip\n(\nWords that have no form\n)\nAnd words that have no form are falling from my lips\n[Chorus]\nThese dreams go on when I close my eyes\nEvery second of the night, I live another life\nThese dreams that sleep when it's cold outside\nEvery moment I'm awake, the further I'm away\n(\nThe further I'm away\n)\n[Bridge]\nThere's something out there, I can't resist\nI need to hide away from the pain\nThere's something out there, I can't resist"
A Little Bit Of Love (Is All It Takes) - Extended Mix,New Edition,Louil Silas Jr.,5Xyvly56qugv3k5Y95eQ9t,10,1985-11-08,day,0.723,0.859,5,-8.963,0,0.137,0.0608,1.26e-05,0.165,0.467,100.2,4,393990,"[Intro: Ralph]\nYeah\nWoo...ooh...ooh...ooh...\n[Verse 1: Ralph Tresvant]\nYou say you want to be the one I need\nYou say you want to be the one for me\nYou say you want to be the one I need\nBut then you go and act so crazy\nYou say you never want to let me go\nYou say you want to be the one I hold\nYou say you never want to let me go\nBut then you go and leave me lonely\n[Pre-Chorus: Ralph]\nIf you want to make things right\nLove can make a way\nIf you want to take the time\nAct like what you say, yeah\n[Chorus: (Ralph)]\nA little bit of love is all it takes\nA little bit of love goes a long, long way\nA little bit of love is all it takes\n(A little bit of love is lovely)"
Hands Across America,Voices Of America,,,,,,,,,,,,,,,,,,,
I Think It's Love,Jermaine Jackson,,4UEIyuKqxfhsAFIttflI9f,20,1986-02-12,day,0.466,0.899,7,-8.125,1,0.0494,0.351,1.73e-05,0.178,0.836,127.914,4,233453,"I'm a greedy lover for lovin'\nOnly for you\nI'm a choosy lover\n'Cause only your love will do\nNot like one who finds true lovin'\nYet searches for more lovin'\nTheir whole life through\nNot me because I'm an easy take\nWhen love is here to make like this\nI'll tell you that I'm a kissin' fool\nWhen under the magic of your kiss\nOooh, not like one who finds the sweetest\nBut cannot believe that the best will do\nI tell you I know nobody else but you\nCan do for me what you do, baby\nI think it's love, darling\nI really do\nI think you feel, darling\nThe same way, too\nI'm a woman lover\nWhenever it's you with me\nI'm your sweet surrender\nIf you'll stay in love eternally\nOooh, I've no time for vacillating\nAsking me if I am a happy man\nI tell you, I know, I know I am\nI got love, we've got love\nIn the palm of our hands\nI think it's love, darling\nI really do\nI think you feel, darling\nThe same way, too\nI know it's real, darling\nI really do\nI think you feel, darling\nThe same way, too"
Call Me,Dennis DeYoung,,5icgnsjQiYwiEq8i0YoGM5,19,1999-01-01,day,0.577,0.316,0,-7.699,1,0.0294,0.831,1.21e-06,0.0528,0.147,119.205,4,285600,"Rain began to fall softly\nAs she gazed around the room\nEven now she wondered what went wrong\nA letter in her hand trembled\nAs she placed it by the phone\nAll at once there were footsteps by the door\nShe didn't want a confrontation\nTo tear them apart\nShe wasn't sure of all the feelings\nRacing through her heart\nI looked into her eyes\nKnowing something wasn't right\nAnd suddenly the tears began to show\nBabe, I know that it's wrong\nBut you know I'm really not that strong\nHow I wish I could tell you that I am\nBut before I even read this letter\nI want you to stay\nBut if I see your mind's made up\nThere's one thing I've got to say\nYou can call me\nBaby if you ever change your mind\nBelieve me when I say to you\nAnytime will be alright\nYou can call me\nOnly seven numbers on the phone\nMaybe we can talk things over\nYou're never that far from home\nNo, no, no baby you're not alone\nAnother season\nAnother change\nTwo hearts are breaking\nWith no one to blame\nI know the reasons\nYou want to go\nBut if you find that you still want me\nThere's one thing that you know"
R.O.C.K. In The U.S.A. (A Salute To 60's Rock),John Mellencamp,,0lqfBvf1Gqmmt3l5Qeirlm,64,1985,year,0.432,0.958,9,-4.009,1,0.0819,0.00943,2.79e-06,0.227,0.874,164.018,4,174360,"[Verse 1]\nThey come from the cities and they come from the smaller towns\nBeat up cars with guitars and drummers going crack, boom, bam\n[Chorus]\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A., yeah, yeah\nRocking in the U.S.A\n[Verse 2]\nWell, they said goodbye to their families, said goodbye to their friends\nWith pipe dreams in their heads and very little money in their hands\nSome are black and some are white\nThey ain't too proud to sleep on your floor tonight\nWith the blind faith of Jesus, you know that they just might\nRocking in the U.S.A\nHey\n[Verse 3]\nVoices from nowhere and voices from the larger town\nFilled our head full of dreams and turned our world upside down\nAnd there was \nFrankie Lymon\n, \nBobby Fuller\n, \nMitch Ryder\n(They were rocking)\nJackie Wilson\n, \nShangri-las\n, \nYoung Rascals\n(They were rocking)\nSpotlight on \nMartha Reeves\n, let's don't forget \nJames Brown\n[Chorus]\nRocking in the U.S.A\nHey\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A\nR.O.C.K. in the U.S.A"
Don't Walk Away,Robert Tepper,,1BT34NbvXFm1a364i8ZxJ6,23,1986,year,0.563,0.806,2,-13.92,1,0.0438,0.19,0.00384,0.203,0.908,121.141,4,262733,"Oh yeah, oh\nShe held me close, spoke my name\nI felt the sun melt the rain\nAs I lay there with her picture\nOn my shoulder\nThere in the shadows\nThere in her room\nUnder the light of the neon moon\nI could feel her memory\nGrowing colder\nShe said, ""Once\nOnce we had a purpose\nOnce, once we had a song\nOnce the feeling disappears\nIt's all gone""\nDon't walk, don't walk, don't walk away\nThe last words she heard me say\nDon't walk, don't walk away\nYeah, from love, from love\nI saw the tears\nMove down her face\nI saw the love\nGood love gone to waste\nAnd it cut me so deep and I knew\nI couldn't keep her forever\nTurning the pages\nBreaking ties\nThat far away look\nDeep in your eyes\nIt was over and done\nYou were on the run\nCome the morning"
Is That It?,Katrina & The Waves,,0ckumbydCTVz1XBj3yLLgm,8,1985-01-01,day,0.581,0.625,0,-13.612,1,0.0388,0.00815,0.00681,0.495,0.763,114.487,4,222293,"Is that it? Is that it? Is that it?\nIs that it? You gone and turned me loose\nI guess my face don't fit, baby is that it?\nYou pick me up and you put me down\nYou're so proud of it, baby is that it?\nPeople all about me talk about love-yeah\nJust don't bother asking\nWhat they're thinkin' of-yeah\nIs that it? Is that it?\nGuess my face don't fit, baby is that it?\nQue sera sera, give us the keys to your car\nThis time I'm gonna split now, baby is that it?\nIs that it? Is that it? Is that it? Is that it? Hey -\nPeople all about me talk about love-yeah\nJust don't bother asking\nWhat they're thinkin' of-yeah\nIs that it? Is that it?\nGuess my face don't fit, baby is that it?\nGuess my face don't fit, baby is that it?\nIs that it? Is that it? Is that it?\nGuess I'll say 'bye 'bye - baby, baby - 'bye 'bye!"
Absolute Beginners - 2002 Remaster,David Bowie,,5PBFhuXB9tgBaP31nfbkS5,55,1986,year,0.563,0.77,2,-8.672,1,0.0388,0.0712,0.125,0.205,0.43,114.229,4,337667,[Verse 1]\nI've nothing much to offer\nThere's nothing much to take\nI'm an absolute beginner\nAnd I'm absolutely sane\nAs long as we're together\nThe rest can go to hell\nI absolutely love you\nBut we're absolute beginners\nWith eyes completely open\nBut nervous all the same\n[Chorus]\nIf our love song\nCould fly over mountains\nCould laugh at the ocean\nJust like the films\nThere's no reason\nTo feel all the hard times\nTo lay down the hard lines\nIt's absolutely true\n[Verse 2]\nNothing much could happen\nNothing we can't shake\nOh we're absolute beginners\nWith nothing much at stake\nAs long as you're still smiling\nThere's nothing more I need\nI absolutely love you\nBut we're absolute beginners\nBut if my love is your love\nWe're certain to succeed
I Do What I Do (Theme For 9 1/2 Weeks) - 7'' Version,John Taylor,,6PRnTmFALCDZhIVpmmj4k1,21,2010-01-01,day,0.485,0.951,2,-10.656,0,0.0576,0.000204,0.0014,0.116,0.746,164.264,4,225333,
This Could Be the Night,Loverboy,,2Qt6mXHybGb8fitLAA97HT,38,1985,year,0.545,0.363,1,-15.084,0,0.0255,0.319,0.0,0.105,0.315,84.578,4,298440,"Ooh yeah\nAsk any girl\nIn this lonely world\nAsk any girl\nShe'll say, 'Make it last forever'\nI'm holding out my hand\nI finally understand\nSo turn out the lights, oh yeah\nWe'll make it last forever\nI've been down the streets of desire\nSometimes I was so uninspired\nYou found what was locked up inside of me\nThis could be the night\nThe night to remember\nWe'll make it last forever\nThis could be the night, oh, to end all nights\nI've always been the one\nLovin' on the run\nAnd that's when you come undone, oh girl\nWhy do you wait for me?\nOut on the borderline\nBetween the hurtin' lies\nAnd the true emotions\nThat makes it last forever\nThis could be the night\nThe night to remember\nWe'll make it last forever\nThis could be the night, oh, to end all nights\nI've been down the streets of desire\nSometimes I was so uninspired\nYou found what was locked up inside of me"
Night Moves,Marilyn Martin,,3NiaJXqECvnb6GABk6bmoP,25,1986,year,0.66,0.655,3,-12.967,0,0.0275,0.0818,0.0242,0.0734,0.672,130.224,4,318613,"[Verse 1]\nSlippin' away\nSilently we took the night\nHe pulled the shades\nLocking out the neon lights\nThe room was dark\nOur shadows danced in perfect time\nI held on\nTo what was for this moment mine\n[Pre-Chorus]\nWe're on the edge\nReachin' the point of no return\nCaught in a web, daring to touch\nIs it the love of the danger\nOr the danger of the love\n[Chorus]\nYou know I'm not afraid of your night moves\nYou know I'm not afraid of your night moves\nDangerous games we play\nBut you know I'm not afraid\n[Verse 2]\nSecret ways\nAlways having to pretend\nWe play the game\nOutraged innocence\nStealin' away\nSilently into the night\nSeparate ways\nStrangers in the mornin' light\n[Pre-Chorus]\nWe're on the edge\nReachin' the point of no return\nCaught in a web, daring to touch\nIs it the love of the danger\nOr the danger of the love\n[Chorus]\nYou know I'm not afraid of your night moves\nYou know I'm not afraid of your night moves\nDangerous games we play\nBut you know I'm not afraid\nYou know I'm not afraid of your night moves\nYou know I'm not afraid of your night moves\nDangerous games we play\nBut you know I'm not afraid"
I Can't Wait,Stevie Nicks,,4MI0gAD5TlqYXVyV6JePrT,45,2007-03-27,day,0.61,0.931,9,-4.955,0,0.0874,0.0037,0.00352,0.873,0.449,125.399,4,275840,"[Intro]\nI can't wait\nHow will I love you?\n(I can't wait, I can't wait)\n[Verse 1]\nSometime she talks to him\nSometimes while she's only dreaming\nThen when she wakes up\nSomehow, well, she still believes him\n[Pre-Chorus]\nYes, I know you\nThough we've been out of touch\nYes, I know you\nTo be continued, it's too much, well\n[Chorus]\nI can't wait, I can't wait\nWell, if I'm wasting my time while you make up your mind, well\nI can't wait, I can't wait\nAnd I've got to know when I can see you again, well\n(\nI can't wait, I can't wait\n)\nWell, yes, I know you\nThough we've been out of touch\n(\nI can't wait, I can't wait, I can't wait\n)\nWhat can I do when I'm crazy for you\n[Verse 2]\nShe wonders how many more hours\nHer heart will feel broken\nIn secret she says she needs to see him\nBut no words are spoken\n[Pre-Chorus]\nWell, she dances around in a circle\nWell, she's got that feeling now\nBlame it on something at first sight\nPut the blame on me if you want to\nTo be continued"
If You Were a Woman (And I Was a Man),Bonnie Tyler,,5NBPV2NQTepcZy1fD2KI43,53,1986-05-05,day,0.63,0.52,0,-14.214,1,0.0319,0.39,0.0,0.265,0.781,125.572,4,316800,"[Intro]\nIf you were a woman and I was a man\nWould it be so hard to understand?\nThat a heart's a heart and we do what we can\nIf you were a woman and I was a man...\nI was a man!\n[Verse 1]\nHow's it feel to be a woman?\nHow's it feel to be a man?\nAre we really that different?\nTell me where we stand\n[Pre-Chorus]\nI look at you, you look away\nWhy do you say we're night and day?\nI'd like to try another way\nOh, baby, for just one day\n[Chorus]\nIf you were a woman and I was a man\nWould it be so hard to understand?\nThat a heart's a heart and we do what we can\nIf you were a woman and I was a man\nIf you were a woman and I was a man\n[Verse 2]\nHow's it feel to be the hunter?\nHow's it feel to be the prey?\nIs there really a reason\nFor this game we play?\n[Pre-Chorus]\nI look at you, you look away\nWhy do you say we're night and day?\nI'd like to try another way\nOh, darling, for just one day\n[Chorus]\nIf you were a woman and I was a man\nWould it be so hard to understand?\nThat a heart's a heart and we do what we can\nIf you were a woman and I was a man\nIf you were a woman and I was a man"
Shot in the Dark,Ozzy Osbourne,,31dqpLUModJWNbxrXu6TWd,65,1986-02-22,day,0.581,0.791,6,-7.262,1,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,3,256293,"[Verse 1]\nOut on the streets I'm stalking the night\nI can hear my heavy breathing\nPaid for the kill, but it doesn't seem right\nSomething there I can't believe in\nVoices are calling from inside my head\nI can hear them, I can hear them\nVanishing memories of things that were said\nThey can't try to hurt me now\n[Chorus]\nBut a shot in the dark\nOne step away from you\nJust a shot in the dark\nAlways creeping up on you\nAll right\n[Verse 2]\nTaught by the powers that preach over me\nI can hear their empty reasons\nI wouldn't listen, I learned how to fight\nI opened up my mind to treason\nBut just like the wounded, and when it's too late\nThey'll remember, they'll surrender\nNever a care for the people who hate\nUnderestimate me now\n[Chorus]\nBut a shot in the dark\nOne step away from you\nJust a shot in the dark\nNothing that you can do\nJust a shot in the dark\nAlways creeping up on you\nAll right\n[Verse 3]\nBut just like the wounded, and when it's too late\nThey'll remember, they'll surrender\nNever a care for the people who hate\nUnderestimate me now\n[Chorus]\nBut a shot in the dark\nOne step away from you\nJust a shot in the dark\nNothing that you can do\nJust a shot in the dark\nAlways creeping up on you\nAll right"
For America,Jackson Browne,,2r0oEagiOBdEAhVzc3ltly,28,1986-02-18,day,0.521,0.831,2,-8.083,0,0.0543,0.00508,1.55e-05,0.207,0.545,143.839,4,307933,"[Verse 1]\nAs if I really didn't understand\nThat I was just another part of their plan\nI went off looking for the promise\nBelieving in the Motherland\nFrom the comfort of a dreamer's bed\nAnd the safety of my own head\nI went on speaking of the future\nWhile other people fought and bled\n[Pre-Chorus]\nThe kid I was when I first left home\nWas looking for his freedom and a life of his own\nBut the freedom that he found wasn't quite as sweet\nWhen the truth was known\n[Chorus]\nI have prayed for America\nI was made for America\nIt's in my blood and in my bones\nBy the dawn's early light\nBy all I know is right\nWe're gonna reap what we have sown\n[Verse 2]\nAs if freedom was a question of might\nAs if loyalty was black and white\nYou hear people say it all the time\n""My country wrong or right""\nI want to know what that's got to do\nWith what it takes to find out what's true\nWith everyone from the President on down\nTrying to keep it from you"
