song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
Wedding Bell Blues - Laura Nyro Cover,The 5th Dimension,,0bzNvVatHKKtAudmRvar8J,51,1969,year,0.482,0.674,9,-5.41,0,0.0321,0.548,0,0.135,0.617,118.048,4,164600,"Bill, I love you so, I always will\nI look at you and see the passion eyes of May (eyes of May)\nOh, but am I ever gonna see my wedding day (wedding day)\nI was on your side, Bill, when you were losing\nI'd never scheme or lie, Bill, there's been no fooling\nBut kisses and love won't carry me till you marry me Bill\nI love you so, I always will\nAnd in your voice I hear a choir of carousels (carousels)\nOh, but am I ever gonna hear my wedding bells (wedding bells)\nI was the one who came running when you were lonely\nI haven't lived one day not loving you only\nBut kisses and love won't carry me till you marry me Bill\nI love you so, I always will\nAnd, though devotion rules my heart, I take no bows\nOh, but Bill you're never gonna take those wedding vows (wedding vows)\nOh, come on Bill (come on Bill)\nOh, come on Bill (come on Bill)\nCome on and marry me, Bill\nI got the wedding bell blues\nPlease marry me, Bill\nI got the wedding bell blues\nWedding bell blues\nWedding bell blues\nYeah, yeah, marry me, Bill\nI got the wedding bell blues"
Don't Let Love Hang You Up,Jerry Butler,,21p9wLQ4nSLPtBhZrWhVZh,1,1969-08-15,day,0.706,0.745,2,-8.617,1,0.0466,0.0732,2.09e-06,0.245,0.902,120.055,4,149533,"Don't let love hang you up\nDon't let it make you sad and blue\nDon't let love hang you up\n'Cause it won't be long\n(Won't be long)\nSaid it won't be long\n(Won't be long)\nBefore your life is good\nWalking around in a world of rage\nSomebody just stole your sunshine away\nAnd I know the last thing that you wanna hear from me\nSome old dilapidated jive philosophy\nBut oh, get yourself together\nStop complaining about the weather, hey\nAnd don't let life hang you up\nDon't let it make you sad and blue\nI said, don't let life hang you up\n'Cause it won't be long, well, it won't be long\nI know how it feels when your love's gone wrong\nYou're long faced and lonely but you must be strong\nGo out and get yourself all lost in the crowd\nSigh a little, cry a little but for crying out loud\nDon't be around looking for sympathy\nYou won't be able to see the forest for the trees, if you"
I'll Hold Out My Hand,The Clique,,4F7DPcLkBhKIl6yhFMcwhm,6,1998-01-01,day,0.568,0.724,2,-8.443,1,0.0276,0.509,0,0.179,0.876,102.206,4,157467,"Just like a child\nGot to set your heart to believing\nBut you don't even try\nTo let yourself believe\nWhat you're feeling\n[Chorus]\nSo I'll hold out my hand\nAnd I'll be your friend\nYou don't have to be mine\nAnd I'll try and I'll try\nAnd try it again\nTo get you to open your eyes\nSo little we see\nCan show us where\nWe should be going\nAnd with what we can feel\nIs the only thing\nReally worth knowing\n[repeat Chorus]\nWon't you breath the sunshine\nOnly let it be\nWell, just turn around, see yourself\nKnow you're just like me\nWe gotta leave it all behind us\nWe got to live by different ways\nWe can't wait until tomorrow\nI got to get it done today\n[repeat Chorus]\nSo I'll hold out my hand\nI'll be your friend\nYou don't have to be mine\nWell, I'll try, try, try\nTry, try it again\nTo get you to open your eyes"
Kozmic Blues,Janis Joplin,,7eYYxblNEZKKeTT0HBQbXO,55,1969-09-11,day,0.338,0.62,7,-8.22,1,0.0455,0.737,0.267,0.624,0.5,176.922,3,261893,"[Verse 1]\nTime keeps moving on\nFriends they turn away\nI keep moving' on\nBut I never found out why\nI keep pushing so hard the dream\nI keep trying' to make it right\nThrough another lonely day, whoa a\nDawn has come at last\nTwenty-five years, honey just in one night, oh yeah\nWell, I'm twenty-five years older now\nSo I know we can't be right\nAnd I'm no better, baby\nAnd I can't help you no more\nThan I did when just a girl\n[Chorus]\nAww, but it don't make no difference, baby, no, no\nAnd I know that I could always try\nIt don't make no difference, baby, yeah\nI better hold it now, I better need it, yeah\nI better use it until the day I die, whoa\n[Verse 2]\nDon't expect any answers, dear\nFor I know that they don't come with age, no, no\nWell, I'm never going to love you any better, babe\nAnd I'm never going to love you right\nSo you'd better take it now, right now\n[Chorus]\nAww, but it don't make no difference, babe\nAnd I know that I could always try\nThere's a fire inside of everyone of us\nYou better need it now, I get to hold it, yeah\nI better use it until the day I die\n[Verse 3]\nDon't make no difference, babe, no, no, no\nAnd it never ever will, hey\nI want to talk about a little bit of loving, yeah\nI get to hold it, baby\nI'm going to need it now\nI'm going to use it, say, aah"
You've Gotta Pay the Price,Gloria Taylor,,2KOZDREeP4FsaqFs8tsMLZ,0,2020-10-30,day,0.7,0.576,6,-10.198,1,0.033,0.189,1.63e-06,0.0585,0.858,117.702,4,213046,
Midnight,Dennis Yost,Classics IV,1iwcvFex3aq5mTosFFV2RG,1,2002-04-23,day,0.33,0.318,9,-10.777,0,0.0324,0.76,1.1e-06,0.172,0.467,121.306,4,174000,
I'm Gonna Love You,The Intrigues,,5RlIBEQsCmqMPI9zbE4vwp,10,2013-05-21,day,0.555,0.824,10,-8.175,1,0.0446,0.809,0,0.648,0.946,129.758,4,133486,"La-la-la-la, la-di-da, shi-bob\nLa-la-la-la, la-di-da, shi-bob\nLa-la-la-la, la-di-da, shi-bob\nLa-la-la-la, la-di-da, shi-bob\nOh I'm gonna love (gonna love you the way I feel)\nI'm gonna love (gonna love you with a love that's real)\nI'm gonna love (gonna love you the way I feel)\nI'm gonna love (gonna love you with a love that's real)\nSometimes I love you (sometimes I love you)\nI miss my will\nI like the way you baby\nYou make me feel\nYou got my love\nAll the love I got\nAnd I can't stop\nNo baby\nStop\nNo\nOh I'm gonna love (gonna love you the way I feel)\nI'm gonna love (gonna love you with a love that's real)\nI'm gonna love (gonna love you the way I feel)\nI'm gonna love (gonna love you with a love that's real)\nLa-la-la-la, la-di-da, shi-bob\nLa-la-la-la, la-di-da, shi-bob\nLa-la-la-la, la-di-da, shi-bob\nLa-la-la-la, la-di-da, shi-bob\nSo I got to give you baby\nEverything I'e got\nI can't stop\nNo baby\nStop\nNo\nOh I'm gonna love (gonna love you the way I feel)\nI'm gonna love (gonna love you with a love that's real)\nI'm gonna love (gonna love you the way I feel)\nI'm gonna love (gonna love you with a love that's real)\nReally gotta have it (gonna love you the way I feel)\nI got to need you (gonna love you with a love that's real)\nI really got to have you (gonna love you the way I feel)"
A World Without Music,Archie Bell & The Drells,,6cEfNnApZLeaYFUjHgpl4P,2,1969,year,0.798,0.712,0,-6.16,1,0.0972,0.283,9.26e-06,0.377,0.914,124.767,4,137013,
Theme From Electric Surfboard,Brother Jack McDuff,,,,,,,,,,,,,,,,,,,
Guess Who,Ruby Winters,,2fhqzWRkNYcwmsNTPUPg96,1,2019-10-01,day,0.299,0.363,2,-10.734,1,0.0581,0.87,0.107,0.377,0.258,185.432,3,183066,
Eleanor Rigby,Aretha Franklin,,5ryGpLshVg4CFM42WEDzcd,33,1970-01-15,day,0.796,0.555,2,-9.537,1,0.055,0.629,1.36e-06,0.134,0.96,124.508,4,158200,"[Verse 1]\nI'm Eleanor Rigby\nI picked up the rice in the church where the weddings have been, yeah\nI'm Eleanor Rigby\nI'm keeping my face in a jar by the door\nIf you want to know what is it for, Well\n[Chorus]\nAll the lonely people\nWhere do they all come from?\nAll the lonely people\nWhere do they all belong?\n[Verse 2]\nFather McKenzie\nWriting the words to a sermon\nThat no one will hear\nNo one comes near\nLook at him working\nKnotting his socks in the night\nWhat does he care, yeah\n[Chorus]\nAll the lonely people\nWhere do they all come from?\nAll the lonely people\nWhere do they all belong?\nYeah\n[Bridge]\n(Eleanor) Mhm\n(Eleanor Rigby) Mhm, yeah\n(Eleanor) Eleanor, yeah\n(Eleanor Rigby) Mhm, mhm\n[Verse 3]\nEleanor Rigby died in the church\nAnd was buried along with her name\nNobody came\nFather McKenzie Wiping the dirt from his hands\nAs he walks from the grave"
Going In Circles,The Friends Of Distinction,,5gUk26spbkbYgXmDTMbW3C,48,1969-03-26,day,0.385,0.339,4,-10.413,1,0.0373,0.809,0,0.307,0.278,117.449,3,252280,"I'm an ever rollin' wheel, without a destination real\nI'm an ever spinning top, whirling around till i drop\nOh but what am i to do, my mind is in a whirlpool\nGive me a little hope, one small thing to cling to\nYou got me going in circles(oh round and round i go)\nYou got me going in circles\n(oh round and round i go, i'm spun out over you)\nI'm a faceless clock, with timeless hopes that never stop\nLord but i feel that way, of my soul. My soul is stay\nOh but what am i to do, my mind is in a whirlpool\nGive me a little hope, one small thing to cling to\nYou got me going in circles(oh round and round i go)\nYou got me going in circles\n(oh round and round i go) I'm spun out over you\n(i need you baby) over you (i need you baby) spun out over you\n(i need you baby, i need you baby baby) (oh baby)\nI'm spun(i need you baby) i said i'm spun out over you(i need you baby)\nSpun out over you(i need you baby, i need you baby, i need you baby)"
Groovy Grubworm,Harlow Wilcox & The Oakies,,71APvYH7d5dFn8CgifmLm0,12,1969-01-01,day,0.78,0.627,9,-10.372,1,0.0456,0.195,0.564,0.104,0.934,115.271,4,133389,
"Mind, Body and Soul",The Flaming Ember,,,,,,,,,,,,,,,,,,,
Blistered/See Ruby Fall,Johnny Cash,,,,,,,,,,,,,,,,,,,
I'm Tired - Where Am I,Savoy Brown,,6f8jpTDZ0uekP9RxuAvo8T,51,1969-01-01,day,0.627,0.257,2,-16.129,1,0.043,0.725,0.00538,0.107,0.263,109.335,4,305200,I'm tired of being a fool\nAnd my mind going from hot to cool\nAnd trying to conform to others ideas\nAnd someone else's rules\nThe life I'm living ain't mine\nI'm supposed to feel that's fine\nI didn't make the world I'm living in\nAnd I ain't gonna toe the line\nI'm tired of trying to be something I know ain't me\nI'm tired of living up to what people expect me to be\nYou know some people are different\nNow ain't that a crying shame\nNow wouldn't be a real drag if we were all the same\nAnd I'm not going to try to please\nEyes that just don't see\nIf I get myself together\nYou'll have the blues not me\nI'm tired of trying to be something I know ain't me\nI'm tired of living up to what people expect me to be\nYou know some people are different\nNow ain't that a crying shame\nNow wouldn't be a real drag if we were all the same\nAnd I'm not going to try to please\nEyes that just don't see\nIf I get myself together\nYou'll have the blues not me\nYou'll have the blues not me
Lady-O - Remastered,The Turtles,,5ENPFf3Q9qRXHVv5jSRLxS,12,2016-08-19,day,0.238,0.139,7,-14.901,1,0.0322,0.8,0.022,0.114,0.186,92.408,4,172294,"While you sit and seek\nA crescent moon is laying at your feet\nWith hope that's made of sand\nYou don't think you can\nBut you've held it all in your hands\nI've been tryin' hard to keep\nFrom needing you but from the start\nMy heart just rolled and flowed\nI've seen where it goes\nStill somehow my love for you grows, Lady-O\nSo on my heels I'll grow wings\nGonna ride silver strings\nBut I'll see you in my holiest dreams, Lady-O\nSo on my heels I'll grow wings (Ooh, la, la, la, la-la-la)\nGonna ride silver strings (La, la, la, la, la-la-la)\nBut I'll see you in my holiest dreams, Lady-O\nI've been tryin' hard to keep\nFrom needing you but from the start\nMy heart just rolled and flowed\nI've seen where it goes\nStill somehow my love for you grows, Lady-O\nBa, da, da, da, mm-mm-mm (Da, la, la, la, la-la-la)\nLa, la, la-la-la, mm (La, la, la, la, la-la-la)"
Voodoo Woman,Simon Stokes & The Nighthawks,,5qwlLXzZ0FtwQYxwwsbWQw,1,2007-01-23,day,0.594,0.773,9,-6.872,1,0.0754,0.0382,4.61e-06,0.0724,0.856,157.148,4,147680,
Too Many Cooks (Spoil The Soup),100 Proof Aged in Soul,,,,,,,,,,,,,,,,,,,
It's Been A Long Time,Betty Everett,,,,,,,,,,,,,,,,,,,
Mr. Limousine Driver - Remastered,Grand Funk Railroad,,6p37vbN1ckKthSv1XwnJ5N,29,1969,year,0.299,0.601,9,-8.185,1,0.0304,0.0137,0.124,0.257,0.487,177.442,4,267293,"Hey, Mr. Limousine Driver\nCan I ask you a favor, please?\nLet her in my door and don't look back here no more\nI know you can do it with ease\nAlthough we're on our way from the show\nAnd you don't like to get off the track\nPlease, Mr. Chauffeur, let's talk things over\n'Cause she says she loves me and that's a fact\nCan you hear what I'm sayin'?\nIt's not like I'm prayin'\nYou know because you've done it before\nSo, why make me wait, please don't hesitate\nJust get back here and let her in my door\nHey, Mr. Limousine Driver\nI know you know where it's at\nToo late will be later, you just read your evening paper\nAnd don't worry 'bout what's goin' on in back\nHey, Mr. Limousine Driver\nHey, Mr. Limousine Driver"
Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",,2PuUFT13yCzUOZun94WOXv,62,1969-05-29,day,0.458,0.364,9,-13.126,1,0.0431,0.467,0,0.197,0.3,154.215,4,444053,
On The Dock Of The Bay,The Dells,,,,,,,,,,,,,,,,,,,"Sitting in the morning sun\nI'll be sitting till the evening come\nWatching the ship roll in\nAnd I'll watch em roll away again, yeah\n(I'm sitting on the dock of the bay)\nWatching the tide (tide roll away)\nOoh, Lord, sitting on the dock of the bay\nWasting time, time\nI left my home in Georgia\nHeaded for the Frisco Bay\nI have nothing to live for\nSeems like nothing's\nGonna come my way\nLet me hear you say\n(I'm sitting on the dock of the bay)\nWatching the tide (tide roll away)\nOoh, Lord, sitting on the dock of the bay\nAnd I'm just wasting time\nLook like nothing's gonna change\nEverything remains the same\nI can't do what ten people\nWants me to do now\nSo I guess I'll remain the same\nHey, sitting here resting my bones\nCause this loneliness won't leave me alone\nTwo thousand miles I roam\nJust to make this dock my home\nLet me hear you all say now\n(Sitting on the dock of the bay)\nWatching the tide (tide roll away)\nOoh, Lordy, Lord, now\nSitting on the dock of the bay\nAnd I'm wasting time, ooh"
Sugar Sugar,The Archies,,6MTd61g9zq6CB1FnJydjEb,69,1969-11-14,day,0.757,0.725,2,-7.259,1,0.0275,0.399,0,0.108,0.965,122.439,4,167213,"[Chorus]\nSugar, ah honey honey\nYou are my candy girl\nAnd you've got me wanting you\nHoney, ah sugar sugar\nYou are my candy girl\nAnd you've got me wanting you\n[Verse 1]\nI just can't believe the loveliness of loving you\n(I just can't believe it's true)\nI just can't believe the wonder of this feeling, too\n(I just can't believe it's true)\n[Chorus]\nAh sugar, ah honey honey\nYou are my candy girl\nAnd you've got me wanting you\nAh honey, ah sugar sugar\nYou are my candy girl\nAnd you've got me wanting you\n[Verse 2]\nWhen I kissed you, girl, I knew how sweet a kiss could be\n(I know how sweet a kiss can be)\nLike the summer sunshine pour your sweetness over me\n(Pour your sweetness over me)\n[Pre-Chorus]\nSugar, pour a little sugar on it honey\nPour a little sugar on it baby\nI'm gonna make your life so sweet, yeah yeah yeah\nPour a little sugar on it oh yeah\nPour a little sugar on it honey\nPour a little sugar on it baby\nI'm gonna make your life so sweet, yeah yeah yeah\nPour a little sugar on it honey\n[Chorus]\nAh sugar, ah honey honey\nYou are my candy girl\nAnd you've got me wanting you\nOh honey, honey, sugar sugar...\nYou are my candy girl"
Suspicious Minds,Elvis Presley,,1H5IfYyIIAlgDX8zguUzns,77,1969-06-17,day,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,4,261280,"[Verse 1]\nWe're caught in a trap, I can't walk out\nBecause I love you too much, baby\nWhy can't you see what you're doin' to me\nWhen you don't believe a word I say?\n[Chorus]\nWe can't go on together\nWith suspicious minds (\nWith suspicious minds\n)\nAnd we can't build our dreams\nOn suspicious minds\n[Verse 2]\nSo if an old friend I know stops by to say hello\nWould I still see suspicion in your eyes?\nHere we go again, asking where I've been\nYou can't see the tears are real, I'm cryin' (\nYes, I'm cryin'\n)\n[Chorus]\nWe can't go on together\nWith suspicious minds (\nWith suspicious minds\n)\nAnd we can't build our dreams\nOn suspicious minds\n[Bridge]\nOh, let our love survive\nI'll dry the tears from your eyes\nLet's don't let a good thing die\nWhen, honey, you know I've never lied to you\nMmm, yeah, yeah\n[Verse 1]\nWe're caught in a trap, I can't walk out\nBecause I love you too much, baby\nWhy can't you see what you're doin' to me\nWhen you don't believe a word I say?\n[Outro]\nWell, don't you know I'm caught in a trap? I can't walk out\nBecause I love you too much, baby\nWell, don't you know I'm caught in a trap? I can't walk out\nBecause I love you too much, baby\nWell, don't you know I'm caught in a trap? I can't walk out\nBecause I love you too much, baby\nWell, don't you know I'm caught in a trap? I can't walk out\nBecause I love you too much, baby\nWell, don't you know I'm caught in a trap? I can't walk out\nBecause I love you too much, baby\nWell, don't you know I'm caught in a trap? I can't walk out\nBecause I love you too much, baby"
Try A Little Kindness,Glen Campbell,,2VYF84ZzEofEYYg0cCxETc,51,1970-01-01,day,0.323,0.666,4,-5.925,1,0.0335,0.31,0,0.163,0.734,176.455,4,146293,If you see your brother standing by the road\nWith a heavy load from the seeds he sowed\nAnd if you see your sister falling by the way\nJust stop and say you're goin' the wrong way\nYou've got to try a little kindness yes show a little kindness\nYes shine your light for everyone to see\nAnd if you'll try a little kindness and you'll overlook the blindness\nOf the narrow minded people on the narrow minded streets\nDon't walk around the down and out lend a helping hand instead of doubt\nAnd the kindness that you show every day will help someone along their way\nYou've got to try a little kindness...\nYou've got to try a little kindness...
Undun,The Guess Who,,3zsWzIGaMYfB8V9dPx2nge,50,1971,year,0.559,0.378,7,-15.746,1,0.0322,0.441,2.61e-06,0.298,0.563,135.657,4,206307,"[Verse 1]\nShe's come undone\nShe didn't know what she was headed for\nAnd when I found what she was headed for\nIt was too late\nShe's come undone\nShe found a mountain that was far too high\nAnd when she found out she couldn't fly\nIt was too late\n[Chorus]\nIt's too late\nShe's gone too far\nShe's lost the sun\n[Verse 2]\nShe's come undone\nShe wanted truth, but all she got was lies\nCame the time to realize\nAnd it was too late\nShe's come undone\nShe didn't know what she was headed for\nAnd when I found what she was headed for\nMama, it was too late\n[Chorus]\nIt's too late\nShe's gone too far\nShe's lost the sun\nShe's come undone\nNo-na-na, no-na-na, no-na-na\n[Bridge]\nToo many mountains and not enough stairs to climb\nToo many churches and not enough truth\nToo many people and not enough eyes to see\nToo many lives to lead and not enough time"
Love Will Find A Way,Jackie DeShannon,,4QU9f1lOmTHwIyH0YbbX67,2,1996-01-01,day,0.653,0.376,0,-14.969,1,0.0357,0.818,0.336,0.122,0.855,114.273,4,159867,"There can be a new tomorrow\nThere can be a brighter day\nThere can be a new tomorrow\nLove will find a way\nLove will find a way\nThe days go passin' by and we try to live life so carefree\nWond'rin' what is real, do you feel there's a change that should be?\nIn the end what will win?\nLet's hold on, keep love strong\nThere can be a new tomorrow\nAnd there can be a brighter day\nThere can be a new tomorrow\nLove will find a way\nLove will find a way\nWe're livin' in a time where you find we must share the burden\nIt's a heavy load on a road that is so uncertain\nIt may seem we're chasin' dreams\nBut let's hold on and keep love strong\nThere can be a new tomorrow\nAnd there can be a brighter day\nThere can be a new tomorrow\nLove will find a way\nLove will find a way\nThere can be a new tomorrow\nThere can be a brighter day\nThere can be a new tomorrow\nThere can be a brighter day\nAnd there can be a new tomorrow"
Get It From The Bottom,The Steelers,,,,,,,,,,,,,,,,,,,
