song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
Trust In Me,Etta James,,5Zu9mG353GB3p26t7M5AmR,55,1960,year,0.486,0.377,10,-6.777,0,0.0309,0.776,0.0,0.39,0.5,64.033,4,178467,"[Verse 1]\nTrust in me in all you do\nHave the faith I have in you\nLove will see us through\nIf only you trust in me\nWhy don't you, you trust me?\n[Verse 2]\nCome to me when things go wrong\nCling to me, Daddy, oh yeah and I'll be strong\nWe can get along\nWe can get along\nOh if only you trust in me\n[Bridge]\nWhile there's a moon, a moon up high\nWhile there are birds, birds to fly\nWhile there is you, you and I\nI can be sure that I love you oh\n[Verse 3]\nStand beside me\nStand beside me all the while\nCome on, Daddy, face the future\nWhy don't you smile?\nTrust in me and I'll be worthy of you\nOh yeah, why don't you trust in me in all you do?\nAnd have the faith I have in you\nOh and love will see us through\nIf only you trust in me\nYeah Yeah Yeah\nWhy don't you, you come to me?\nWhen things go wrong, cling to me\nAnd whoa, and I'll be strong\nWe can get along, we can get along\nOh, if only you trust in me"
Pony Time,Chubby Checker,,2XPEv2sB6c44DSocT2TwAc,35,1962-01-01,day,0.453,0.609,8,-6.662,1,0.0296,0.00868,3.43e-05,0.0797,0.96,77.36,4,147427,"It's pony time, get up\n(Boogety, boogety, boogety, boogety shoo)\nHey now everybody\n(Boogety, boogety, boogety, boogety shoo)\nIn the union hall\n(Boogety, boogety, boogety, boogety shoo)\nIt's pony time\n(Boogety, boogety, boogety, boogety shoo)\nWhen ya hear this call\n(Boogety, boogety, boogety, boogety shoo)\nSo get with it\nDon't quit it\nGet up\n(Boogety, boogety, boogety, boogety shoo)\nDo the pony with your partner\n(Boogety, boogety, boogety, boogety shoo)\nWith a big boss line\n(Boogety, boogety, boogety, boogety shoo)\nWell anyway ya do it\n(Boogety, boogety, boogety, boogety shoo)\nYou're gonna look real fine\n(Boogety, boogety, boogety, boogety shoo)\nSo get with it\nDon't quit it\nGet up\n(Boogety, boogety, boogety, boogety shoo)\nNow ya turn to the left when I say gee\nYou turn to the right when I say haw\nNow gee, ya ya baby\nNow haw\nOh baby, oh baby, pretty baby\nDo it baby, oh baby, oh baby\n(Boogety, boogety, boogety, boogety shoo)"
Don't Worry,Marty Robbins,,0dPfKBYyPmoSfoLJqeKAs4,43,1996-03-12,day,0.648,0.165,4,-16.446,1,0.0348,0.879,0.000216,0.13,0.435,99.585,4,194160,"[Verse 1]\nDon't worry 'bout me\nIt's all over now\nThough I may be blue\nI'll manage somehow\n[Verse 2]\nLove can't be explained\nCan't be controlled\nOne day it's warm\nNext day it's cold\n[Verse 3]\nDon't pity me\n'Cause I'm feeling blue\nDon't be ashamed\nIt might have been you\n[Verse 4]\nOh, oh, oh, ohh, ohh, love\nKiss me one time, then go, love\nI'll understand\nDon't worry 'bout me\n[Bridge]\n[Verse 5]\nSweet, sweet, sweet, love\nI want you to be\nAs happy as I\nWhen you love me\n[Verse 6]\nI'll never forget you\nYour sweet memory\nIt's all over now\nDon't worry bout me"
Find Another Girl,Jerry Butler,,6Amd6FpVPI5nJYop05KHq2,12,1961-01-01,day,0.631,0.517,1,-8.815,0,0.0386,0.907,0.0,0.176,0.728,125.593,4,172640,"Find yourself another girl\nWho will love you\nTrue, true, true\nFind yourself another girl\nSave her love and\nKisses just for you\nSave her love and\nKisses just for you\nWell, the very first\nTime I fell in love\nGot my heart broken there\nPeople would say\nWhen I passed their way\nThere's a hurt young man\nGoing there, going there\nAn unhappy lad going there\nWell, one day my mother\nCalled me to her side\nSon, why are you so blue\nMother, I've lost\nThe girl that I love\nWhy don't you\nTell me what to do\nMother, won't you\nTell what to do\nWell, she said\nFind yourself another girl\nWho will love you\nTrue, true, true\nFind yourself another girl\nSave her love and\nKisses just for you\nWho'll save her love\nAnd kisses just for you"
Tenderly (Ein Lied Erklang),Bert Kaempfert,,72EqLyVcjkRwDGAH1ATC9A,5,2011-01-01,day,0.419,0.374,3,-9.949,1,0.0272,0.273,0.481,0.259,0.357,103.308,3,192453,
Sleepy-Eyed John - Single Version,Johnny Horton,,3v0A4ZMWbbxlfP5x8w8UI6,24,1989-06-13,day,0.649,0.556,0,-13.943,1,0.0808,0.522,1.81e-06,0.0799,0.881,103.093,4,159067,"Well a-way down yonder on the Candy Creek\nI whittled out a fiddle from my wagon seat\nI fiddled my fiddle and I rubbed my bow\nPlay a little tune wherever I go\nSleepy-eyed John, you better your britches on\nSleepy-eyed John, better tie your shoe\nSleepy-eyed John, you better get your britches on\nAnd try to get to heaven 'fore the Devil gets to you\nWell, Sleepy-eyed John he stole a goose\nThe goose he flopped but he couldn't get loose\nSaid John to the goose ""If you don't be still\nWe'll miss my supper down in Candyville.""\nWell Sleepy-eyed John he had a wooden leg\nThe little leg was nothing but a little wooden peg\nOne shoe off and one shoe on\nHe'll do the double shuffle 'til the cows come home\nNow I got twenty dollars for to build a fence\nI took my money and I ain't worked since\nSold my buggy and I sold my plow\nI wouldn't take a dollar for my journey now\nWell over the hickory and down the pine\nThe raccoon laughed and the old hound whined\nJohn said ""Sic 'em"" and the raccoon left\nThey crossed Green River in a minute and a half"
A Dollar Down,The Limeliters,,4MYwuoHZRF7zcWH9zXUhDQ,2,2014-01-31,day,0.492,0.483,0,-13.851,1,0.197,0.595,5.6e-06,0.0454,0.901,211.206,4,158093,"Throughout history mankind has been plagued with triangles\nA there's the eternal triangle\nThe isosceles triangle\nAnd the schrons flippus (That’s the one! Yeah)\nHowever this song is about a friend of mine\nWho bought an automobile\nDollar down and a dollar a week\nAnd everytime he turned the wheel\nDollar down and a dollar a week\nHe got a credit card for that new machine\nDollar down and a dollar a week\nAnd he kept it full of gasoline\nDollar down and a dollar a week\nJust a dollar down and a dollar a week\nYou can get all the things you seek\nFor a dollar down and a dollar a week\nWell he went speeding on down the road\nAnd kissing his gal upon her cheek\nThey took him to jail but he put up bail\nDollar down and a dollar a week\nThe judge did fine him fifty bucks\nAnd asked if he would like to speak\nHe said, 'Judge if I may, I'd like to pay’\nDollar down and a dollar a week"
Hide Away,Freddy King,,3jkHKjSamNIw78f68dqA93,10,2020-10-29,day,0.649,0.635,9,-11.509,1,0.0306,0.194,0.597,0.0583,0.91,133.837,4,157707,
Brass Buttons,The String-A-Longs,,5gXOLsgRivNLpgYwWnG2Ou,16,1993-01-25,day,0.713,0.355,11,-14.35,1,0.0745,0.788,0.721,0.104,0.932,133.417,4,124760,
This World We Love In - Il cielo in una stanza - 2011 Remastered Version,Mina,,4L7xJVwgTStG1EFiHWQFoV,9,2011-03-15,day,0.252,0.344,3,-7.653,1,0.0286,0.924,5.05e-05,0.108,0.222,135.259,4,151387,
Life's a holiday,Jerry Wallace,,3e8Rqh9GPB4g6qPNPIYN6n,3,1961-01-01,day,0.727,0.478,7,-10.158,1,0.0429,0.788,0.0,0.184,0.803,110.763,4,153280,
Walk Right Back,The Everly Brothers,,3NUXLtK8UGdD8TvZ12b4dD,55,1962-06-01,day,0.625,0.358,1,-13.199,1,0.0342,0.749,0.0,0.0593,0.871,135.797,4,139640,"[Verse]\nI want you to tell me why you walked out on me\nI'm so lonesome every day\nI want you to know that since you walked out on me\nNothin' seems to be the same old way\nThink about the love that burns within my heart for you\nThe good times we had before you went away, oh me\n[Chorus]\nWalk right back to me this minute\nBring your love to me, don't send it\nI'm so lonesome every day\n[Verse]\nI want you to tell me why you walked out on me\nI'm so lonesome every day\nI want you to know that since you walked out on me\nNothin' seems to be the same old way\nThink about the love that burns within my heart for you\nThe good times we had before you went away, oh me\n[Chorus]\nWalk right back to me this minute\nBring your love to me, don't send it\nI'm so lonesome every day\n[Outro]\nI'm so lonesome every day\nI'm so lonesome every day"
Please Tell Me Why,Jackie Wilson,,4MiSIiIZQFOQFg9O0I9DCR,28,1960,year,0.491,0.326,10,-9.253,1,0.035,0.791,0.0,0.291,0.688,107.038,3,124787,"I tried so hard to make you stay\nNow it doesn't matter what happens from day to day\nI sit alone with tears in my eyes\nOh, please tell me why\nNights seem so long since youve been gone\nI wonder why the feelin still lingers on\nI sit alone with tears in my eyes\nPlease tell me why\nBlack dirt under my feet\nStorm clouds over my head\nAll I do each and every night is just weep in my lonely bed\nI sit alone with tears in my eyes\nPlease tell me why"
Think Twice,Brook Benton,,1fYclWC8g0GAjQUrGQh4ZC,10,1977,year,0.442,0.217,3,-14.609,1,0.038,0.935,0.00757,0.12,0.321,79.065,3,167102,"You don't know how much you hurt me\nWhen you broke our precious vows\nBut I can't stop loving you\nI know it's too late to turn back now\nThough I said, ""Go on, be happy, bless you, child""\nI thought you could guess somehow\nMy secret heart was saying\n""Man, it's too late to turn back now""\nWas I a fool from the start\nBuilding castles in the skies?\nOr did I just dream I saw\nHeaven shining in your eyes?\nIf you knew how much I love you, yes, I do\nOh, my darling, your heart would bow\nMmm, yes, you'd know, you'd know why I have said\n""It's too late to turn back now""\n(Too late to turn back now)\nYes, I love you\n(Too late to turn back now)"
(Love Theme From) One Eyed Jacks,Ferrante,,,,,,,,,,,,,,,,,,,
"Like, Long Hair",Paul Revere & The Raiders,,1IIpglMfoS0Rge2ZpBTmRm,9,1990-04-04,day,0.36,0.939,0,-10.377,1,0.0365,0.8,0.841,0.0841,0.7,85.483,4,115360,
Shu Rah,Fats Domino,,1E1ivNaCO40o7mjdWgUC3G,23,2016-01-01,day,0.666,0.591,0,-11.208,0,0.0318,0.0954,0.617,0.0809,0.851,112.749,4,104733,"Here comes my baby\nShu Rah\nOh how you're doin\nShu Rah\nGlad to see you\nShu Rah\nSo let me kiss you\nShu Rah\nOh Oh Shu Rah Oh Oh Oh\nAll way 'round\nAll way 'round\nShu Rah\nNow grab your lover\nShu Rah\nBack to back\nShu Rah\nHead to head\nShu Rah\nFace to face\nShu Rah\nNow kiss your lover\nShu Rah\nOh, oh Shu Rah\nOh Oh"
(Theme from) My Three Sons,Lawrence Welk And His Orchestra,,,,,,,,,,,,,,,,,,,
"Gee Whiz, Look at His Eyes",Carla Thomas,,68IngNKFxLJQZvTyzYIKIg,35,1961,year,0.228,0.358,5,-7.161,1,0.0306,0.582,2.84e-06,0.129,0.324,179.652,3,141840,"Gee whiz, look at his eyes\nGee whiz, how they hypnotize\nHe's got everything a girl could want\nMan, oh, man, what a prize, ooh, ooh!\nGee whiz, he's all the joy\nGee whiz, I could find in a boy\nHe's awful nice, it's paradise\nI hope I'm not his decoy\nHeaven up above knows how much\nI love that gentle soul\nAngels sing of a love like this\nI hope our love will grow and grow\nOh, gee whiz, I love that guy\nGee whiz, my, my, oh my\nThere are things we could do\nI could say I love you\nBut all I can say is: ""Gee whiz!"""
Theme From Dixie,Duane Eddy,,3L3nhRywze6Ri0FmU6Fp7n,6,2019-02-01,day,0.627,0.59,4,-13.312,1,0.0272,0.649,0.935,0.4,0.969,106.806,4,120333,
Once Upon a Time,Rochell & The Candles & Johnny Wyatt,,7MTHzGaWm4Z4h1hrZl9vgx,21,2018-01-19,day,0.476,0.397,4,-10.651,1,0.025,0.985,0.7,0.254,0.393,98.144,3,172653,
Ain't It Baby,The Miracles,,2CHzz0mkvgF2n1m4j2RgEk,5,1994-02-22,day,0.53,0.786,2,-8.803,1,0.0484,0.773,0.0,0.21,0.828,132.195,4,155693,"[Verse 1]\nNow you tell me that you love me\nBut I don't think it's true\nBecause I can tell by the way you act\nBy the evil things you do\n[Chorus]\nThat you want to make it in my life\nMy life in pain\nThat's what you want me to do\nAin't it, baby\nYou wanna fool around and drive me crazy\nYou wanna make me sad, you wanna treat me bad\nIt's true that's what you wanna do\nAin't it, baby\n[Verse 2]\nYou even wrote yourself a love note\nAnd signed some man's name\nAnd then you put it where I'm likely to find it\nJust a low down dirty shame\n[Chorus]\nThat you want to make it in my life\nMy life in pain\nThat's what you want me to do\nAin't it, baby\nYou wanna fool around and drive me crazy\nYou wanna make me sad, you wanna treat me bad\nIt's true that's what you wanna do\nAin't it, baby\n[Verse 3]\nWell, still girl I just can't leave you\nI'm just your fool it seems\nI've got to stay right here just to hold you near\nEven though I'm loaded with things\n[Chorus]\nThat I'm gonna live the only life I got now\nThat's what you want me to do\nAin't it, baby\nYou wanna fool around and drive me crazy\nYou wanna make me sad, you wanna treat me bad\nIt's true that's what you wanna do\nAin't it, baby\nThat's what you wanna do\nI just wanna make you blue\nCome on and tell it true\nWhat you wanna do is make me sad now\nWhat you wanna do is hurt me bad now\nI know it is, I know it is"
The Charanga,Merv Griffin,,,,,,,,,,,,,,,,,,,
Where The Boys Are,Connie Francis,,70UvKFI48DAQ2suS58bu5l,49,2005-06-14,day,0.366,0.408,0,-4.85,1,0.0301,0.81,0.0,0.328,0.378,108.819,3,157587,Where the boys are\nSomeone waits for me\nA smiling face\nA warm embrace\nTwo arms to hold me tenderly\nWhere the boys are\nMy true love will be\nHe's walking down some street in town\nAnd I know he's looking there for me\nIn the crowd of a million people\nI'll find my valentine\nAnd then I'll climb to the highest steeple\nAnd tell the world he's mine\nTill he holds me\nI'll wait impatiently\nWhere the boys are\nWhere the boys are\nWhere the boys are\nSomeone waits for me\nTill he holds me\nI'll wait impatiently\nWhere the boys are\nWhere the boys are\nWhere the boys are\nSomeone waits for me
Wheels,The String-A-Longs,,702hWDnMmWGgTEVzayZJoS,45,1960-04-21,day,0.786,0.615,0,-8.213,1,0.0359,0.681,0.126,0.136,0.884,128.466,4,116360,"Berry Chuck\nMiscellaneous\nDown The Road A Piece\nNow if you wanna hear some boogie like I'm gonna play\nIt's just an old piano and a knockout bass\nThe drummer man's a cat they call Kickin' McCoy\nYou know, remember that rubber-legged boy?\nMama's cookin' chicken fried and bacon grease\nCome on along boys it's just down the road apiece\nWell, there's a place you really get your kicks\nIt's open every night about twelve to six\nNow if you wanna hear some boogie you can get your fill\nAnd shove and sting like an old steam drill\nCome on along you can lose your lead\nDown the road, down the road, down the road apiece\nThere's a place you really get your kicks\nIt's open every night about twelve to six\nNow if you wanna hear some boogie you can get your fill\nAnd shove and sting like an old steam drill\nCome on along you can lose your lead\nDown the road, down the road, down the road apiece"
Fell In Love On Monday,Fats Domino,,499iOZxvZrkYGh0sHffvbZ,4,2016-01-01,day,0.633,0.495,5,-10.633,1,0.0263,0.877,1.67e-05,0.395,0.887,109.354,3,119307,"Yes, I fell in love last Monday\nWith a girl I met last Sunday\nAs I held her hand, tear fell like rain\nFrom the girl I met last Sunday\nHer hands were soft as cotton\nHer face could never be forgotten\nThat's how I know I love her so\nYes, the girl I met last Sunday\nHer eyes was bright as the moonlight\nHer lips was cherry red\nI knew that our love would\nIn the sweet little things she said\nYes, I fell in love last Monday\nWith the girl I met last Sunday\nNow we doing fine, she's mine, all mine\nYes, the girl I met last Sunday"
Happy Birthday Blues,Kathy Young,,,,,,,,,,,,,,,,,,,"There she sits all alone, her tear begins to shed\nA written letter in her hand, this is how it read:\nTurned sixteen just yesterday (ooh-ooh-ooh)\nAll my world was bright and gay (ooh-ooh-ooh)\nThought for sure you'd write or call but you didn't after all\nGot the Happy Birthday Blues (Happy Birthday Blues)\nMaybe you had lots to do (ooh-ooh-ooh)\nOr you found somebody new (ooh-ooh-ooh)\nHow I pray you'll hear my plea, I'm as lonely as can be\nGot the Happy Birthday Blues (Happy Birthday Blues)\nI planned just how this day would be for such a long, long time\nYou'd wish me ""Happy Birthday"" while I held your hand in mine\nI'd blow out all the candles while I wished that you and I\nWould be together ever more until the day we die\nAs I sit here in the gloom (ooh-ooh-ooh)\nOf my cold and lonely room (ooh-ooh-ooh)\nHow my heart is filled with fears and my eyes are filled with tears\nGot the Happy Birthday Blues (Happy Birthday Blues)"
Trees,The Platters,,1CrXQTpGrMhym7ASXcmTzd,9,1991-01-01,day,0.334,0.209,3,-12.374,1,0.0331,0.901,1.33e-06,0.0897,0.294,119.349,4,148827,"Trees, I think that I shall never see\nA poem lovely as a tree\nA tree whose hungry mouth is pressed\nAgainst the earth's sweet flowing breast\nA tree that looks at God all day\nAnd lifts her leafy arms to pray\nTree, a tree that may in summer wear\nA nest of robins in her hair\nUpon whose bosom snow has lain\nWho intimately lives with rain\nPoems are made by fools like me\nBut only God can make a tree\nPoems are made by fools like me\nBut only God can make a tree\n(I think that I shall never see)"
To Be Loved (Forever),The Pentagons,,,,,,,,,,,,,,,,,,,
That's It - I Quit - I'm Movin' On,Sam Cooke,,0gKhmpLiJ2awP0WlvPGPSm,36,1962-04,month,0.646,0.57,10,-7.101,1,0.121,0.753,0.0,0.121,0.925,120.1,4,151133,"When we used to say goodnight\nI'd always kiss and hold you tight\nBut lately you don't seem to care\nYou close the door and leave me\nStanding there. oh honey that's not fair\nThat's it! I quit! I'm moving on\nYeah. The other night we had a date\nAnd you showed up two hours late\nAnd though your hair was all in place\nSomebody smeared the lipstick on your face\nOh they smeared it everyplace, yeah\nThat's it! I quit! I'm moving on, aw\nYou made me want you\nYou made me need you\nYou made me tumble and fall but\nIf I can't have you the way I want you\nI don't want you at all yeah!\nBaby I can take a lot\nCause I love everything you got\nYou know your kisses thrill me so\nBut if you've got someone else\nI've gotta go aw and that you know\nThat's it honey I quit I'm moving on\nYeah now!\nYou made me want you\nYou made me need you\nYou made me tumble and fall but\nIf I can't have you the way I want you\nThen I don't want you at all yeah!\nBaby I can take a lot\nCause I love everything you got\nYou know your kisses thrill me so\nBut if you've got someone else\nI've gotta go aw and that you know"
Model Girl - Stereo,Johnny Maestro,The Crests,43cG3qOGaOCtRN58ez1Pgc,20,1993,year,0.702,0.512,10,-11.291,1,0.0361,0.777,0.0,0.202,0.963,126.541,4,149067,
The Next Kiss (Is The Last Goodbye),Conway Twitty,,7kOC1rXz5Kx6TycRg8yzMj,4,1962-01-01,day,0.489,0.535,7,-10.399,1,0.0838,0.879,0.0,0.164,0.374,77.23,4,127440,Time to say goodbye I know I've said it before\nThough I hate to go I can't be hurt anymore\nYou've never seen me with a tear in my eye\nThe next kiss is the last goodbye\nWhen I'm not around there's someone else you can call\nHalf a love is worse than havin' nothin' at all\nI needed your love and my darlin' that's why\nThe next kiss is the last goodbye\nNo more holding hands\nNo more whispering words tenderly\nKnow it breaks my heart\nThere's no other way for me\nTime to say goodbye is nothing else that I can do\nWish you all the luck with your somebody knew\nIf I said I'd forget I'd be telling a lie\nThe next kiss is the last goodbye\nJust one more kiss and then baby goodbye\nWell one one more kiss that means goodbye
The Continental Walk,The Rollers,,00Bu7AiNb06604KMuYTQAi,7,2014-01-31,day,0.603,0.732,0,-5.647,1,0.0372,0.807,0.0,0.0993,0.802,105.425,3,143627,
The Mess Around,Bobby Freeman,,3QAkevtri76hEcI6bi1iQj,2,2005-05-17,day,0.593,0.733,2,-12.244,1,0.0413,0.798,0.0,0.47,0.966,146.989,4,150200,
Hop Scotch,Santo,,,,,,,,,,,,,,,,,,,
I'm A Fool To Care,Oscar Black,,,,,,,,,,,,,,,,,,,
"Won'cha Come Home, Bill Bailey",Della Reese,,,,,,,,,,,,,,,,,,,
Ebony Eyes,The Everly Brothers,,5cGZE6yM5i0ZlWut6wawsN,42,1962-06-01,day,0.317,0.161,4,-18.856,1,0.0322,0.808,0.0,0.104,0.287,84.64,5,188093,"(Oooooooooo)\nOn a weekend pass I wouldn't have had time\nTo get home and marry, that baby of mine\nSo I went to the Chaplain and he authorized\nMe to send for my Ebony Eyes\nMy Ebony Eyes was coming to me\nFrom out of the skies on Flight 1203\nIn an hour or two, I would whisper ""I do""\nTo my beautiful Ebony Eyes\nSpoken:\nThe plane was way overdue\nSo I went inside to the airline's desk and I said:\n""Sir, I wonder why 1203 is so late""\nHe said: ""Oh they probably took off late\nOr they may have run into some turbulent weather and had to alter the course""\nI went back outside and waited at the gate\nAnd I watched the beacon light from the control tower\nAs it whipped through the dark ebony skies if it were searching for –\nMy Ebony Eyes\nAnd then came the announcement over the loudspeaker\n""Would those having relatives or friends on Flight number 1203\nPlease report to the chapel across the street at once""\nThen I felt a burning break deep inside\nAnd I knew the heavenly ebony skies\nHad taken my life's most wonderful prize\nMy beautiful Ebony Eyes\nIf I ever get, to heaven I'll bet\nThe first angel I'll recognise\nShe'll smile at me and I know she will be\nMy beautiful Ebony Eyes\n(Ooooo)"
Ginnie Bell,Paul Dino,,,,,,,,,,,,,,,,,,,
