song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
Surrender,Trixter,,4EEAHK0c3M7CCgcQt9bfts,36,1990-01-01,day,0.577,0.385,3,-14.092,1,0.0372,0.0267,3.04e-05,0.27,0.203,125.917,4,350960,"Words of silence echo through this lonely room\nJust a photograph and dreams that won't come true\nI'll never know why I left you standin' in the rain\nCryin' tears of emptyness it's drivin' me insane\nAll I wanted was to love you\nNever wanted to see you cry\nAll I need is just to hold you\nI just can't say - Goodbye\nSometimes we raise our guns of pain but I'll be your defender\nCause if love means war, baby I surrender\nYou use words as weapons I use love as a shield\nSo tell me why are we on this battlefield\nIn a blaze of glory can we rise above these flames\nIn a world of anger there's got to be a way\nSometimes we raise our guns of pain but I'll be your defender\nCause if love means war, baby I surrender\nWe're just soldiers from the heart and I ain't no pretender\nSo lay down your arms and baby let's surrender\nAnd thought my aim is true\nI sometimes miss the mark\nOoh, in matters of the heart\nBut I'd give my life tonight\nTo hold you in my arms\nIn a blaze of glory can we rise above these flames\nIn a world of anger there's got to be a way\nI just wanna hold you (surrender)\nI just wanna love you (surrender)\nI never meant to make you cry\nSometimes we raise our guns of pain but I'll be your defender\nCause if love means war, baby I surrender\nWe're just soldiers of from the heart and I ain't no pretender\nSo lay down you arms and baby let's surrender"
Don't Treat Me Bad,Firehouse,,4lbhQdbiTpNP7GowZG8KsM,57,1990-09-01,day,0.616,0.807,8,-11.4,1,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,4,235360,"I never thought you'd hurt me, I guess you live and learn\nThat when you're playin' with fire, you're bound to get burned\nOh, I've been mistreated, I've been used before\nI get kicked in the face, still I come back for more\nBut I won't cry no more 'cause the tears are all in vain\nWe can pick up the pieces, start it all again\nLet's just get back to the way it was before\nOh, girl, I can't take any more\nBaby, don't treat me bad\nWell, this could be the best thing that you've ever have\nBaby, don't treat me bad\nWell, you can do anything, but, baby, don't treat me bad\nOh, don't treat me bad\nI gave it everything, but you threw it all away\nI can't take any more of these games that you play\nI've been through heartache and I've been through pain\nAnd it's hard to believe you still treat me this way\nBut I won't cry no more 'cause the tears are all in vain\nWe can pick up the pieces, start it all again\nLet's just get back to the way it was before\nOh, girl, I can't take any more\nBaby, don't treat me bad\nWell, this could be the best thing that you've ever have\nBaby, don't treat me bad\nWell, you can do anything, but, baby, don't treat me bad\nWhoa, don't treat me bad\n'Cause, girl, I can't take any more, oh, yeah\nNow listen to me\nBaby, don't treat me bad\nWell, this could be the best thing that you've ever have\nBaby, don't treat me bad\nWell, you can do anything, but, baby\nNow listen to me\nBaby, don't treat me bad\nWell, this could be the best thing that you've ever have\nBaby, don't treat me bad\nWell, you can do anything, but, baby, don't treat me bad\nDon't treat me bad"
Love Is a Wonderful Thing,Michael Bolton,,2LCIRBYUBMFy9hL81qthi1,51,1991-04-23,day,0.727,0.824,2,-8.915,1,0.0394,0.00812,1.58e-06,0.0922,0.935,125.104,4,282933,"[Verse 1]\nBirds fly, they don't think twice\nThey simply spread their wings\nThe sun shines, it don't ask why\nOr what the whole thing means\nThe same applies to you and I\nWe never question that\nSo good, it's just understood\nAin't no conjecture\nJust a matter of fact\n[Chorus]\nLove is a wonderful thing\nMake ya smile through the pouring rain\nLove is a wonderful thing\nI'll say it again and again\nTurn your world into one sweet dream\nTake your heart and make it sing\nLove, love is a wonderful thing\n[Verse 2]\nThe only thing a river knows\nIs runnin' to the sea\nAnd every spring when a flower grows\nIt happens naturally\nThe same magic when you're in my arms\nNo logic can define\nDon't know why, just feels so right\nI only know it happens every time\n[Chorus]\nLove is a wonderful thing\nMake ya smile through the pouring rain\nLove is a wonderful thing\nI'll say it again and again\nTurn your world into one sweet dream\nTake your heart and make it sing\nLove, love is a wonderful thing"
Can I Call You My Girl,PC Quest,,,,,,,,,,,,,,,,,,,
Break Up To Make Up,Cynthia,,2Q4MyAQ4oIStlckiGhVsD4,9,1990-02,month,0.4,0.28,4,-13.412,1,0.0343,0.522,0,0.193,0.149,121.488,4,237093,"[Verse 1]\nTell me what's wrong with you now\nTell me why I\nNever seem to make you happy\nThough heaven knows I try\nWhat does it take to please you?\nTell me just how\nI can satisfy you, baby\nYou're drivin' me wild\n[Chorus]\nBreak up to make up, that's all we do\nFirst you love me, then you hate me\nThat's a game for fools\nBreak up to make up, that's all we do\nFirst you love me, then you hate me\nThat's a game for fools\n[Verse 2]\nWhen I come home from workin'\nYou're on the phone\nTalkin' 'bout how bad I treat you\nNow tell me I'm wrong\nYou say it's me who'll argue\nI'll say it's you\nWe have got to get together\nOr, baby, we're through\n[Chorus]\nBreak up to make up, that's all we do\nFirst you love me, then you hate me\nThat's a game for fools\nBreak up to make up, that's all we do\nFirst you love me, then you hate me\nThat's a game for fools\nBreak up to make up, that's all we do\nFirst you love me, then you hate me\nThat's a game for fools\nBreak up to make up, that's all we do\nFirst you love me, then you hate me\nThat's a game for fools"
Shake It (Like A White Girl),Jesse Jaymes,,,,,,,,,,,,,,,,,,,
Exclusivity (Remix) - Radio Edit,Damian Dame,"Babyface,Antonio ""LA"" Reid",63DGRme6rFWbHaHE8kP5ia,26,1991,year,0.728,0.803,11,-10.57,0,0.0568,0.0211,1.18e-05,0.0267,0.791,104.179,4,299667,"Completely for you\nExclusivity\nYou mean the world to me\nAnd I refuse to be without your love\nYeah, me for you\nAnd baby, you for me\nYes, I was meant to be your baby girl\nYo, girl, when I fall in love\nBoy, I fall in love\nYou will be the only one\nIf you believe in love\nLike I believe in love, baby\nBoy, I want you\nI want you\nAnd when I feel the need\nBoy, I feel the need\nYou will be the only one for me\nI will be relieved that\nYou will be with me, baby\nSay, hey yo\nAll I want from you\nIs what you want from me\nExclusivity\nAnd what you want from me\nIs what I want from you\nBaby, exclusivity\nI want, I want, I want, I want\nI want, I want, I want, I want\nYeah, I want, I want, I want, I want\nI want, I want, I want, I want\nI want, I want, I want, I want\nI want, I want, I want, I want\nOh, baby, it's fantasy\nI want you back of me exclusively\nGonna get it\nWhat you want it"
"Gotta Have You (From ""Jungle Fever"")",Stevie Wonder,,,,,,,,,,,,,,,,,,,
Blind Faith,Warrant,,7Fmv4QiyAdMroX61cOPaGn,44,1990-05-01,day,0.441,0.616,6,-6.69,1,0.0387,0.186,0,0.145,0.294,140.853,4,212933,"[Verse 1]\nDarlin', I know you're sleepin'\nBut there's something that I've just got to say\nWonder if you'll hear me while you're dreamin'\nYou make a lifetime out of every day\n[Pre-Chorus]\nThanks to you, now I know\nAll my dreams can come true\n[Chorus]\nBlind faith in you, oh, yeah\nI got blind faith in you, oh, yeah\n[Verse 2]\nYour eyes keep things well-hidden\nJust a hint of what you're holding inside\nAnd the first day that I met you\nI consider the first day of my life\n[Pre-Chorus]\nThanks to you, now I know\nAll my dreams can come true\n[Chorus]\nBlind faith in you, oh, yeah\nI got blind faith in you, oh\nAnd I'm not sure that I deserve\nA woman so true, but I love\nThat you think I do\n[Pre-Chorus]\nYou and faith beside me\nWell, I'm feelin' stronger every day\n[Chorus]\nBlind faith in you, oh, yeah\nI got blind faith in you, it's true, oh, yeah\nBlind faith in you, oh, yeah\nI got blind faith in you\nAnd I'm not sure if I deserve\nA woman so true, but I love\nThat you think I do"
Higher Than Hope,Daryl Braithwaite,,6xoHjRpW2oN3rHLOY1Xda3,30,1990-11-23,day,0.705,0.636,1,-11.829,1,0.0369,0.0267,0.000493,0.104,0.608,109.99,4,299667,I remember long ago\nMany things we didn't know\nBut hear me say\nWe still have time\nToo many people\nChange the world we live in\nThey don't know\nThey'll run out of time\nI hear that voice getting stronger\nYou know that it's higher than hope\nWe won't have to wait any longer\nStand up and let them know\nThat you just won't let go\nEvery stone that's been placed in\nThe Empire of Ancient grounds\nOne day they'll fall - you'll say goodbye\nUnited they stand\nToday there one land\nNobody knows\nWho'll say goodbye\nI hear that voice getting stronger\nYou know that it's higher than hope\nWe won't have to wait any longer\nStand up and let them know\nThat you just won't let go\nI hear that voice getting stronger\nYou know that it's higher than hope\nWe won't have to wait any longer\nStand up and let them know\nThat you just won't let go\nI hear that voice getting stronger\nYou know that it's higher than hope\nWe won't have to wait any longer\nStand up and let them know\nThat you just won't let go
"Part Of Me, Part Of You",Glenn Frey,,5wsflCTlGxNn2z91O7KVgK,53,1992-01-01,day,0.663,0.694,9,-8.333,1,0.0282,0.0494,3.41e-05,0.0581,0.401,127.305,4,358000,"I felt it when the sun came up this morning\nI knew that I could not wait another day\nDarling, there is something I must tell you\nA distant voice is calling me away\nUntil we find the bridge across forever\nUntil this grand illusion brings us home\nYou and I will always be together\nFrom this day on you'll never walk alone\nYou're a part of me\nI'm a part of you\nWherever we may travel\nWhatever we go through\nWhatever time may take away\nIt cannot change the way we feel today\nSo hold me close and say you feel it too\nYou're a part of me and I'm a part of you\nI can hear it when I stand beside the river\nI can see it when I look up in the sky\nI can feel it when I hear that lonesome highway\nSo many miles to go before I die\nWe can never know about tomorrow\nBut still we have to choose which way to go\nYou and I are standing at the crossroads\nDarling, there is one thing you should know\nYou're a part of me\nI'm a part of you\nWherever we may travel\nWhatever we go through\nWhatever time may take away\nIt cannot change the way we feel today\nSo hold me close and say you feel it too\nYou're a part of me and I'm a part of you\nI look at you your whole life stands before you\nI look at me and I'm running out of time\nTime has brought us here to share these moments\nTo look for something we may never find\nUntil we find the bridge across forever\nUntil this grand illusion brings us home\nYou and I will always be together\nFrom this day on you'll never walk alone"
Pump It (Nice An' Hard),Icy Blu,,,,,,,,,,,,,,,,,,,"Come on and sit over here\nAnd let me tell you a little bedtime story\n(Pick up on this, pick up on this)\n(Pick up on this, pick up on this)\nRollin' into town, I'm down, for an evenin' of dancin'\nA little chit-chat and lots of ""who's that?""\nAnd several invitin' glances (pick up on this)\nWalked into the club, people were jammin' 'cause the bass was thumpin'\nI was standin' on the side with my homegirl, Cheryl\nMy body all set to get pumpin' (nice n' hard, pump it)\nAnd about that time, I said, ""my oh my""\nWould I be hearin' these type in jeans\nA guy lookin' fly, said his name was Ty\nHe claimed to be a dancin' machine (pick up on this)\nWell, now on the floor his results were poor, so you see I had to take charge\nI says listen up Jack, get the bone outcha back and pump it, pump it, nice n' hard\n(Pump it, pump it, pump it, pump it nice 'n' hard) Pick up on this\n(Pump it, pump it, pump it, pump it nice 'n' hard) Pick up on this\n(Pump it, pump it, pump it, pump it nice 'n' hard) Pick up on this\n(Pump it, pump it, pump it, pump it nice 'n' hard) Pick up on this\nI said goodbye to fly guy Ty, 'cause his pump was more like a fizz\nAnd bein' the dancer that I am, I felt it was my bizz (pick up on this)\nTo find someone who wasn't shy, a guy not afraid to pump it\nThat's when I overheard a guy named Tom, just blowin' his own trumpet (nice n' hard, pump it)\nHe said he knew just what to do once he got out on the floor\nI grabbed his hand, we danced, I'm 2 and 0, but who's keepin' score? (pick up on this)\nHe said how I'm livin', I said thanks be given, you're livin' but not too large\nI said you're pumpin' okay but you're in no way to pump it, pump it nice 'n' hard (pick up on this)\n(Pump it, pump it, pump it, pump it nice 'n' hard) Pick up on this\n(Pump it, pump it, pump it, pump it nice 'n' hard) Pick up on this\n(Pump it, pump it, pump it, pump it nice 'n' hard) Pick up on this\n(Pump it, pump it, pump it, pump it nice 'n' hard) Pick up on this"
Strike It Up,Black Box,,742hY2twqAjwNYnKkQdilj,54,1990-04-09,day,0.875,0.862,6,-7.694,0,0.062,0.0116,0.000281,0.0658,0.915,118.398,4,298691,"Yeah, yeah\nDance, dance, dance, dance\nYeah, yeah\nDance, dance, dance, dance\nStrike it up, this band is gonna play my tune\nStrike it up, I wanna I wanna tell you so\nStrike it up, nobody's gonna stop my sound\nStrike it up, you know how lonely one can feel\nIf I have the line and you have the bass\nLet's just combine no need to waste our time\nGet together you never know what we'll find\nCause acid house it's plain and it's simple\nPump up the bass and raise up the treble\nSend to the crowd on the floor in the middle\nRub-a-dub-dub on your spots till it tickles\nPlain and simple acid is bold\nThis style of music I feel will prolong\nI know what I say won't turn out to be wrong\nThe bold acid beat it will always be strong\nWaiting on my feelings, yeah, yeah\nWaiting on my feelings, feelings\nWaiting on my feelings, yeah, yeah\nWaiting on my feelings, feelings\nYeah, yeah\nDance, dance, dance, dance\nYeah, yeah\nDance, dance, dance, dance\nStrike it up, your hand is tapping on my skin\nStrike it up, and keep me and keep me standing on\nStrike it up, nobody's gonna let you down\nStrike it up, you know how lovely one can be\nIf I have the line and you have the bass\nLet's just combine no need to waste our time\nGet together you never know what we'll find"
Forever Amor,D'zyre,,6Dy9ADyJYhwUT2wVqBRqBD,28,2000-03-15,day,0.762,0.955,9,-4.35,0,0.0501,0.143,0.0181,0.0889,0.891,116.944,4,115093,"Hey girl, don't let this love just slip away\nThe feelings that I feel for you\nWill always stay this way\n(Stay this way)\nYou turn my world around\nAnd baby love is what you find\nKnowing you and I will hold the hands of time\nI just thinking by the words what about the say you\nMy heart will blow in ecstasy for something\nThat is true\n(Something that it's true)\nI will turn you back away\nI look steady into your eyes\nAnd let you know how much I love youu\nThis love will never die\nForever amor\nOoh, baby\nTonight's the night\nI want you for myself\nForever amor\nOoh, baby\nTonight's the night\nI want you for myself\nForever amor\n(Together, we will be)\n(Boy, I call you for you love)\nForever amor\n(For all eternity)\nTe amo, te amo\n(I just wanna you know\nHow much I love you in every special way\nAnd I wanna tell you, girl\nHow much you mean to me more than anyway)\nThis love is right for me\nBoy, can you see it in my eyes\nYou cautivated me with joy\nWith you\nIn night times\nMy heart belong to you\nAnd only you will hold the key\nThe key to a paradise\nAnd forever you and me"
Borrowed Love,Bingo Boys,,,,,,,,,,,,,,,,,,,"The love that I gave you\nSee, I was a slave to\nI was your savior\nNow nothing can save you\nPaved the way for the\nRoad straight to heartbreak\nShaved my love like a bad\nNear a hot date\nYou played me out\nLike a shirt that you overwear\nThought you were there\nBut I knew that you didn't care\nWhy was I surprised by\nYour lies that patronize\nI fell in love with a\nFace and pretty eyes\nA pretty face comes\nA dozen a dime\nListen to the rhyme\nAnd you will know in time\nYesterday is gone\nYou have to live for tomorrow\nHow can I survive\nOn a love that is borrowed\nWhat could make me think\nThat I could live on borrowed love\nNow I see that I could never\nLive on borrowed love\nIt's 3:01 in the morning\nAnother sleepless night\nI feel your presence with me\nAnd it doesn't feel right\nAnd then it starts\nFlowing through me\nFrom my feet\nRight to my head"
Ooh La La,David Hallyday,,3vG6r9LOgrxmDXOExVf3Bw,6,1994-10-11,day,0.577,0.948,3,-6.413,0,0.0382,0.0178,2.65e-05,0.0825,0.812,143.805,4,279507,"Black silk on satin skin, it's late at night and it's as hot as sin\nWe're gonna make it, get hotta yet !\nRed velvet rocking-chair, I'm gonna show you why I put it there\nTo build a rhythm you won't forget !\nWe got the chemistry to make the fantasy become reality\nYou got the attitude to put me in the mood\nOoh la la la, I said ooh la la, baby do that ooh la la\nI really love your ooh la la, do whatever you want with me !\nI want ooh la la, a little harder, ooh la la\nAh, easy now, ooh la la, I'm coming closer to ecstacy !\nOne time whet my appetite, I could eat a lot more tonight\nAnd you can feed me like no one else !\nWe're asleep from dawn to noon, waking up in a double spoon\nAnother turn on this carousel !\nWe got the chemistry to make the fantasy become reality\nYou got the attitude to put me in the mood\nOoh la la la, I said ooh la la, baby do that ooh la la\nI really love your ooh la la, do whatever you want with me !\nI want ooh la la, a little harder, ooh la la\nAh, easy now, ooh la la, I'm coming closer to ecstacy !\nYa know it feels so good, ya know it feels so right, girl\nCome on come on come on"
What A Price To Pay,Michael Damian,,,,,,,,,,,,,,,,,,,
Life Goes On - Remastered,Poison,,2OWKsyrgUINadOG21dR0Fh,52,1990,year,0.404,0.779,1,-3.199,1,0.0298,0.0181,0.00139,0.0929,0.373,78.838,4,287533,I've felt this before\nNow I feel it again\nNo matter how hard I try\nThis feeling won't end\nSo I pretend you're here by my side\nTonight on this lonely ride\nI keep telling myself that...\nChorus:\nLife goes on\nWhile your miles away\nAnd I need you\nTime rolls on\nAs night steals the day\nThere's nothing I can do\nYou healed up my wounds\nI tasted your tears\nYou spilled out your heart\nSo I let out my fears\nBut one fear I kept to myself\nHow I prayed that you loved no one else\nLike you're saying you love me...\nChorus:\nLife goes on\nWhile your miles away\nAnd I need you\nTime rolls on\nAs night steals the day\nThere's nothing I can do\nIf you only knew\nHow much I miss you\nSolo\nWhen my mind plays it's tricks on me\nIt shows me things I don't want to see\nThat's why I tell myself now\nI keep telling myself now\nJust take another piece of me...
I Like the Way (The Kissing Game),Hi-Five,,0u16RbrSY7DWF3WAr0aaZ3,51,1990-04-01,day,0.723,0.498,1,-10.53,1,0.0319,0.102,0.0278,0.0305,0.712,104.085,4,348773,"[Verse 1]\nAll summer long\nWe've been together\nAnd I never felt so good\n'Cause when I'm with you\nYou're such a good time (yes, it is)\nAnd when you get next to me\nYou make my heartbeat fast\nYou throw me bad when you smile\nAnd when we're alone\nI know we're in love\n'Cause I can't get enough\n'Cause\n[Chorus]\n(I like the way)\nYou kiss me when we're playing the kissing game\n(I like the way)\nYou keep me looking forward to another day\n[Verse 2]\nWe've got it good\nWe have it all it seems\nWe're living dream, yeah\nThis is our time\nThis wasn't meant to be\nJust you and me\nThis is still new\nWe're still young in heart\nAnd breaking too\nBut I know our love will always be there\n[Chorus]\n(I like the way)\nYou kiss me when we're playing the kissing game\n(I like the way)\nYou keep me looking forward to another day, baby"
Mama Said Knock You Out,LL COOL J,,6C7ZgThn6Yan5MTZdAEEFw,64,1990-08-27,day,0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,4,289693,"[Intro]\nC'mon, man\nAnd with the local DBC news\nLL Cool J with a triumphant comeback\nWord (\nBut tonight—\n)\n[Verse 1]\nDon't call it a comeback\n, \nI been here for years\nI'm rocking my peers, putting suckas in fear\nMaking the tears rain down like a monsoon\nListen to the bass go boom\nExplosions, overpowering\nOver the competition, I'm towering\nWrecking shop when I drop\nThese lyrics that'll make you call the cops\nDon't you dare stare, you better move\nDon't ever compare\nMe to the rest that'll all get sliced and diced\nCompetition's paying the price\n[Chorus]\nI'm gonna knock you out (\nHuh\n)\nMama said knock you out (\nHuh\n)\nI'm gonna knock you out (\nHuh\n)\nMama said knock you out (\nHuh\n)\nI'm gonna knock you out (\nHuh\n)\nMama said knock you out (\nHuh\n)\nI'm gonna knock you out (\nHuh\n)\nMama said knock you out (\nHuh\n)\n[Verse 2]\nDon't you call this a regular jam\nI'm gonna rock this land\nI'm gonna take this itty-bitty world by storm\nAnd I'm just getting warm\nJust like Muhammad Ali, they called him Cassius\nWatch me bash this beat like a skull\nThat you know I had beef with\nWhy do you riff with me? The maniac psycho\nAnd when I pull out my jammy get ready 'cause it might go blaow\nHow ya like me now?\nThe Ripper will not allow\nYou to get with, Mr. Smith, don't riff\nListen to my gear shift\nI'm blasting, outlasting\nKinda like Shaft, so you could say I'm shafting\nOlde English filled my mind\nAnd I came up with a funky rhyme"
